"Scenario";"Region";"Carrier.x";"Indicator";"Year";"ymax";"ymin"
"2DS";"World";"Oil";"Industry";2021;11.1731160818764;10.6831575571095
"2DS";"World";"Gas";"Industry";2021;22.8616451520006;21.4285476180215
"2DS";"World";"Electricity";"Industry";2021;28.4315452903648;26.0724121673732
"2DS";"World";"Heat";"Industry";2021;4.65034250147965;4.42100669954904
"2DS";"World";"Bioenergy";"Industry";2021;7.96454309352375;7.32965747709739
"2DS";"World";"Other renewables";"Industry";2021;0.172806221246001;0.108139494386155
"2DS";"World";"Coal";"Industry";2022;27.6466872330419;26.4018709287408
"2DS";"World";"Oil";"Industry";2022;11.0686662270505;10.5566648120482
"2DS";"World";"Gas";"Industry";2022;22.9697788506265;21.5423572147576
"2DS";"World";"Electricity";"Industry";2022;28.5391717217007;26.2170276337392
"2DS";"World";"Heat";"Industry";2022;4.61364825072138;4.41855906511589
"2DS";"World";"Bioenergy";"Industry";2022;8.12662833473939;7.4708819090827
"2DS";"World";"Other renewables";"Industry";2022;0.195568764954928;0.146048206347485
"2DS";"World";"Coal";"Industry";2023;27.3527672180659;26.1449839761632
"2DS";"World";"Oil";"Industry";2023;10.9664248239874;10.4317746248175
"2DS";"World";"Gas";"Industry";2023;23.1983702571938;21.6545436217537
"2DS";"World";"Electricity";"Industry";2023;28.6452631496265;26.3602369106131
"2DS";"World";"Heat";"Industry";2023;4.5800138237113;4.41616318262235
"2DS";"World";"Bioenergy";"Industry";2023;8.28640186316377;7.54686477253795
"2DS";"World";"Other renewables";"Industry";2023;0.244299768376958;0.183476646470505
"2DS";"World";"Coal";"Industry";2024;27.061691349312;25.8917348872295
"2DS";"World";"Oil";"Industry";2024;10.8663225632985;10.308456732509
"2DS";"World";"Gas";"Industry";2024;23.4733167800209;21.765141318824
"2DS";"World";"Electricity";"Industry";2024;28.7498521807015;26.5020604086933
"2DS";"World";"Heat";"Industry";2024;4.54856238079816;4.39908440535578
"2DS";"World";"Bioenergy";"Industry";2024;8.44391278422535;7.62125788704546
"2DS";"World";"Other renewables";"Industry";2024;0.297650937170738;0.220433884270474
"2DS";"World";"Coal";"Industry";2025;26.7734185430604;25.6007689842999
"2DS";"World";"Oil";"Industry";2025;10.7682930058161;10.1866816294325
"2DS";"World";"Gas";"Industry";2025;23.7423902595322;21.8741838160883
"2DS";"World";"Electricity";"Industry";2025;28.8529705044727;26.6425181455681
"2DS";"World";"Heat";"Industry";2025;4.51778276193528;4.35757195515972
"2DS";"World";"Bioenergy";"Industry";2025;8.59920882233378;7.68984299903877
"2DS";"World";"Other renewables";"Industry";2025;0.350488333863319;0.256328099967959
"2DS";"World";"Coal";"Industry";2026;26.4879085030725;25.2957350214208
"2DS";"World";"Oil";"Industry";2026;10.6377538729555;10.0664205435804
"2DS";"World";"Gas";"Industry";2026;23.9913037918025;21.9817036878223
"2DS";"World";"Electricity";"Industry";2026;28.9546489254873;26.7816297551338
"2DS";"World";"Heat";"Industry";2026;4.47199508512953;4.31645735448134
"2DS";"World";"Bioenergy";"Industry";2026;8.75233636908978;7.79461602404246
"2DS";"World";"Other renewables";"Industry";2026;0.402819344334659;0.292969903358878
"2DS";"World";"Coal";"Industry";2027;26.2051217018132;24.9920245007337
"2DS";"World";"Oil";"Industry";2027;10.5083042159322;9.94764541396361
"2DS";"World";"Gas";"Industry";2027;24.2391373699994;22.0877326049012
"2DS";"World";"Electricity";"Industry";2027;29.0549173939723;26.9194144967451
"2DS";"World";"Heat";"Industry";2027;4.43780946473809;4.27573491119568
"2DS";"World";"Bioenergy";"Industry";2027;8.90334052948962;7.89893447329803
"2DS";"World";"Other renewables";"Industry";2027;0.454651213569398;0.328565716973554
"2DS";"World";"Coal";"Industry";2028;25.9250193622078;24.6896288279111
"2DS";"World";"Oil";"Industry";2028;10.3799304523245;9.83032886878335
"2DS";"World";"Gas";"Industry";2028;24.4858980072579;22.192301365902
"2DS";"World";"Electricity";"Industry";2028;29.1538050352477;27.0558912641025
"2DS";"World";"Heat";"Industry";2028;4.40409462479765;4.23539904124713
"2DS";"World";"Bioenergy";"Industry";2028;9.05226516622069;8.00280129878398
"2DS";"World";"Other renewables";"Industry";2028;0.505991049000611;0.363724406251589
"2DS";"World";"Coal";"Industry";2029;25.6475634399161;24.3885394828791
"2DS";"World";"Oil";"Industry";2029;10.2526192245514;9.71444420440145
"2DS";"World";"Gas";"Industry";2029;24.731592656121;22.2954399269295
"2DS";"World";"Electricity";"Industry";2029;29.2513401779321;27.1910785938903
"2DS";"World";"Heat";"Industry";2029;4.37084090692388;4.19544426609681
"2DS";"World";"Bioenergy";"Industry";2029;9.19915294213945;8.10621942697414
"2DS";"World";"Other renewables";"Industry";2029;0.556845823758788;0.39845397402766
"2DS";"World";"Coal";"Industry";2030;25.3727166061065;24.0887480190174
"2DS";"World";"Oil";"Industry";2030;10.126357395239;9.59996536507644
"2DS";"World";"Gas";"Industry";2030;24.9762282091918;22.3971774302275
"2DS";"World";"Electricity";"Industry";2030;29.3475503809995;27.3249946741687
"2DS";"World";"Heat";"Industry";2030;4.33803891513584;4.14566693222719
"2DS";"World";"Bioenergy";"Industry";2030;9.34404536101846;8.20919175911252
"2DS";"World";"Other renewables";"Industry";2030;0.60722237982916;0.432762228967778
"2DS";"World";"Coal";"Industry";2031;25.0506395521097;23.7422379926499
"2DS";"World";"Oil";"Industry";2031;10.0185969630685;9.49182613103536
"2DS";"World";"Gas";"Industry";2031;25.2122671397795;22.4145496820013
"2DS";"World";"Electricity";"Industry";2031;29.5018825809319;27.4777253976925
"2DS";"World";"Heat";"Industry";2031;4.28532661328569;4.0805981497909
"2DS";"World";"Bioenergy";"Industry";2031;9.52366275504792;8.31960461285008
"2DS";"World";"Other renewables";"Industry";2031;0.679283274123565;0.478758548385679
"2DS";"World";"Coal";"Industry";2032;24.7304499852325;23.3960352143898
"2DS";"World";"Oil";"Industry";2032;9.9114748363886;9.37994806510862
"2DS";"World";"Gas";"Industry";2032;25.4480967762366;22.431742574764
"2DS";"World";"Electricity";"Industry";2032;29.6546213851936;27.6295610643663
"2DS";"World";"Heat";"Industry";2032;4.23315853716159;4.00912027360821
"2DS";"World";"Bioenergy";"Industry";2032;9.70142569758797;8.42991956425359
"2DS";"World";"Other renewables";"Industry";2032;0.753689277344987;0.524311241982876
"2DS";"World";"Coal";"Industry";2033;24.4121313619226;23.050139275766
"2DS";"World";"Oil";"Industry";2033;9.80498536056195;9.26816915674855
"2DS";"World";"Gas";"Industry";2033;25.6837173968093;22.4487588719259
"2DS";"World";"Electricity";"Industry";2033;29.8057913434636;27.7805095192342
"2DS";"World";"Heat";"Industry";2033;4.18152630179857;3.93770574829071
"2DS";"World";"Bioenergy";"Industry";2033;9.8773627604426;8.54013674347936
"2DS";"World";"Other renewables";"Industry";2033;0.829323879463155;0.569426696988543
"2DS";"World";"Coal";"Industry";2034;24.1388667685813;22.7045497690312
"2DS";"World";"Oil";"Industry";2034;9.69912294754591;9.15614151337065
"2DS";"World";"Gas";"Industry";2034;25.9191292792508;22.4656012804192
"2DS";"World";"Electricity";"Industry";2034;29.9554165036771;27.9305785159266
"2DS";"World";"Heat";"Industry";2034;4.13042169360271;3.86635448965386
"2DS";"World";"Bioenergy";"Industry";2034;10.0515019314682;8.65025628045308
"2DS";"World";"Other renewables";"Industry";2034;0.904891476301968;0.614111178601573
"2DS";"World";"Coal";"Industry";2035;23.9465019339787;22.35926628716
"2DS";"World";"Oil";"Industry";2035;9.59388207491498;9.03950800505566
"2DS";"World";"Gas";"Industry";2035;26.1543327008223;22.4822724521332
"2DS";"World";"Electricity";"Industry";2035;30.1035204247785;28.0797757179874
"2DS";"World";"Heat";"Industry";2035;4.07983666599532;3.79506641366224
"2DS";"World";"Bioenergy";"Industry";2035;10.2238706294161;8.76027830487033
"2DS";"World";"Other renewables";"Industry";2035;0.980392156862745;0.658370832891014
"2DS";"World";"Coal";"Industry";2036;23.7559573107145;22.0448090880404
"2DS";"World";"Oil";"Industry";2036;9.48925728490044;8.92405431211218
"2DS";"World";"Gas";"Industry";2036;26.3426948564216;22.4987749853064
"2DS";"World";"Electricity";"Industry";2036;30.2501261890876;28.2281087001792
"2DS";"World";"Heat";"Industry";2036;4.02976333518931;3.71094982644367
"2DS";"World";"Bioenergy";"Industry";2036;10.3944957183246;8.8734616598296
"2DS";"World";"Other renewables";"Industry";2036;1.04764910066267;0.702211689614173
"2DS";"World";"Coal";"Industry";2037;23.5672071853983;21.7317380352645
"2DS";"World";"Oil";"Industry";2037;9.38524318344694;8.80976262285599
"2DS";"World";"Gas";"Industry";2037;26.5302267002519;22.5151114258764
"2DS";"World";"Electricity";"Industry";2037;30.3952564142921;28.3755849497648
"2DS";"World";"Heat";"Industry";2037;3.98019397609308;3.6272040302267
"2DS";"World";"Bioenergy";"Industry";2037;10.5634035214763;8.98614609571788
"2DS";"World";"Other renewables";"Industry";2037;1.13534759424533;0.745639664955095
"2DS";"World";"Coal";"Industry";2038;23.3802263266936;21.4200439836632
"2DS";"World";"Oil";"Industry";2038;9.28183443928542;8.69661548234522
"2DS";"World";"Gas";"Industry";2038;26.7169337103362;22.5312842687897
"2DS";"World";"Electricity";"Industry";2038;30.5389332650802;28.5222118677668
"2DS";"World";"Heat";"Industry";2038;3.93112101833743;3.54382657869934
"2DS";"World";"Bioenergy";"Industry";2038;10.7306198349365;9.09833490417845
"2DS";"World";"Other renewables";"Industry";2038;1.22331729804911;0.788660564186037
"2DS";"World";"Coal";"Industry";2039;23.1949899740735;21.1097178683386
"2DS";"World";"Oil";"Industry";2039;9.17902578302226;8.5845957834935
"2DS";"World";"Gas";"Industry";2039;26.9028213166144;22.5472959592711
"2DS";"World";"Electricity";"Industry";2039;30.6811784644249;28.6679967702065
"2DS";"World";"Heat";"Industry";2039;3.88253704242133;3.46081504702194
"2DS";"World";"Bioenergy";"Industry";2039;10.8961699406869;9.21003134796238
"2DS";"World";"Other renewables";"Industry";2039;1.31041043786414;0.831280084254449
"2DS";"World";"Coal";"Industry";2040;23.0114738268907;20.8007507037848
"2DS";"World";"Oil";"Industry";2040;9.07681200624418;8.47368675844753
"2DS";"World";"Gas";"Industry";2040;27.0878949014701;22.563148894057
"2DS";"World";"Electricity";"Industry";2040;30.8220133045335;28.8129468893198
"2DS";"World";"Heat";"Industry";2040;3.83443477597225;3.37816703159212
"2DS";"World";"Bioenergy";"Industry";2040;11.060078619368;9.32123866124492
"2DS";"World";"Other renewables";"Industry";2040;1.39664005037062;0.873503816297881
"Current Policies";"CHINA";"Coal";"Industry";1990;73.7052791734138;72.1876042797464
"Current Policies";"CHINA";"Oil";"Industry";1990;9.46321538546018;8.58483320042856
"Current Policies";"CHINA";"Gas";"Industry";1990;1.05840510595878;1.02153178807812
"Current Policies";"CHINA";"Electricity";"Industry";1990;12.7598281680979;12.3152940313141
"Current Policies";"CHINA";"Heat";"Industry";1990;4.53090482083948;4.37305458674173
"Current Policies";"CHINA";"Bioenergy";"Industry";1990;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";1990;0;0
"Current Policies";"CHINA";"Coal";"Industry";1991;71.0127777058503;69.9000602401618
"Current Policies";"CHINA";"Oil";"Industry";1991;8.85009489646971;8.33208353859038
"Current Policies";"CHINA";"Gas";"Industry";1991;1.56975667663088;1.36431325007653
"Current Policies";"CHINA";"Electricity";"Industry";1991;15.0203174032176;14.6690211261213
"Current Policies";"CHINA";"Heat";"Industry";1991;4.65665601124562;4.58825847896635
"Current Policies";"CHINA";"Bioenergy";"Industry";1991;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";1991;0.00307904171957054;0.00293913423534072
"Current Policies";"CHINA";"Coal";"Industry";1992;68.788533498232;68.0929283378118
"Current Policies";"CHINA";"Oil";"Industry";1992;8.36573718511374;8.12583968397639
"Current Policies";"CHINA";"Gas";"Industry";1992;1.97371818324572;1.64748419700041
"Current Policies";"CHINA";"Electricity";"Industry";1992;16.806076339883;16.6134294565812
"Current Policies";"CHINA";"Heat";"Industry";1992;4.76603790025614;4.75599791855277
"Current Policies";"CHINA";"Bioenergy";"Industry";1992;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";1992;0.00551144713945188;0.00536714600618052
"Current Policies";"CHINA";"Coal";"Industry";1993;66.9201483052154;66.6292513112644
"Current Policies";"CHINA";"Oil";"Industry";1993;8.02497466948791;7.95434745179098
"Current Policies";"CHINA";"Gas";"Industry";1993;2.30090469136541;1.8853503461008
"Current Policies";"CHINA";"Electricity";"Industry";1993;18.3829518934218;18.2467499891766
"Current Policies";"CHINA";"Heat";"Industry";1993;4.91537421738499;4.83645937646283
"Current Policies";"CHINA";"Bioenergy";"Industry";1993;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";1993;0.00748156117910763;0.00740669778991405
"Current Policies";"CHINA";"Coal";"Industry";1994;65.4196130641;65.1922960023994
"Current Policies";"CHINA";"Oil";"Industry";1994;7.89363820097026;7.64922010851068
"Current Policies";"CHINA";"Gas";"Industry";1994;2.57130403971846;2.08797890480536
"Current Policies";"CHINA";"Electricity";"Industry";1994;19.7768736312424;19.4477742891842
"Current Policies";"CHINA";"Heat";"Industry";1994;5.04258779029777;4.90295577911542
"Current Policies";"CHINA";"Bioenergy";"Industry";1994;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";1994;0.0091441095229589;0.00910973819522481
"Current Policies";"CHINA";"Coal";"Industry";1995;64.4031575139402;63.8312844657885
"Current Policies";"CHINA";"Oil";"Industry";1995;7.78041622720052;7.37678394414978
"Current Policies";"CHINA";"Gas";"Industry";1995;2.7985198367035;2.26266005481332
"Current Policies";"CHINA";"Electricity";"Industry";1995;20.9697914227558;20.4522082101727
"Current Policies";"CHINA";"Heat";"Industry";1995;5.15225551608674;4.95883251556974
"Current Policies";"CHINA";"Bioenergy";"Industry";1995;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";1995;0.0106418899025159;0.0104778906726737
"Current Policies";"CHINA";"Coal";"Industry";1996;63.5370290006325;62.6533325847622
"Current Policies";"CHINA";"Oil";"Industry";1996;7.68180287630379;7.14463928226855
"Current Policies";"CHINA";"Gas";"Industry";1996;2.99213192373645;2.4148027261274
"Current Policies";"CHINA";"Electricity";"Industry";1996;22.0022586125065;21.3080930135612
"Current Policies";"CHINA";"Heat";"Industry";1996;5.24777321079915;5.00644545316062
"Current Policies";"CHINA";"Bioenergy";"Industry";1996;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";1996;0.011946417082336;0.011643702469446
"Current Policies";"CHINA";"Coal";"Industry";1997;62.7901751836779;61.6238346279548
"Current Policies";"CHINA";"Oil";"Industry";1997;7.59514214844715;6.94446329897303
"Current Policies";"CHINA";"Gas";"Industry";1997;3.15908165924037;2.54850464898304
"Current Policies";"CHINA";"Electricity";"Industry";1997;22.9046068997667;22.046113783531
"Current Policies";"CHINA";"Heat";"Industry";1997;5.33171349750165;5.04750160548654
"Current Policies";"CHINA";"Bioenergy";"Industry";1997;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";1997;0.0130928265074692;0.0126489701368792
"Current Policies";"CHINA";"Coal";"Industry";1998;62.139545224119;60.7163903318534
"Current Policies";"CHINA";"Oil";"Industry";1998;7.51838510503232;6.77007777805907
"Current Policies";"CHINA";"Gas";"Industry";1998;3.30452176705451;2.66692696727067
"Current Policies";"CHINA";"Electricity";"Industry";1998;23.6999759444129;22.6890487365544
"Current Policies";"CHINA";"Heat";"Industry";1998;5.40606099480557;5.08326812648575
"Current Policies";"CHINA";"Bioenergy";"Industry";1998;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";1998;0.0141082229874259;0.0135247201792032
"Current Policies";"CHINA";"Coal";"Industry";1999;61.5676684998893;59.9105089708912
"Current Policies";"CHINA";"Oil";"Industry";1999;7.44992580434016;6.61680014460828
"Current Policies";"CHINA";"Gas";"Industry";1999;3.4323575840291;2.77254736034002
"Current Policies";"CHINA";"Electricity";"Industry";1999;24.40632573461;23.2541618694895
"Current Policies";"CHINA";"Heat";"Industry";1999;5.47237123093766;5.11470541363433
"Current Policies";"CHINA";"Bioenergy";"Industry";1999;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";1999;0.0150138510555555;0.0142944681105586
"Current Policies";"CHINA";"Coal";"Industry";2000;61.5635179153095;59.1900434685881
"Current Policies";"CHINA";"Oil";"Industry";2000;11.6577864439795;6.48101670604825
"Current Policies";"CHINA";"Gas";"Industry";2000;3.54560298330332;1.30293159609121
"Current Policies";"CHINA";"Electricity";"Industry";2000;25.037809078248;19.5439739413681
"Current Policies";"CHINA";"Heat";"Industry";2000;6.21829609039718;5.14255463632868
"Current Policies";"CHINA";"Bioenergy";"Industry";2000;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";2000;0.0218301358604926;0
"Current Policies";"CHINA";"Coal";"Industry";2001;60.609155714602;58.534974589338
"Current Policies";"CHINA";"Oil";"Industry";2001;10.5769210326519;6.35989412774065
"Current Policies";"CHINA";"Gas";"Industry";2001;3.64662100793895;1.85581727337616
"Current Policies";"CHINA";"Electricity";"Industry";2001;25.6057296446476;21.1456102783726
"Current Policies";"CHINA";"Heat";"Industry";2001;6.15631691648822;5.16739691232621
"Current Policies";"CHINA";"Bioenergy";"Industry";2001;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";2001;0.0217928881520142;0
"Current Policies";"CHINA";"Coal";"Industry";2002;60.2035432433561;57.9255725863733
"Current Policies";"CHINA";"Oil";"Industry";2002;9.74039999527038;6.25117957955817
"Current Policies";"CHINA";"Gas";"Industry";2002;3.7372905516359;2.28716645489199
"Current Policies";"CHINA";"Electricity";"Industry";2002;26.1192245696771;22.3951715374841
"Current Policies";"CHINA";"Heat";"Industry";2002;6.13087674714104;5.18969429774049
"Current Policies";"CHINA";"Bioenergy";"Industry";2002;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";2002;0.0217640607962585;0
"Current Policies";"CHINA";"Coal";"Industry";2003;59.8374578781854;57.3703379540949
"Current Policies";"CHINA";"Oil";"Industry";2003;9.07378155233844;6.15305930986208
"Current Policies";"CHINA";"Gas";"Industry";2003;3.81912431013005;2.61158185512935
"Current Policies";"CHINA";"Electricity";"Industry";2003;26.5950827565186;23.3972524327418
"Current Policies";"CHINA";"Heat";"Industry";2003;6.11047510017172;5.20981879355953
"Current Policies";"CHINA";"Bioenergy";"Industry";2003;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";2003;0.0217410884546807;0
"Current Policies";"CHINA";"Coal";"Industry";2004;59.5053901685374;56.8623559163321
"Current Policies";"CHINA";"Oil";"Industry";2004;8.53007532142693;6.06405664456071
"Current Policies";"CHINA";"Gas";"Industry";2004;3.89335385148953;2.86914758454293
"Current Policies";"CHINA";"Electricity";"Industry";2004;27.0391547260294;24.21875
"Current Policies";"CHINA";"Heat";"Industry";2004;6.09375;5.22807326606851
"Current Policies";"CHINA";"Bioenergy";"Industry";2004;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";2004;0.0217223517914712;0
"Current Policies";"CHINA";"Coal";"Industry";2005;59.2028091103852;56.3958406074964
"Current Policies";"CHINA";"Oil";"Industry";2005;8.07815658072191;5.982957158333
"Current Policies";"CHINA";"Gas";"Industry";2005;3.96099202442275;3.08323153920024
"Current Policies";"CHINA";"Electricity";"Industry";2005;27.4469769650085;24.9044433827043
"Current Policies";"CHINA";"Heat";"Industry";2005;6.07978977544195;5.24470679425356
"Current Policies";"CHINA";"Bioenergy";"Industry";2005;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";2005;0.021706778217432;0
"Current Policies";"CHINA";"Coal";"Industry";2006;58.925954171936;55.9659137236818
"Current Policies";"CHINA";"Oil";"Industry";2006;7.69659145038669;5.90875293218302
"Current Policies";"CHINA";"Gas";"Industry";2006;4.02287944830379;3.26398742450399
"Current Policies";"CHINA";"Electricity";"Industry";2006;27.8228140298031;25.4854368932039
"Current Policies";"CHINA";"Heat";"Industry";2006;6.06796116504854;5.25992610259358
"Current Policies";"CHINA";"Bioenergy";"Industry";2006;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";2006;0.0216936290995203;0
"Current Policies";"CHINA";"Coal";"Industry";2007;58.6716782035181;55.5684332891641
"Current Policies";"CHINA";"Oil";"Industry";2007;7.37013765239032;5.84060044925935
"Current Policies";"CHINA";"Gas";"Industry";2007;4.0797196286827;3.33054951950777
"Current Policies";"CHINA";"Electricity";"Industry";2007;28.1702867872566;25.9840098400984
"Current Policies";"CHINA";"Heat";"Industry";2007;6.05781057810578;5.27390419663982
"Current Policies";"CHINA";"Bioenergy";"Industry";2007;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";2007;0.0216823791735147;0
"Current Policies";"CHINA";"Coal";"Industry";2008;58.4373272761665;55.1998597819796
"Current Policies";"CHINA";"Oil";"Industry";2008;7.0876593841357;5.7777883885135
"Current Policies";"CHINA";"Gas";"Industry";2008;4.13210581785153;3.37747301319745
"Current Policies";"CHINA";"Electricity";"Industry";2008;28.4924894461651;26.3474805186737
"Current Policies";"CHINA";"Heat";"Industry";2008;6.0490045941807;5.28678696854597
"Current Policies";"CHINA";"Bioenergy";"Industry";2008;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";2008;0.0216726446884649;0
"Current Policies";"CHINA";"Coal";"Industry";2009;58.2206477027117;54.8571504428962
"Current Policies";"CHINA";"Oil";"Industry";2009;7.02955514510947;5.71971270396625
"Current Policies";"CHINA";"Gas";"Industry";2009;4.18054179910537;3.42110371154232
"Current Policies";"CHINA";"Electricity";"Industry";2009;28.7920819511417;26.5615974208138
"Current Policies";"CHINA";"Heat";"Industry";2009;6.04129263913824;5.29869830831785
"Current Policies";"CHINA";"Bioenergy";"Industry";2009;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";2009;0.0216641387570162;0
"Current Policies";"CHINA";"Coal";"Industry";2010;58.0197133280344;54.5376750803507
"Current Policies";"CHINA";"Oil";"Industry";2010;7.0031925429549;5.66585713663059
"Current Policies";"CHINA";"Gas";"Industry";2010;4.22545814008734;3.46177646708822
"Current Policies";"CHINA";"Electricity";"Industry";2010;29.0713635849581;26.7601553427876
"Current Policies";"CHINA";"Heat";"Industry";2010;6.03448275862069;5.30974410082368
"Current Policies";"CHINA";"Bioenergy";"Industry";2010;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";2010;0.0216566426074972;0
"Current Policies";"CHINA";"Coal";"Industry";2011;57.8328681141542;54.2391484379675
"Current Policies";"CHINA";"Oil";"Industry";2011;6.97855859608971;5.61577782584251
"Current Policies";"CHINA";"Gas";"Industry";2011;4.26722502716662;3.4997822183075
"Current Policies";"CHINA";"Electricity";"Industry";2011;29.3323320920699;26.9447907365991
"Current Policies";"CHINA";"Heat";"Industry";2011;6.02842542318748;5.32001538201457
"Current Policies";"CHINA";"Bioenergy";"Industry";2011;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";2011;0.0216499865007601;0
"Current Policies";"CHINA";"Coal";"Industry";2012;57.6586803937284;53.9595754441659
"Current Policies";"CHINA";"Oil";"Industry";2012;6.95548867435919;5.56909104802511
"Current Policies";"CHINA";"Gas";"Industry";2012;4.3061624914909;3.53537495993092
"Current Policies";"CHINA";"Electricity";"Industry";2012;29.5767315407714;27.1169183372481
"Current Policies";"CHINA";"Heat";"Industry";2012;6.02300242130751;5.32959085370764
"Current Policies";"CHINA";"Bioenergy";"Industry";2012;0;0
"Current Policies";"CHINA";"Other renewables";"Industry";2012;0.0216440367221813;0
"Current Policies";"CHINA";"Coal";"Industry";2013;57.4959061160056;52.8832350104928
"Current Policies";"CHINA";"Oil";"Industry";2013;6.82754870548398;5.52546336566121
"Current Policies";"CHINA";"Gas";"Industry";2013;4.34254862488908;3.70211607679877
"Current Policies";"CHINA";"Electricity";"Industry";2013;30.2743040265261;27.2777674820862
"Current Policies";"CHINA";"Heat";"Industry";2013;6.01811906816221;5.3385389040345
"Current Policies";"CHINA";"Bioenergy";"Industry";2013;0.0929339970109611;0
"Current Policies";"CHINA";"Other renewables";"Industry";2013;0.025500878695771;0
"Current Policies";"CHINA";"Coal";"Industry";2014;57.3434590883857;51.8790914315206
"Current Policies";"CHINA";"Oil";"Industry";2014;6.75095972850615;5.48460365126792
"Current Policies";"CHINA";"Gas";"Industry";2014;4.3766262319947;4.08575367567806
"Current Policies";"CHINA";"Electricity";"Industry";2014;30.9250859822388;27.4284115173037
"Current Policies";"CHINA";"Heat";"Industry";2014;6.01369863013699;5.34691924332649
"Current Policies";"CHINA";"Bioenergy";"Industry";2014;0.179634332190536;0
"Current Policies";"CHINA";"Other renewables";"Industry";2014;0.0291824416796388;0
"Current Policies";"CHINA";"Coal";"Industry";2015;56.1647385212772;50.9401163850493
"Current Policies";"CHINA";"Oil";"Industry";2015;6.71878826179379;5.561444942644
"Current Policies";"CHINA";"Gas";"Industry";2015;4.85386374554685;4.14615815569266
"Current Policies";"CHINA";"Electricity";"Industry";2015;31.5336324390448;27.7645590774548
"Current Policies";"CHINA";"Heat";"Industry";2015;6.00967826314413;5.51073586674346
"Current Policies";"CHINA";"Bioenergy";"Industry";2015;0.260707848925714;0
"Current Policies";"CHINA";"Other renewables";"Industry";2015;0.0326250726402459;0
"Current Policies";"CHINA";"Coal";"Industry";2016;55.4554554554555;50.0601651471072
"Current Policies";"CHINA";"Oil";"Industry";2016;6.68794610840689;5.50550550550551
"Current Policies";"CHINA";"Gas";"Industry";2016;5.31666860665865;4.4044044044044
"Current Policies";"CHINA";"Electricity";"Industry";2016;32.1039257711456;28.0905408380479
"Current Policies";"CHINA";"Heat";"Industry";2016;6.04790255374739;5.66959833563026
"Current Policies";"CHINA";"Bioenergy";"Industry";2016;0.33668509846342;0
"Current Policies";"CHINA";"Other renewables";"Industry";2016;0.0358513004158912;0
"Current Policies";"CHINA";"Coal";"Industry";2017;54.1164878476024;49.0530123736539
"Current Policies";"CHINA";"Oil";"Industry";2017;6.65835254593965;5.5178454127436
"Current Policies";"CHINA";"Gas";"Industry";2017;5.76568577292781;5.06897306765929
"Current Policies";"CHINA";"Electricity";"Industry";2017;32.6394629463216;28.4068110821531
"Current Policies";"CHINA";"Heat";"Industry";2017;6.08925649883735;5.82372803823259
"Current Policies";"CHINA";"Bioenergy";"Industry";2017;0.430859725259221;0.0437924239106635
"Current Policies";"CHINA";"Other renewables";"Industry";2017;0.0388809078340222;0.0109481059776659
"Current Policies";"CHINA";"Coal";"Industry";2018;52.8361801944827;47.9528218844693
"Current Policies";"CHINA";"Oil";"Industry";2018;6.62993325812784;5.52980489382343
"Current Policies";"CHINA";"Gas";"Industry";2018;6.20152233734486;5.5206779373944
"Current Policies";"CHINA";"Electricity";"Industry";2018;33.143327295893;28.7137974224828
"Current Policies";"CHINA";"Heat";"Industry";2018;6.12896951645619;5.93948647545855
"Current Policies";"CHINA";"Bioenergy";"Industry";2018;0.527889316308396;0.0862347741726851
"Current Policies";"CHINA";"Other renewables";"Industry";2018;0.0417313377237715;0.0199965440961595
"Current Policies";"CHINA";"Coal";"Industry";2019;51.7908569520988;46.8954377522071
"Current Policies";"CHINA";"Oil";"Industry";2019;6.60261971172127;5.54140127388535
"Current Policies";"CHINA";"Gas";"Industry";2019;6.62475026682548;5.92314023234195
"Current Policies";"CHINA";"Electricity";"Industry";2019;33.6182479165296;29.0119027303069
"Current Policies";"CHINA";"Heat";"Industry";2019;6.1671373747382;5.93791513349336
"Current Policies";"CHINA";"Bioenergy";"Industry";2019;0.621143667208422;0.127388535031847
"Current Policies";"CHINA";"Other renewables";"Industry";2019;0.044418028960157;0.0200003188953589
"Current Policies";"CHINA";"Coal";"Industry";2020;50.7753434370978;45.8784093778948
"Current Policies";"CHINA";"Oil";"Industry";2020;6.57634860470253;5.55265084178605
