"Scenario";"Region";"Carrier.x";"Indicator";"Year";"ymax";"ymin"
"Current Policies";"INDIA";"Other renewables";"Industry";2031;0.225631768953069;0.151789830891668
"Current Policies";"INDIA";"Coal";"Industry";2032;55.4965955065667;45.1904746626002
"Current Policies";"INDIA";"Oil";"Industry";2032;10.3410708711258;8.27986030650196
"Current Policies";"INDIA";"Gas";"Industry";2032;10.9327786009447;6.0605071678589
"Current Policies";"INDIA";"Electricity";"Industry";2032;20.4420317013065;18.5680215157571
"Current Policies";"INDIA";"Heat";"Industry";2032;0;0
"Current Policies";"INDIA";"Bioenergy";"Industry";2032;12.9102477892149;10.7949079213809
"Current Policies";"INDIA";"Other renewables";"Industry";2032;0.221829938408652;0.167079625528536
"Current Policies";"INDIA";"Coal";"Industry";2033;55.7029312952524;45.0979709050699
"Current Policies";"INDIA";"Oil";"Industry";2033;10.2909793864541;8.24022565439845
"Current Policies";"INDIA";"Gas";"Industry";2033;11.0221057323628;5.96882559733013
"Current Policies";"INDIA";"Electricity";"Industry";2033;20.5781058161974;18.6213719109717
"Current Policies";"INDIA";"Heat";"Industry";2033;0;0
"Current Policies";"INDIA";"Bioenergy";"Industry";2033;12.8235981159851;10.6348593699682
"Current Policies";"INDIA";"Other renewables";"Industry";2033;0.239297303967855;0.18134277604205
"Current Policies";"INDIA";"Coal";"Industry";2034;55.8958625493179;45.01044719999
"Current Policies";"INDIA";"Oil";"Industry";2034;10.243584637868;8.20316585404345
"Current Policies";"INDIA";"Gas";"Industry";2034;11.1066238288661;5.8831000889756
"Current Policies";"INDIA";"Electricity";"Industry";2034;20.7068542153834;18.6712555801158
"Current Policies";"INDIA";"Heat";"Industry";2034;0;0
"Current Policies";"INDIA";"Bioenergy";"Industry";2034;12.7416133334475;10.4851325441377
"Current Policies";"INDIA";"Other renewables";"Industry";2034;0.255629634419531;0.190876784445033
"Current Policies";"INDIA";"Coal";"Industry";2035;56.0766544057423;44.9275119282236
"Current Policies";"INDIA";"Oil";"Industry";2035;10.1986745606414;8.16843788766315
"Current Policies";"INDIA";"Gas";"Industry";2035;11.1867110611912;5.80276850209297
"Current Policies";"INDIA";"Electricity";"Industry";2035;20.8288529752193;18.7179997936051
"Current Policies";"INDIA";"Heat";"Industry";2035;0;0
"Current Policies";"INDIA";"Bioenergy";"Industry";2035;12.6639266060145;10.3447601441185
"Current Policies";"INDIA";"Other renewables";"Industry";2035;0.270934080834795;0.194322868710065
"Current Policies";"INDIA";"Coal";"Industry";2036;56.2464176504762;44.8488134831001
"Current Policies";"INDIA";"Oil";"Industry";2036;10.1560587571018;8.13582838648135
"Current Policies";"INDIA";"Gas";"Industry";2036;11.2627069616564;5.72733727906373
"Current Policies";"INDIA";"Electricity";"Industry";2036;20.9446193132511;18.761891884708
"Current Policies";"INDIA";"Heat";"Industry";2036;0;0
"Current Policies";"INDIA";"Bioenergy";"Industry";2036;12.590208578383;10.2128920760629
"Current Policies";"INDIA";"Other renewables";"Industry";2036;0.285304718528605;0.197592906507568
"Current Policies";"INDIA";"Coal";"Industry";2037;56.4061315609172;44.7740352875075
"Current Policies";"INDIA";"Oil";"Industry";2037;10.1155657983474;8.10514924295157
"Current Policies";"INDIA";"Gas";"Industry";2037;11.3349172359549;5.65637129571305
"Current Policies";"INDIA";"Electricity";"Industry";2037;21.0546189181327;18.8031851611591
"Current Policies";"INDIA";"Heat";"Industry";2037;0;0
"Current Policies";"INDIA";"Bioenergy";"Industry";2037;12.5201627079686;10.0887782219502
"Current Policies";"INDIA";"Other renewables";"Industry";2037;0.298824482571709;0.200700052088821
"Current Policies";"INDIA";"Coal";"Industry";2038;56.5566628084383;44.7028915375367
"Current Policies";"INDIA";"Oil";"Industry";2038;10.0770409193987;8.07623397980594
"Current Policies";"INDIA";"Gas";"Industry";2038;11.4036178733441;5.58948546231352
"Current Policies";"INDIA";"Electricity";"Industry";2038;21.1592722107747;18.8421037969014
"Current Policies";"INDIA";"Heat";"Industry";2038;0;0
"Current Policies";"INDIA";"Bioenergy";"Industry";2038;12.4535212779132;9.97175416221033
"Current Policies";"INDIA";"Other renewables";"Industry";2038;0.311566769387785;0.203656181032613
"Current Policies";"INDIA";"Coal";"Industry";2039;56.6987811916534;44.6351235520173
"Current Policies";"INDIA";"Oil";"Industry";2039;10.0403440424447;8.04893472788205
"Current Policies";"INDIA";"Gas";"Industry";2039;11.469058671751;5.52633773279378
"Current Policies";"INDIA";"Electricity";"Industry";2039;21.2589597142198;18.8788469034912
"Current Policies";"INDIA";"Heat";"Industry";2039;0;0
"Current Policies";"INDIA";"Bioenergy";"Industry";2039;12.3900419776398;9.86122927712
"Current Policies";"INDIA";"Other renewables";"Industry";2039;0.323596769765534;0.206472041927465
"Current Policies";"INDIA";"Coal";"Industry";2040;56.833172803497;44.5704966296538
"Current Policies";"INDIA";"Oil";"Industry";2040;10.0053480749578;8.0231196968834
"Current Policies";"INDIA";"Gas";"Industry";2040;11.5314662727095;5.4666232541849
"Current Policies";"INDIA";"Electricity";"Industry";2040;21.3540266768333;18.9135919373001
"Current Policies";"INDIA";"Heat";"Industry";2040;0;0
"Current Policies";"INDIA";"Bioenergy";"Industry";2040;12.3295049588834;9.75667677707706
"Current Policies";"INDIA";"Other renewables";"Industry";2040;0.343642611683849;0.209157386962346
"Current Policies";"World";"Coal";"Industry";1990;26.3199456934604;25.5742848749089
"Current Policies";"World";"Oil";"Industry";1990;18.6193503087037;18.0797699280859
"Current Policies";"World";"Gas";"Industry";1990;19.9334085998987;19.6005718717852
"Current Policies";"World";"Electricity";"Industry";1990;21.4962796307191;21.063451682242
"Current Policies";"World";"Heat";"Industry";1990;8.45784894690106;8.43578578642479
"Current Policies";"World";"Bioenergy";"Industry";1990;6.24616565266405;6.23500976370621
"Current Policies";"World";"Other renewables";"Industry";1990;0.00942391215274932;0.00736747919516176
"Current Policies";"World";"Coal";"Industry";1991;26.4302997102446;25.8746364110234
"Current Policies";"World";"Oil";"Industry";1991;18.1655033258119;17.6909208866622
"Current Policies";"World";"Gas";"Industry";1991;19.9946754604564;19.7224796291832
"Current Policies";"World";"Electricity";"Industry";1991;21.7548731231697;21.4153847442048
"Current Policies";"World";"Heat";"Industry";1991;8.2306642182857;8.19422228910917
"Current Policies";"World";"Bioenergy";"Industry";1991;6.30661419825783;6.27960970247953
"Current Policies";"World";"Other renewables";"Industry";1991;0.0108014630022685;0.00867033267337419
"Current Policies";"World";"Coal";"Industry";1992;26.5364367676892;26.1613302002343
"Current Policies";"World";"Oil";"Industry";1992;17.7322939174951;17.3165311377789
"Current Policies";"World";"Gas";"Industry";1992;20.0535259850599;19.8388439313431
"Current Policies";"World";"Electricity";"Industry";1992;22.0017077129808;21.7534377329378
"Current Policies";"World";"Heat";"Industry";1992;8.01874698223446;7.94258340476351
"Current Policies";"World";"Bioenergy";"Industry";1992;6.36475282286875;6.31333982135214
"Current Policies";"World";"Other renewables";"Industry";1992;0.012126373484993;0.00989616357917205
"Current Policies";"World";"Coal";"Industry";1993;26.654623855709;26.4352771114219
"Current Policies";"World";"Oil";"Industry";1993;17.3183457129232;16.9216682890758
"Current Policies";"World";"Gas";"Industry";1993;20.1101003580256;19.950034484989
"Current Policies";"World";"Electricity";"Industry";1993;22.2375676304178;22.0784159042557
"Current Policies";"World";"Heat";"Industry";1993;7.81477591842717;7.70213279963902
"Current Policies";"World";"Bioenergy";"Industry";1993;6.42149221740014;6.34557024358968
"Current Policies";"World";"Other renewables";"Industry";1993;0.0134016043517519;0.0110674920240817
"Current Policies";"World";"Coal";"Industry";1994;26.8038794385844;26.6973087774867
"Current Policies";"World";"Oil";"Industry";1994;16.9224020710026;16.5417877489025
"Current Policies";"World";"Gas";"Industry";1994;20.1645281256233;20.0563888362617
"Current Policies";"World";"Electricity";"Industry";1994;22.4631688859895;22.3910634062181
"Current Policies";"World";"Heat";"Industry";1994;7.61831232039916;7.47214052707095
"Current Policies";"World";"Bioenergy";"Industry";1994;6.47893589082496;6.37639881252757
"Current Policies";"World";"Other renewables";"Industry";1994;0.0146298984034833;0.012187873862293
"Current Policies";"World";"Coal";"Industry";1995;26.9481860278322;26.8318322864461
"Current Policies";"World";"Oil";"Industry";1995;16.5433133384512;16.1760526811623
"Current Policies";"World";"Gas";"Industry";1995;20.2169291863889;20.1582157933248
"Current Policies";"World";"Electricity";"Industry";1995;22.7098352535312;22.679166530558
"Current Policies";"World";"Heat";"Industry";1995;7.42894919262084;7.25193878653649
"Current Policies";"World";"Bioenergy";"Industry";1995;6.53424055523785;6.40591504132304
"Current Policies";"World";"Other renewables";"Industry";1995;0.0158138001837724;0.0132605622099604
"Current Policies";"World";"Coal";"Industry";1996;27.1886062664061;26.923306452594
"Current Policies";"World";"Oil";"Industry";1996;16.1800257011898;15.8236874325558
"Current Policies";"World";"Gas";"Industry";1996;20.2857669645955;20.255798420991
"Current Policies";"World";"Electricity";"Industry";1996;22.9972535181954;22.8861610076061
"Current Policies";"World";"Heat";"Industry";1996;7.24630843616046;7.04091544774929
"Current Policies";"World";"Bioenergy";"Industry";1996;6.58752350112913;6.43420098099686
"Current Policies";"World";"Other renewables";"Industry";1996;0.0169556735741397;0.0142885389918582
"Current Policies";"World";"Coal";"Industry";1997;27.4192099459853;27.0115899299291
"Current Policies";"World";"Oil";"Industry";1997;15.8315714013562;15.4839720414487
"Current Policies";"World";"Gas";"Industry";1997;20.3579801203589;20.3160877381799
"Current Policies";"World";"Electricity";"Industry";1997;23.2746464141651;23.0847037273996
"Current Policies";"World";"Heat";"Industry";1997;7.07003832884558;6.83850836800396
"Current Policies";"World";"Bioenergy";"Industry";1997;6.6388935975685;6.46133198214647
"Current Policies";"World";"Other renewables";"Industry";1997;0.0180577175481183;0.015274542623806
"Current Policies";"World";"Coal";"Industry";1998;27.6405862652772;27.0968467973484
"Current Policies";"World";"Oil";"Industry";1998;15.4970601286853;15.1562373277037
"Current Policies";"World";"Gas";"Industry";1998;20.4392496820163;20.363044259894
"Current Policies";"World";"Electricity";"Industry";1998;23.5425294888768;23.2753019720169
"Current Policies";"World";"Heat";"Industry";1998;6.89981126458634;6.6442003916767
"Current Policies";"World";"Bioenergy";"Industry";1998;6.68845203469653;6.48737736522174
"Current Policies";"World";"Other renewables";"Industry";1998;0.0191219803050465;0.0162210923720468
"Current Policies";"World";"Coal";"Industry";1999;27.8532781955445;27.1792300731566
"Current Policies";"World";"Oil";"Industry";1999;15.1756714250149;14.8398604930085
"Current Policies";"World";"Gas";"Industry";1999;20.5255778445786;20.4083734700299
"Current Policies";"World";"Electricity";"Industry";1999;23.8013835366072;23.4584232231195
"Current Policies";"World";"Heat";"Industry";1999;6.73532172128774;6.45751493822094
"Current Policies";"World";"Bioenergy";"Industry";1999;6.73629298902159;6.51240101191778
"Current Policies";"World";"Other renewables";"Industry";1999;0.020150371974718;0.0171305098458368
"Current Policies";"World";"Coal";"Industry";2000;28.0577869270404;21.4626568408399
"Current Policies";"World";"Oil";"Industry";2000;17.5148397160674;14.5342611708338
"Current Policies";"World";"Gas";"Industry";2000;22.1831430682014;20.4521585211877
"Current Policies";"World";"Electricity";"Industry";2000;24.7987117552335;23.6344989901967
"Current Policies";"World";"Heat";"Industry";2000;6.57628443083176;5.40342975421327
"Current Policies";"World";"Bioenergy";"Industry";2000;8.69565217391304;6.5364618883073
"Current Policies";"World";"Other renewables";"Industry";2000;0.0232110783214528;0
"Current Policies";"World";"Coal";"Industry";2001;28.2545758119088;22.1868296171098
"Current Policies";"World";"Oil";"Industry";2001;16.9672863855194;14.2388978733104
"Current Policies";"World";"Gas";"Industry";2001;22.0982862170983;20.494476995588
"Current Policies";"World";"Electricity";"Industry";2001;24.9398686862121;23.8039282052821
"Current Policies";"World";"Heat";"Industry";2001;6.42327913932592;5.30999687100478
"Current Policies";"World";"Bioenergy";"Industry";2001;8.54514724046025;6.55961450873095
"Current Policies";"World";"Other renewables";"Industry";2001;0.0234023970363227;0.00325034128583501
"Current Policies";"World";"Coal";"Industry";2002;28.4440738688425;22.8596646072374
"Current Policies";"World";"Oil";"Industry";2002;16.453836394048;13.9532647892604
"Current Policies";"World";"Gas";"Industry";2002;22.0187145168741;20.5354013638375
"Current Policies";"World";"Electricity";"Industry";2002;25.0725003152188;23.9670802403574
"Current Policies";"World";"Heat";"Industry";2002;6.27648676291822;5.22238328085722
"Current Policies";"World";"Bioenergy";"Industry";2002;8.40373219013996;6.58190934812771
"Current Policies";"World";"Other renewables";"Industry";2002;0.0235817998214723;0.00630437523641407
"Current Policies";"World";"Coal";"Industry";2003;28.6266789052947;23.4930542806438
"Current Policies";"World";"Oil";"Industry";2003;15.9713998706742;13.6768888935491
"Current Policies";"World";"Gas";"Industry";2003;21.9439491160508;20.5749993990896
"Current Policies";"World";"Electricity";"Industry";2003;25.1973563429411;24.1242975954811
"Current Policies";"World";"Heat";"Industry";2003;6.13445183496791;5.14006173731226
"Current Policies";"World";"Bioenergy";"Industry";2003;8.27060767394896;6.60339320936943
"Current Policies";"World";"Other renewables";"Industry";2003;0.0239392083085267;0.00917936478795667
"Current Policies";"World";"Coal";"Industry";2004;28.8027603050635;24.090368608799
"Current Policies";"World";"Oil";"Industry";2004;15.5172492712804;13.409327333008
"Current Policies";"World";"Gas";"Industry";2004;21.8735673146059;20.6133345515787
"Current Policies";"World";"Electricity";"Industry";2004;25.3151010701546;24.2758982988131
"Current Policies";"World";"Heat";"Industry";2004;5.9969467646508;5.06256682029704
"Current Policies";"World";"Bioenergy";"Industry";2004;8.14506539833531;6.62410955122604
"Current Policies";"World";"Other renewables";"Industry";2004;0.0248128056667275;0.0118906064209275
"Current Policies";"World";"Coal";"Industry";2005;28.9726615223568;24.654604312388
"Current Policies";"World";"Oil";"Industry";2005;15.0889677818854;13.1501650585405
"Current Policies";"World";"Gas";"Industry";2005;21.8071945677916;20.6504662878829
"Current Policies";"World";"Electricity";"Industry";2005;25.426325221111;24.4221780539288
"Current Policies";"World";"Heat";"Industry";2005;5.86375825019409;4.98948613181147
"Current Policies";"World";"Bioenergy";"Industry";2005;8.02647551881612;6.64409878179736
"Current Policies";"World";"Other renewables";"Industry";2005;0.0256596622378797;0.014451702410544
"Current Policies";"World";"Coal";"Industry";2006;29.1367023177726;25.1884351445607
"Current Policies";"World";"Oil";"Industry";2006;14.6844062948396;12.8990126767806
"Current Policies";"World";"Gas";"Industry";2006;21.7444978185382;20.6864503987294
"Current Policies";"World";"Electricity";"Industry";2006;25.5315558555518;24.5634121649299
"Current Policies";"World";"Heat";"Industry";2006;5.73468617480195;4.92045295447335
"Current Policies";"World";"Bioenergy";"Industry";2006;7.91427607154911;6.66339852158092
"Current Policies";"World";"Other renewables";"Industry";2006;0.0264809873157102;0.0168747890651367
"Current Policies";"World";"Coal";"Industry";2007;29.2951807668254;25.6942542586405
"Current Policies";"World";"Oil";"Industry";2007;14.3016473409083;12.6555044979153
"Current Policies";"World";"Gas";"Industry";2007;21.6851799078434;20.7213392786951
"Current Policies";"World";"Electricity";"Industry";2007;25.6312647203812;24.6998572657237
"Current Policies";"World";"Heat";"Industry";2007;5.60954260339375;4.85514009699538
"Current Policies";"World";"Bioenergy";"Industry";2007;7.80796406857644;6.68204383977917
"Current Policies";"World";"Other renewables";"Industry";2007;0.0272779183598992;0.0191707290354385
"Current Policies";"World";"Coal";"Industry";2008;29.4483750675605;26.1742100768574
"Current Policies";"World";"Oil";"Industry";2008;13.9389746996382;12.4192967590874
"Current Policies";"World";"Gas";"Industry";2008;21.6289748651517;20.7551821807502
"Current Policies";"World";"Electricity";"Industry";2008;25.7901644910784;24.8317528763242
"Current Policies";"World";"Heat";"Industry";2008;5.48815086957636;4.79325470858801
"Current Policies";"World";"Bioenergy";"Industry";2008;7.70708795900939;6.7000674669691
"Current Policies";"World";"Other renewables";"Industry";2008;0.0280515262518567;0.0213492741246798
"Current Policies";"World";"Coal";"Industry";2009;29.5965451703204;26.6302367941712
"Current Policies";"World";"Oil";"Industry";2009;13.5948476717339;12.1900660052274
"Current Policies";"World";"Gas";"Industry";2009;21.5756439212268;20.7880254482459
"Current Policies";"World";"Electricity";"Industry";2009;25.9792708969838;24.9593228060309
"Current Policies";"World";"Heat";"Industry";2009;5.37034474352215;4.73453388887372
"Current Policies";"World";"Bioenergy";"Industry";2009;7.61124121779859;6.71749998684759
"Current Policies";"World";"Other renewables";"Industry";2009;0.0288028200957034;0.0234192037470726
"Current Policies";"World";"Coal";"Industry";2010;29.7399342497466;27.064080430588
"Current Policies";"World";"Oil";"Industry";2010;13.2678791998581;11.9675076112751
"Current Policies";"World";"Gas";"Industry";2010;21.5249721174308;20.8199127266451
"Current Policies";"World";"Electricity";"Industry";2010;26.163000241105;25.0827764207777
"Current Policies";"World";"Heat";"Industry";2010;5.25596767251025;4.67874095448491
"Current Policies";"World";"Bioenergy";"Industry";2010;7.52005687011273;6.73437000941554
"Current Policies";"World";"Other renewables";"Industry";2010;0.0295327516097172;0.0246949941023158
"Current Policies";"World";"Coal";"Industry";2011;29.8787700365527;27.4773211718634
"Current Policies";"World";"Oil";"Industry";2011;12.9568171825879;11.7513344315947
"Current Policies";"World";"Gas";"Industry";2011;21.4767654098634;20.8508851570284
"Current Policies";"World";"Electricity";"Industry";2011;26.3415786461482;25.2023097897485
"Current Policies";"World";"Heat";"Industry";2011;5.14487208683451;4.62566225053271
"Current Policies";"World";"Bioenergy";"Industry";2011;7.43320279581619;6.7507043276637
"Current Policies";"World";"Other renewables";"Industry";2011;0.0302422191484323;0.0248036812055965
"Current Policies";"World";"Coal";"Industry";2012;30.0132660244097;27.8713926012008
"Current Policies";"World";"Oil";"Industry";2012;12.6605284507436;11.5412755639901
"Current Policies";"World";"Gas";"Industry";2012;21.4308481860992;20.8809815531813
"Current Policies";"World";"Electricity";"Industry";2012;26.5152197311784;25.3181067244686
"Current Policies";"World";"Heat";"Industry";2012;5.03691876460734;4.56163526481794
"Current Policies";"World";"Bioenergy";"Industry";2012;7.35037768739105;6.76652805956524
"Current Policies";"World";"Other renewables";"Industry";2012;0.0309320713911283;0.0249072064263274
"Current Policies";"World";"Coal";"Industry";2013;30.1436225653966;27.889391172275
"Current Policies";"World";"Oil";"Industry";2013;12.3779849737991;11.3370752171355
"Current Policies";"World";"Gas";"Industry";2013;21.4551910218898;20.9102385638639
"Current Policies";"World";"Electricity";"Industry";2013;26.8149939195809;25.4303397219543
"Current Policies";"World";"Heat";"Industry";2013;4.95557201488003;4.44721780697422
"Current Policies";"World";"Bioenergy";"Industry";2013;7.27130755761677;6.78186477695773
"Current Policies";"World";"Other renewables";"Industry";2013;0.0369951924853302;0.0250059289650978
"Current Policies";"World";"Coal";"Industry";2014;30.2700278658378;27.7432120781292
"Current Policies";"World";"Oil";"Industry";2014;12.1082519424864;11.2441472983947
"Current Policies";"World";"Gas";"Industry";2014;21.5064968580422;21.1060358433137
"Current Policies";"World";"Electricity";"Industry";2014;27.1003808196288;25.5391708220986
"Current Policies";"World";"Heat";"Industry";2014;4.9029881856019;4.33626845970735
"Current Policies";"World";"Bioenergy";"Industry";2014;7.28459880958414;6.79673662270558
"Current Policies";"World";"Other renewables";"Industry";2014;0.0427673216433175;0.02510017545038
"Current Policies";"World";"Coal";"Industry";2015;29.9247502590119;27.6038842581419
"Current Policies";"World";"Oil";"Industry";2015;11.8504774364606;11.1551091296172
"Current Policies";"World";"Gas";"Industry";2015;21.7064290589783;21.1349540495269
"Current Policies";"World";"Electricity";"Industry";2015;27.3723919089638;25.6600988504995
"Current Policies";"World";"Heat";"Industry";2015;4.85286891004672;4.36963501413044
"Current Policies";"World";"Bioenergy";"Industry";2015;7.30245072403212;6.83571619650985
"Current Policies";"World";"Other renewables";"Industry";2015;0.0482689166351763;0.0251902435487143
"Current Policies";"World";"Coal";"Industry";2016;29.5917896351483;27.4709370725426
"Current Policies";"World";"Oil";"Industry";2016;11.7300788049589;11.0697214933068
"Current Policies";"World";"Gas";"Industry";2016;21.8992291393719;21.0918114143921
"Current Policies";"World";"Electricity";"Industry";2016;27.631946022293;25.776713050155
"Current Policies";"World";"Heat";"Industry";2016;4.82098546614676;4.40181129361471
"Current Policies";"World";"Bioenergy";"Industry";2016;7.31957071649443;6.87330526384357
"Current Policies";"World";"Other renewables";"Industry";2016;0.0535185614695093;0.028396944699202
"Current Policies";"World";"Coal";"Industry";2017;29.2704984736733;27.3439420232888
"Current Policies";"World";"Oil";"Industry";2017;11.6141801028215;10.987764393588
"Current Policies";"World";"Gas";"Industry";2017;22.0852720445158;21.3617405588366
"Current Policies";"World";"Electricity";"Industry";2017;27.8798797206084;25.8892402049189
"Current Policies";"World";"Heat";"Industry";2017;4.7885692218575;4.43285987253519
"Current Policies";"World";"Bioenergy";"Industry";2017;7.34427436242053;6.90957692552618
"Current Policies";"World";"Other renewables";"Industry";2017;0.0585331761173914;0.0313894724068501
"Current Policies";"World";"Coal";"Industry";2018;28.9602738603924;27.2225081405564
"Current Policies";"World";"Oil";"Industry";2018;11.5025336790569;10.9090351636031
"Current Policies";"World";"Gas";"Industry";2018;22.2649068904823;21.3895624348374
"Current Policies";"World";"Electricity";"Industry";2018;28.116956298188;25.9978914759653
"Current Policies";"World";"Heat";"Industry";2018;4.75739555319874;4.43305055996433
"Current Policies";"World";"Bioenergy";"Industry";2018;7.37108119693851;6.94459924660993
"Current Policies";"World";"Other renewables";"Industry";2018;0.0633281986846239;0.0326078466778174
"Current Policies";"World";"Coal";"Industry";2019;28.6605537114666;27.1062779623265
"Current Policies";"World";"Oil";"Industry";2019;11.3949097277471;10.8333467922113
"Current Policies";"World";"Gas";"Industry";2019;22.4384591506202;21.4161920832807
"Current Policies";"World";"Electricity";"Industry";2019;28.3438736316882;26.1028637242811
"Current Policies";"World";"Heat";"Industry";2019;4.72739435834541;4.43186615137525
"Current Policies";"World";"Bioenergy";"Industry";2019;7.39673930062176;6.97843568266809
"Current Policies";"World";"Other renewables";"Industry";2019;0.0679177441645646;0.0337849657789734
"Current Policies";"World";"Coal";"Industry";2020;28.3708133745816;26.9879148884068
"Current Policies";"World";"Oil";"Industry";2020;11.2910947091535;10.7605264409034
"Current Policies";"World";"Gas";"Industry";2020;22.6062326236408;21.4417045309308
"Current Policies";"World";"Electricity";"Industry";2020;28.5612710413522;26.204340701053
"Current Policies";"World";"Heat";"Industry";2020;4.69850071134134;4.43072366033861
"Current Policies";"World";"Bioenergy";"Industry";2020;7.4213209629901;7.01114546350069
"Current Policies";"World";"Other renewables";"Industry";2020;0.0723147432103565;0.0349228902266459
"Current Policies";"World";"Coal";"Industry";2021;28.1678349392569;26.6656484124806
"Current Policies";"World";"Oil";"Industry";2021;11.1908899355465;10.6278074200816
"Current Policies";"World";"Gas";"Industry";2021;22.7547943949732;21.6216805451585
"Current Policies";"World";"Electricity";"Industry";2021;28.8036437594371;26.36199061628
"Current Policies";"World";"Heat";"Industry";2021;4.67065439306565;4.42962090028304
"Current Policies";"World";"Bioenergy";"Industry";2021;7.49769245536385;7.10145319257414
"Current Policies";"World";"Other renewables";"Industry";2021;0.076827997491832;0.0409488232850274
"Current Policies";"World";"Coal";"Industry";2022;27.9717901607551;26.3469327113196
"Current Policies";"World";"Oil";"Industry";2022;11.0941103020483;10.4996853792955
"Current Policies";"World";"Gas";"Industry";2022;22.8982813595275;21.7958847080552
"Current Policies";"World";"Electricity";"Industry";2022;29.0382435567719;26.5142552776076
"Current Policies";"World";"Heat";"Industry";2022;4.64379947229551;4.42855583411729
"Current Policies";"World";"Bioenergy";"Industry";2022;7.57161470525489;7.18867604811978
"Current Policies";"World";"Other renewables";"Industry";2022;0.0811965111930486;0.0450018607898806
"Current Policies";"World";"Coal";"Industry";2023;27.7823297290747;26.0382769474263
"Current Policies";"World";"Oil";"Industry";2023;11.0005831454349;10.3759255464924
"Current Policies";"World";"Gas";"Industry";2023;23.0369491804851;21.9645902935546
"Current Policies";"World";"Electricity";"Industry";2023;29.2654384498752;26.6614059882017
"Current Policies";"World";"Heat";"Industry";2023;4.61788393073174;4.4263032508916
"Current Policies";"World";"Bioenergy";"Industry";2023;7.64320367443877;7.23099789153503
"Current Policies";"World";"Other renewables";"Industry";2023;0.0854271371980289;0.0478263563253515
"Current Policies";"World";"Coal";"Industry";2024;27.5991274104993;25.7392122233887
"Current Policies";"World";"Oil";"Industry";2024;10.9101472160927;10.2563088687264
"Current Policies";"World";"Gas";"Industry";2024;23.1710366312837;22.1280535923915
"Current Policies";"World";"Electricity";"Industry";2024;29.4855735840831;26.803696128268
"Current Policies";"World";"Heat";"Industry";2024;4.59285932669769;4.39719572070542
"Current Policies";"World";"Bioenergy";"Industry";2024;7.71256811799576;7.25277711723341
"Current Policies";"World";"Other renewables";"Industry";2024;0.0895263025035032;0.050235029871306
"Current Policies";"World";"Coal";"Industry";2025;27.4218781729633;25.4492983366125
"Current Policies";"World";"Oil";"Industry";2025;10.8226517502537;10.1406307182306
"Current Policies";"World";"Gas";"Industry";2025;23.3844304177938;22.2865152112386
"Current Policies";"World";"Electricity";"Industry";2025;29.6989729830913;26.9413626110494
"Current Policies";"World";"Heat";"Industry";2025;4.56868049293658;4.36903402727174
"Current Policies";"World";"Bioenergy";"Industry";2025;7.77981013559038;7.27382025849113
"Current Policies";"World";"Other renewables";"Industry";2025;0.0935000407973528;0.0525653870146456
"Current Policies";"World";"Coal";"Industry";2026;27.2502964912406;25.1681216173743
"Current Policies";"World";"Oil";"Industry";2026;10.6788713337986;10.0286997242321
"Current Policies";"World";"Gas";"Industry";2026;23.6011605186808;22.4402012543876
"Current Policies";"World";"Electricity";"Industry";2026;29.9059411403182;27.0746271991561
"Current Policies";"World";"Heat";"Industry";2026;4.51773343596424;4.34177280580373
"Current Policies";"World";"Bioenergy";"Industry";2026;7.84502567290893;7.30653087808633
"Current Policies";"World";"Other renewables";"Industry";2026;0.0973540220915934;0.0591265951774932
"Current Policies";"World";"Coal";"Industry";2027;27.084114812152;24.8952929594365
"Current Policies";"World";"Oil";"Industry";2027;10.5397846517825;9.92033671648008
"Current Policies";"World";"Gas";"Industry";2027;23.8114682377647;22.5893244001791
"Current Policies";"World";"Electricity";"Industry";2027;30.1067644685264;27.2036976966142
"Current Policies";"World";"Heat";"Industry";2027;4.46829609753252;4.31536954694719
"Current Policies";"World";"Bioenergy";"Industry";2027;7.90830497843435;7.33827218106516
"Current Policies";"World";"Other renewables";"Industry";2027;0.101093579715972;0.0627260107949875
"Current Policies";"World";"Coal";"Industry";2028;26.9230821624344;24.6304460235088
"Current Policies";"World";"Oil";"Industry";2028;10.4051655540051;9.81537376821948
"Current Policies";"World";"Gas";"Industry";2028;24.0156348795769;22.7340848829571
"Current Policies";"World";"Electricity";"Industry";2028;30.3017126222165;27.3287690301091
"Current Policies";"World";"Heat";"Industry";2028;4.42030235098005;4.28978437559638
"Current Policies";"World";"Bioenergy";"Industry";2028;7.96973302013173;7.3690866241306
"Current Policies";"World";"Other renewables";"Industry";2028;0.104723734942435;0.0659371669766702
"Current Policies";"World";"Coal";"Industry";2029;26.7669628840398;24.3732355961115
"Current Policies";"World";"Oil";"Industry";2029;10.2748021889029;9.71365332785796
"Current Policies";"World";"Gas";"Industry";2029;24.2139255566257;22.874671390085
"Current Policies";"World";"Electricity";"Industry";2029;30.4910397056329;27.4500242312581
"Current Policies";"World";"Heat";"Industry";2029;4.37368987592771;4.26497984995581
"Current Policies";"World";"Bioenergy";"Industry";2029;8.02938986608999;7.3990142201575
"Current Policies";"World";"Other renewables";"Industry";2029;0.108249219479556;0.0690491243509942
"Current Policies";"World";"Coal";"Industry";2030;26.615535483459;24.1233360883817
"Current Policies";"World";"Oil";"Industry";2030;10.1484958910717;9.615027429882
"Current Policies";"World";"Gas";"Industry";2030;24.4065903378944;23.0112618824698
