"Model","Scenario","Region","Variable","Unit","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"IMAGE 3.0.1","SSP5-Baseline","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.8925092,0.916759966,0.943975053,0.969402595,0.996499553,1.025363071,1.054311685,1.084188252,1.114316721,1.14512822,1.177669386,1.210703016,1.244126565,1.277824885,1.311785025,1.347195109,1.383550541,1.420491922,1.458235385,1.496679089,1.534813618,1.571959768,1.608014924,1.646121357,1.681914122,1.717449795,1.756818804,1.792501503,1.830313333,1.866309569,1.904339187,1.945072785,1.985986082,2.027936825,2.069502473,2.112261819,2.154946819,2.199759537,2.245400441,2.291018445,2.3392192,2.39265395,2.444197411,2.499802834,2.555177112,2.607330216,2.659487679,2.714458216,2.768107553,2.82573934,2.885244053,2.945522879,3.001448274,3.05507713,3.106344389,3.161186163,3.21759889,3.267968847,3.32554067,3.383285031,3.435973509,3.488606929,3.538917814,3.597267263,3.656287429,3.711256919,3.766311402,3.822363316,3.879185317,3.941560787,3.992355458,4.054032101,4.111616479,4.170752385,4.22918507,4.280284503,4.332851743,4.38575081,4.438949231,4.495406057,4.547925347,4.598673994,4.653131668,4.703504865,4.758489057,4.815140699,4.870316038,4.925201365,4.985975202,5.036298343,5.090969827
"IMAGE 3.0.2","EMF33_Baseline","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892562719,0.916833998,0.943635867,0.969192582,0.995665371,1.021903406,1.049001325,1.077394781,1.105291816,1.133692399,1.163674397,1.193924328,1.225270666,1.256854975,1.287921583,1.319264118,1.351836228,1.382889013,1.414885863,1.446855547,1.478653991,1.51020577,1.541785008,1.572981616,1.603877059,1.633798243,1.662786653,1.690670507,1.717674432,1.744932279,1.772290455,1.798965723,1.827904949,1.85912353,1.886753451,1.914504898,1.94044928,1.966351387,1.993097929,2.020415002,2.048236759,2.075812132,2.102288486,2.131004219,2.159475246,2.188675189,2.216464411,2.246811216,2.272776811,2.302645252,2.333005505,2.36150492,2.388926281,2.418309549,2.446264519,2.474259409,2.502377633,2.531524471,2.559083469,2.589286373,2.618258566,2.647637872,2.677306491,2.707549454,2.739201876,2.77103203,2.804420559,2.837198452,2.86739022,2.897729175,2.930462575,2.962982386,2.996547616,3.028590192,3.062165236,3.094324922,3.127371557,3.161121641,3.195122916,3.231455402,3.267563721,3.302339368,3.337659685,3.37284597,3.408964101,3.445980961,3.483410517,3.52169619,3.562142884,3.60138498,3.638357239
"IMAGE 3.0.2","EMF33_Med2C_cost100","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892965486,0.918406058,0.947222146,0.974209318,1.001597391,1.02935368,1.057115544,1.085576844,1.114254826,1.143328017,1.173091421,1.203556666,1.234217256,1.264879191,1.294747103,1.324588563,1.355079913,1.385163293,1.415454463,1.443658315,1.472082442,1.499265758,1.525100075,1.550462609,1.575244147,1.598386668,1.620737792,1.643343573,1.664495943,1.684810842,1.702567384,1.719739436,1.736211379,1.750747082,1.765714543,1.776416967,1.788250504,1.800263319,1.813445221,1.825574723,1.835622341,1.846723314,1.85694406,1.865886024,1.874303616,1.884380942,1.89267498,1.902670292,1.912384471,1.923007753,1.93188801,1.939736321,1.946798552,1.952456208,1.958619212,1.964321067,1.969315467,1.974202708,1.978592534,1.980951159,1.985923849,1.990081637,1.992777692,1.996004592,2.000796866,2.005599477,2.010035325,2.014157582,2.016725045,2.018538018,2.021106843,2.024395221,2.027596472,2.029892833,2.032640681,2.034188722,2.037169973,2.037858681,2.039020997,2.040516534,2.043806967,2.047692122,2.051401501,2.054936237,2.056212071,2.058117314,2.059883602,2.061514235,2.062844405,2.061594228,2.060513758
"IMAGE 3.0.2","EMF33_Med2C_full","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892962622,0.9183939,0.947202333,0.974181857,1.00154957,1.029300511,1.057053005,1.085495513,1.114173338,1.143174398,1.172904936,1.203255755,1.233820655,1.264390722,1.294150182,1.323662442,1.354242985,1.384340859,1.414792221,1.443474536,1.471555722,1.498234863,1.524702194,1.550098297,1.575665904,1.600485689,1.622549766,1.645246267,1.666518013,1.686780659,1.705029117,1.722513481,1.738776095,1.753477797,1.767212096,1.780063139,1.791512103,1.804324889,1.814734526,1.827045861,1.837552074,1.847341677,1.858256151,1.866660024,1.875306682,1.884976731,1.894198732,1.904037947,1.913833645,1.923152046,1.93177469,1.937822421,1.944002296,1.949585135,1.956707145,1.962509804,1.96778195,1.973114627,1.97708065,1.980807556,1.985795936,1.989100974,1.992182316,1.996784046,2.000895048,2.005680691,2.010921199,2.016069718,2.021084333,2.024194157,2.026814705,2.02942293,2.03253266,2.036042403,2.039224672,2.041730251,2.042760486,2.043775742,2.044199937,2.046093292,2.049226812,2.053199848,2.057038857,2.060752725,2.063716288,2.064972603,2.066083768,2.067732706,2.069331665,2.069017374,2.068841977
"IMAGE 3.0.2","EMF33_Med2C_limbio","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892985262,0.918487127,0.947371603,0.974419782,1.002039916,1.029765545,1.057707921,1.08636857,1.115062125,1.144421452,1.174324576,1.20511771,1.235865809,1.267130217,1.296568465,1.326626699,1.356637903,1.386665609,1.415468405,1.444440187,1.471863755,1.4977341,1.522705151,1.54714317,1.571212256,1.594398589,1.617283876,1.635670942,1.654717088,1.672284971,1.687745337,1.702523508,1.71741899,1.731132912,1.744130377,1.75425174,1.765178422,1.775631836,1.788654829,1.799528103,1.809695801,1.818155791,1.825798731,1.836141673,1.84439376,1.854222276,1.86466192,1.874200169,1.883641088,1.892880502,1.900464639,1.90799152,1.913409013,1.920147706,1.928386147,1.934997762,1.939623745,1.945199365,1.950667882,1.957068847,1.964398572,1.970295636,1.97390087,1.981003963,1.987702034,1.993048994,1.997868318,2.003431866,2.006837771,2.00983351,2.012603926,2.015127092,2.017469751,2.019627887,2.022174447,2.02364934,2.026736428,2.029628737,2.0305125,2.03353449,2.038653334,2.043438386,2.04761486,2.0499367,2.052135468,2.054150214,2.054381915,2.054550135,2.054656708,2.056310777,2.056033308
"IMAGE 3.0.2","EMF33_Med2C_nobeccs","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.89297388,0.918441855,0.947279871,0.974290028,1.001738294,1.029503147,1.057297238,1.085813031,1.11445831,1.143696534,1.173478117,1.2042924,1.235009761,1.265666784,1.2958423,1.326310318,1.356171596,1.386477929,1.416265047,1.444278772,1.472690722,1.499526531,1.524794879,1.549731113,1.574140343,1.596460156,1.618228203,1.640058903,1.659926957,1.677904672,1.694982438,1.71111321,1.726361677,1.742252678,1.756216437,1.765739559,1.775856478,1.788859614,1.799217939,1.811001203,1.820925899,1.830407295,1.839726154,1.848302428,1.85559417,1.864415676,1.871986241,1.880629418,1.890261799,1.898070108,1.903590631,1.910257377,1.916367266,1.921922629,1.925927551,1.931944831,1.935915046,1.93852785,1.941941104,1.946490843,1.951251138,1.957052524,1.962559422,1.96728183,1.970382666,1.973912927,1.976947185,1.979917597,1.982819596,1.985649074,1.98830537,1.989491961,1.99260678,1.996504494,1.99884976,2.000745072,2.003553156,2.008686459,2.013686108,2.018262388,2.023367905,2.027070323,2.030777121,2.034470768,2.038137793,2.04233994,2.047527288,2.05269377,2.057656154,2.061101181,2.062633109
"IMAGE 3.0.2","EMF33_Med2C_nofuel","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892943655,0.918456265,0.94720581,0.974321245,1.001531062,1.029866972,1.057613175,1.086240709,1.115104163,1.144500893,1.174648066,1.204879383,1.236073447,1.266552106,1.297518753,1.327657429,1.357842907,1.38782721,1.417636428,1.446006284,1.474202396,1.50089155,1.527053383,1.552324224,1.577736732,1.601803497,1.624281599,1.645860756,1.667666275,1.687462626,1.705547645,1.722618517,1.739713355,1.754623361,1.768990393,1.781752814,1.792891601,1.805390922,1.81624855,1.827562686,1.837918649,1.849804348,1.861127103,1.869321648,1.876506868,1.883811129,1.892973094,1.902233646,1.911357183,1.920281896,1.928022064,1.934145676,1.939935112,1.945614824,1.951188796,1.957064736,1.962051113,1.966186883,1.968808847,1.973748211,1.978351917,1.981306201,1.984508012,1.988683957,1.99380321,1.998730507,2.00338403,2.00706122,2.009282978,2.011991564,2.015436597,2.018945403,2.022415761,2.025427625,2.027841779,2.030159215,2.033252337,2.034430316,2.03623111,2.037952346,2.040393184,2.044376264,2.048416272,2.052348465,2.054328475,2.056012396,2.058263879,2.060397808,2.062415673,2.064356507,2.064398605
"IMAGE 3.0.2","EMF33_Med2C_none","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892953917,0.918494643,0.94727682,0.974420986,1.001700205,1.030120249,1.057838994,1.08649238,1.11535175,1.144836237,1.17515037,1.20569275,1.237067855,1.267977708,1.299029607,1.329372105,1.359252861,1.389550305,1.419206634,1.447109344,1.475650811,1.50253678,1.52771875,1.553033846,1.576740064,1.59854643,1.621072406,1.642235116,1.661485202,1.679444466,1.695872648,1.712379834,1.72792972,1.742851116,1.75532637,1.76381614,1.774155357,1.785818059,1.796667349,1.808935629,1.819025288,1.827738655,1.835067618,1.842399216,1.850442892,1.858329146,1.866183526,1.875891931,1.882391867,1.889242031,1.895321777,1.901740473,1.90650394,1.912091853,1.917174999,1.92088743,1.924646204,1.927640036,1.932361766,1.936040249,1.941932479,1.946339357,1.94931883,1.952785673,1.957892682,1.961170786,1.964406167,1.96759542,1.970732017,1.97227997,1.973683984,1.977335946,1.981346027,1.984877689,1.986917987,1.989739813,1.993847532,1.999056633,2.004089055,2.008007775,2.011472974,2.015265301,2.019035133,2.023489772,2.028722332,2.033929419,2.039111895,2.044107216,2.046865505,2.048814501,2.049902773
"IMAGE 3.0.2","EMF33_WB2C_cost100","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.89298272,0.918479745,0.94734128,0.974374644,1.001884838,1.029659745,1.057485176,1.08605603,1.114795888,1.143980805,1.173849822,1.205197234,1.236117179,1.26679733,1.297502248,1.327581279,1.357284657,1.388003582,1.416966126,1.444176615,1.473223989,1.499490637,1.523780203,1.548041092,1.570703112,1.592644931,1.613733079,1.633673462,1.651368777,1.667996266,1.682774689,1.695962168,1.70876772,1.718667738,1.727877979,1.733685031,1.740931032,1.748689741,1.75684211,1.765772728,1.772470017,1.777369792,1.780999871,1.785864484,1.790919546,1.794464606,1.79750779,1.801525152,1.805327524,1.808842864,1.810875603,1.813154033,1.812279619,1.811314976,1.808491682,1.806599706,1.804893676,1.804429745,1.805081438,1.805078097,1.802829729,1.80192998,1.800318232,1.800025166,1.800466182,1.800366311,1.799387411,1.800932775,1.802210881,1.802431167,1.802783641,1.803528346,1.803123707,1.802642391,1.800769311,1.799595186,1.799267278,1.800744238,1.802207875,1.803085777,1.802810894,1.803663307,1.805301828,1.806932831,1.808102582,1.807482291,1.807677071,1.807048417,1.807679918,1.807619276,1.806932252
"IMAGE 3.0.2","EMF33_WB2C_full","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892983225,0.918482247,0.947345269,0.974380335,1.001894317,1.02967013,1.057497607,1.086072259,1.114819586,1.143997051,1.173868971,1.20524617,1.236176617,1.266839459,1.297592091,1.327630829,1.357304179,1.388029454,1.416876886,1.444103621,1.472960072,1.499500015,1.5232267,1.547862942,1.570971361,1.592684891,1.613063595,1.632664912,1.650893453,1.667767301,1.68230908,1.695536223,1.707615824,1.720009879,1.730843881,1.735828788,1.741625182,1.750168724,1.757905823,1.766722762,1.773703701,1.779379836,1.782719216,1.785040195,1.789223956,1.795466268,1.799953183,1.803006262,1.806397095,1.808931876,1.812513459,1.813874019,1.816082934,1.813706559,1.811510872,1.810177336,1.808192928,1.807851674,1.808955437,1.809532144,1.807928356,1.806555188,1.807029298,1.806191634,1.806774855,1.80772587,1.808653637,1.808293396,1.81085878,1.812199826,1.812484453,1.813768304,1.815383079,1.815744725,1.815526204,1.813877715,1.812332509,1.812024911,1.813333493,1.814919593,1.815171666,1.814693168,1.815800258,1.816964222,1.818474654,1.819037496,1.818233967,1.818971073,1.818489474,1.818797769,1.818617315
"IMAGE 3.0.2","EMF33_WB2C_limbio","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892998716,0.918551808,0.947486007,0.974549507,1.002265245,1.030013561,1.057994521,1.086739048,1.115574931,1.144927543,1.17499013,1.20670646,1.237823126,1.269224427,1.298988945,1.329653009,1.359532784,1.38862648,1.417203382,1.445561427,1.471950285,1.497750368,1.521337048,1.544058473,1.564191234,1.585393695,1.605501908,1.623406328,1.639643086,1.652392472,1.665365475,1.675262989,1.683254834,1.691686249,1.697454571,1.703488893,1.710229834,1.718081531,1.724997659,1.730213537,1.734406306,1.739165692,1.744137726,1.749723258,1.754634711,1.757112252,1.762659305,1.766925129,1.772143177,1.777221401,1.778102054,1.779188271,1.778471699,1.777101304,1.775934407,1.775639509,1.775792592,1.776858147,1.776867156,1.775610177,1.775618895,1.776466283,1.778556206,1.779409783,1.778316511,1.778807884,1.779278393,1.779749882,1.781053457,1.781045436,1.78100579,1.780866297,1.780710723,1.780598922,1.780200725,1.781169318,1.782216674,1.783239225,1.785324843,1.786300605,1.787209007,1.788076362,1.788955085,1.790965628,1.793063635,1.79459407,1.794004058,1.79261072,1.792609718,1.793670296,1.795260414
"IMAGE 3.0.2","EMF33_WB2C_nobeccs","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892987572,0.918502204,0.947377915,0.97442437,1.001968374,1.029751686,1.05759295,1.086195682,1.114997265,1.144121693,1.17409091,1.205937543,1.237180827,1.268038492,1.298792977,1.328763951,1.358970814,1.389497576,1.417821858,1.445746265,1.47361546,1.499082429,1.523697003,1.547490814,1.57139441,1.592769911,1.613714026,1.63070906,1.648484062,1.665286245,1.679380767,1.692263558,1.704995936,1.716088329,1.725670657,1.735943787,1.743411264,1.749233564,1.757591068,1.764917232,1.769126261,1.775167279,1.780689923,1.784553007,1.788400261,1.791456242,1.795640923,1.802216546,1.807924085,1.810517567,1.816627847,1.819182499,1.820539232,1.821295896,1.819506738,1.818679243,1.818042704,1.819978677,1.819784154,1.819960588,1.820596634,1.822672303,1.824413222,1.824757056,1.824109701,1.823676344,1.825046772,1.827360991,1.829532445,1.830733341,1.832466133,1.83444087,1.835789674,1.837005357,1.838180814,1.83937016,1.840562418,1.841751045,1.84293194,1.844302402,1.846934005,1.849531165,1.852270185,1.854811124,1.857491355,1.861206932,1.864933738,1.868672751,1.872424501,1.875754288,1.878160348
"IMAGE 3.0.2","EMF33_WB2C_nofuel","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892963233,0.918528095,0.947340964,0.974508489,1.001848898,1.03033053,1.058038275,1.086710551,1.115575133,1.145077951,1.17547821,1.206296505,1.23818957,1.268997162,1.300209846,1.330699443,1.360233545,1.39115753,1.4196233,1.446658635,1.475581128,1.501954936,1.526039254,1.549789471,1.572630817,1.593715535,1.61488574,1.633917411,1.651442241,1.667745545,1.682382136,1.695324529,1.707567304,1.716523097,1.722791933,1.730284955,1.737647635,1.744992853,1.752444379,1.760167512,1.76718808,1.770609164,1.773183306,1.777425243,1.781986158,1.786061535,1.789281939,1.792126697,1.79541546,1.797636292,1.800560676,1.801567924,1.80150964,1.80068219,1.799118625,1.797883211,1.797358299,1.798097018,1.799362642,1.798594455,1.797159362,1.796800604,1.795203434,1.795071696,1.795353201,1.794263368,1.795802802,1.797026679,1.797355236,1.797950275,1.797941861,1.797304874,1.796811549,1.795926608,1.795540362,1.795886114,1.796367954,1.797192794,1.799020207,1.799550198,1.799189637,1.7997462,1.800739933,1.801747998,1.803147888,1.80222038,1.801590597,1.800806324,1.801426416,1.801972239,1.801006543
"IMAGE 3.0.2","EMF33_tax_hi_full","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892672938,0.917224326,0.944759914,0.971170808,0.998041888,1.025569305,1.053638318,1.082378794,1.111442411,1.142100071,1.173178535,1.206928437,1.241576369,1.277473528,1.311158158,1.345043718,1.378401964,1.412285443,1.445306314,1.478249249,1.509908481,1.539110759,1.566578892,1.592519598,1.61855003,1.642638276,1.665557686,1.688447989,1.710331607,1.730839355,1.750150601,1.769722103,1.785337702,1.802052652,1.815439674,1.829315762,1.840180004,1.850550237,1.863055628,1.871981282,1.881104174,1.890106856,1.896843295,1.902947038,1.9095996,1.915049434,1.921778263,1.929446891,1.936535878,1.941116305,1.948107502,1.951661207,1.956152005,1.958254272,1.960054925,1.960490816,1.962606073,1.96399718,1.967092715,1.969230904,1.971540874,1.974636508,1.978470378,1.980895225,1.980754636,1.982047311,1.983261205,1.984391829,1.984870741,1.984170693,1.982502668,1.981201673,1.983249428,1.984210889,1.984366066,1.984100543,1.98547139,1.987871078,1.989193103,1.987838401,1.985735125,1.983811899,1.983445049,1.984764509,1.986048509,1.987296549,1.989305033,1.990192176,1.99036788,1.990489237,1.988743106
"IMAGE 3.0.2","EMF33_tax_hi_none","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892647259,0.917245573,0.944893336,0.971262175,0.997784426,1.025699123,1.054186819,1.083283531,1.112677269,1.143047715,1.17492697,1.209242075,1.244857528,1.28012147,1.313601067,1.347666776,1.381308795,1.415140739,1.448048239,1.48108017,1.512773395,1.541849316,1.569013127,1.595584933,1.621428341,1.646991845,1.670457093,1.692982999,1.715898815,1.736984046,1.756729629,1.777936893,1.795231994,1.81219404,1.82867555,1.843726139,1.857131795,1.870419757,1.882461354,1.897445794,1.908041,1.918568198,1.928593678,1.938400124,1.944591863,1.952631235,1.960725455,1.970155939,1.979810512,1.98599744,1.992310046,1.998653409,2.006862136,2.013767453,2.018741612,2.023112866,2.031001362,2.03508571,2.03988919,2.045638438,2.050521609,2.053802495,2.058085324,2.06403382,2.068010343,2.071482785,2.077989328,2.084329598,2.089854878,2.095415215,2.099735546,2.103927885,2.108078614,2.112161981,2.116440411,2.121750321,2.124616733,2.127290315,2.129886917,2.132770902,2.135690725,2.138482995,2.141270609,2.14403525,2.148815885,2.152828212,2.156796987,2.160721201,2.163643835,2.166889581,2.169779776
"IMAGE 3.0.2","EMF33_tax_lo_full","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892630212,0.917084574,0.944395869,0.970556238,0.997394707,1.024676724,1.052686389,1.081468831,1.110189856,1.140560314,1.171338889,1.204818304,1.238882853,1.273734026,1.308132758,1.340836925,1.373772626,1.406789143,1.440201073,1.47377295,1.506313335,1.536163075,1.565172934,1.592649856,1.619111595,1.64576737,1.671317723,1.695475412,1.719886385,1.741415748,1.763699235,1.785327627,1.806779515,1.826051094,1.845049029,1.861733078,1.878192654,1.895624274,1.91140056,1.925724259,1.940274942,1.954346435,1.968581037,1.984625761,1.99880657,2.012036287,2.026089404,2.039491195,2.052309496,2.064334146,2.074598949,2.085755966,2.096257878,2.107147367,2.116969001,2.126481748,2.136628629,2.146144002,2.155519751,2.164759724,2.174564678,2.182640762,2.190736018,2.201086758,2.210350143,2.218605895,2.227465414,2.234519606,2.240308323,2.245896544,2.251228394,2.257680282,2.264621822,2.271542853,2.27685869,2.282222806,2.288548531,2.294675895,2.300996482,2.307158846,2.311732575,2.316152301,2.319925463,2.323471453,2.328751113,2.335784501,2.341065977,2.344473985,2.347295596,2.34971769,2.351391934
"IMAGE 3.0.2","EMF33_tax_lo_none","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892608568,0.91707566,0.944465882,0.970794001,0.997218076,1.024824792,1.053194302,1.082124749,1.110866664,1.141945647,1.173089328,1.206473519,1.241281085,1.276693532,1.309409228,1.344046271,1.377174958,1.409996722,1.443254732,1.476509551,1.508955949,1.538733663,1.5676252,1.595176177,1.622259634,1.648844725,1.674425925,1.698445222,1.722632011,1.744885775,1.766867854,1.788874786,1.810105853,1.829509994,1.849245796,1.865321303,1.882701341,1.900769132,1.917166333,1.932334616,1.948293615,1.962365444,1.976291264,1.991373718,2.005622938,2.020202913,2.034891719,2.048906629,2.063062432,2.075766527,2.089086016,2.100762231,2.111662067,2.123124236,2.134790382,2.146664692,2.158863432,2.170639773,2.181002463,2.191380267,2.201642181,2.213456107,2.223900694,2.233994159,2.243930674,2.255751831,2.266389563,2.277259894,2.28812757,2.297334752,2.305540201,2.314353132,2.323797098,2.333618721,2.341975056,2.35058407,2.360921372,2.37131772,2.380982298,2.388347947,2.395086014,2.402637272,2.409799882,2.416260192,2.424604182,2.432199308,2.438907324,2.445652994,2.452192717,2.457555927,2.463034816
"MERGE-ETL 6.0","BAU","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.891836307,0.914177794,0.937475962,0.959850478,0.982375072,1.003468376,1.02586837,1.048769017,1.071763923,1.095543777,1.119408071,1.143342196,1.168350856,1.193325176,1.220881564,1.249661646,1.278354505,1.309348552,1.341649765,1.37385775,1.409268846,1.447150761,1.487749737,1.528334107,1.569630632,1.61266012,1.656781728,1.703332244,1.751743048,1.800366538,1.85322889,1.904479734,1.954206483,2.007822877,2.060312335,2.112941304,2.169507603,2.226156827,2.282149287,2.339722389,2.402038352,2.463414406,2.523669661,2.582028554,2.647469444,2.709558443,2.76731814,2.828124493,2.889754318,2.949478463,3.003715974,3.059523132,3.112420949,3.174694708,3.234913903,3.285823699,3.334714983,3.394519891,3.448329957,3.493258818,3.539674963,3.590186674,3.638706725,3.68458921,3.727642881,3.772278581,3.824914519,3.866917107,3.906468469,3.952554772,4.00360994,4.044282119,4.08330582,4.123422394,4.168859267,4.211119802,4.253018807,4.29353354,4.33550702,4.371811738,4.404787101,4.443833971,4.4830869,4.523093115,4.557775048,4.589336123,4.622279461,4.657508432,4.693974503,4.728101624,4.757117063
"MERGE-ETL 6.0","DAC15_50","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.891836307,0.914177794,0.936966587,0.958273463,0.978739424,0.997033234,1.014713489,1.032227807,1.048025884,1.063532521,1.077885311,1.092635903,1.106394621,1.119950322,1.132977837,1.145574475,1.157492377,1.169411043,1.18023791,1.191018221,1.199733787,1.209599051,1.220903981,1.231831072,1.243281004,1.255855738,1.268553546,1.280827609,1.292463271,1.305714425,1.319090498,1.332217882,1.344616647,1.3574894,1.370205206,1.383124573,1.396149837,1.408114236,1.419910732,1.430742522,1.442200635,1.454284331,1.46680335,1.478557044,1.490567973,1.502284138,1.512814208,1.522498533,1.532762214,1.543676002,1.554137439,1.562791569,1.569876961,1.576820138,1.581880124,1.585382759,1.587182713,1.589925982,1.594282762,1.597029242,1.599691662,1.600453483,1.601409806,1.598644107,1.598606003,1.595350038,1.59260306,1.58876822,1.583986444,1.577773948,1.573802843,1.568319409,1.562263442,1.555734668,1.548082578,1.537674298,1.527723391,1.516036437,1.504368738,1.49117145,1.47996829,1.466907913,1.452354421,1.437160057,1.422217673,1.405842695,1.388367178,1.367927985,1.346124521,1.32653539,1.305834225
"MERGE-ETL 6.0","DAC2_66","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.891836307,0.914168676,0.937131357,0.958913149,0.980027509,0.999623435,1.018664065,1.038557404,1.057232116,1.07529249,1.093347831,1.111343294,1.128094401,1.145605815,1.162570314,1.180467016,1.198179563,1.216050593,1.233223422,1.251356491,1.269220355,1.289849482,1.310319041,1.331293038,1.353553002,1.375487966,1.397237487,1.419581806,1.441203905,1.46296176,1.485359356,1.507867039,1.52978826,1.552470534,1.573248318,1.593604766,1.613462804,1.632928444,1.652397094,1.671325169,1.690170442,1.709210623,1.727491167,1.745977852,1.765297862,1.783603897,1.801529629,1.820612513,1.839122165,1.855962058,1.869130906,1.882796027,1.893849168,1.906235211,1.915899847,1.924842985,1.936870529,1.9473733,1.953993704,1.960266166,1.966920689,1.97136402,1.97443038,1.978485087,1.981998775,1.982866747,1.984299519,1.984420448,1.985450246,1.986060653,1.984726306,1.982828261,1.979579684,1.975349051,1.96892632,1.962426189,1.956415082,1.950590482,1.943664549,1.936541959,1.92946147,1.92178984,1.91406096,1.905674353,1.898535524,1.886928024,1.876004829,1.865340967,1.854250799,1.843632132,1.831758719
