"Model","Scenario","Region","Variable","Unit","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"AIM/CGE 2.1","EMF33_tax_hi_none","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892288855,0.91601113,0.941603167,0.966629733,0.99067326,1.017367568,1.045292922,1.073931511,1.103488052,1.1327768,1.16522978,1.201645423,1.241493286,1.280468546,1.319185163,1.352351858,1.379605142,1.404672944,1.425991523,1.44938337,1.472536332,1.495737628,1.517751603,1.540347807,1.561812928,1.585227648,1.606352225,1.626781339,1.646089889,1.665621457,1.685633989,1.70435849,1.724938349,1.744282063,1.765286634,1.784534099,1.80198223,1.819156246,1.835392586,1.852043838,1.866881945,1.879221489,1.890090092,1.903597879,1.916791635,1.92938767,1.94061385,1.95151756,1.961875553,1.971595115,1.981919173,1.991742133,2.001943447,2.013641242,2.023461488,2.031424937,2.040492284,2.0506398,2.056902029,2.064793165,2.072626339,2.08160904,2.090772939,2.099174722,2.107302098,2.114916936,2.121923688,2.12950915,2.136148695,2.143242643,2.150896067,2.156787874,2.163224585,2.169047131,2.175376076,2.181575743,2.187641455,2.193608037,2.199786717,2.205476471,2.210548047,2.216391758,2.221789924,2.22794857,2.23367269,2.238669395,2.243678716,2.248574614,2.253342752,2.257881618,2.262642024
"AIM/CGE 2.1","EMF33_tax_lo_full","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892288865,0.916011147,0.94160758,0.966647664,0.990711752,1.017426603,1.045396546,1.074101981,1.103650866,1.132965798,1.164933949,1.20007969,1.238280761,1.275447463,1.312785148,1.345350433,1.372252117,1.397662599,1.42009582,1.442673425,1.465474698,1.489915709,1.514917237,1.540207477,1.564538328,1.588916585,1.611479901,1.634590232,1.658116665,1.681845213,1.704912881,1.727909851,1.752248098,1.776056967,1.798276781,1.819601155,1.841298591,1.863831679,1.885990776,1.907364662,1.928081116,1.948144855,1.9675849,1.986608062,2.005921137,2.023451233,2.042641918,2.061239378,2.079200543,2.096677927,2.113287286,2.131624633,2.14932925,2.168384541,2.186702429,2.204313028,2.223116187,2.241833635,2.25744514,2.27274327,2.289542077,2.307445669,2.32511367,2.342251856,2.357377357,2.372428855,2.387979815,2.403060233,2.417376958,2.431701333,2.445643883,2.459174003,2.472322196,2.485867377,2.499779177,2.513345634,2.525000378,2.535968429,2.546442998,2.557358345,2.569124601,2.580862637,2.59087457,2.599231659,2.607572977,2.617662689,2.629078363,2.638281428,2.644730211,2.650966714,2.657813993
"AIM/CGE 2.1","EMF33_tax_lo_none","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892288855,0.91601113,0.941603167,0.966629733,0.99067326,1.017367568,1.045292922,1.073931511,1.103488052,1.1327768,1.164735632,1.199825261,1.238080705,1.275246826,1.312618627,1.345253589,1.372225071,1.397754577,1.42036742,1.443008237,1.466065612,1.490610784,1.515724351,1.541155939,1.565811789,1.590402257,1.613883687,1.637287002,1.66064318,1.684773665,1.708718295,1.732259946,1.756371727,1.780749235,1.804288898,1.827276469,1.849510484,1.871634334,1.894558142,1.91667009,1.938935089,1.958997001,1.978746138,1.998460709,2.018179561,2.0389916,2.05708163,2.076971976,2.096504906,2.115700824,2.134109496,2.15132461,2.17161581,2.190743597,2.21037927,2.231229307,2.250207398,2.267767639,2.287537384,2.307330915,2.326207692,2.344608869,2.362332824,2.380030019,2.398978849,2.417731596,2.435816413,2.452225506,2.470226491,2.487056845,2.501908244,2.515899214,2.531480777,2.54679009,2.562719769,2.57818793,2.593124363,2.608669371,2.622211848,2.636037018,2.649536243,2.663311634,2.675812668,2.688073126,2.700980258,2.713722433,2.726910775,2.741146524,2.752959403,2.764578108,2.775949224
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892289216,0.916011344,0.941501276,0.966212756,0.98984645,1.01632897,1.044349275,1.073436462,1.102047807,1.131439745,1.162886986,1.198328644,1.236987545,1.275167637,1.31241829,1.346050505,1.375350801,1.403157035,1.428948171,1.452117857,1.472753952,1.487813232,1.50429381,1.518706066,1.530200588,1.540896424,1.547386997,1.551224973,1.554133436,1.5554061,1.557978211,1.560083834,1.561427066,1.56197918,1.563529541,1.565933715,1.565553502,1.565366362,1.565758583,1.56531745,1.562816175,1.55994598,1.558045728,1.556272554,1.553753126,1.552255732,1.548897957,1.545213449,1.540572473,1.537086149,1.532713338,1.528719745,1.52353734,1.518245236,1.513917882,1.508367287,1.504146485,1.501022378,1.497648566,1.493102626,1.488746818,1.485243266,1.481682153,1.478063727,1.474395219,1.470670978,1.466229024,1.460956989,1.455723182,1.450444102,1.445392708,1.440360993,1.435071129,1.428564364,1.421449739,1.416680744,1.411384237,1.407257068,1.403094484,1.398817546,1.393787133,1.3877621,1.381992904,1.376361936,1.369651929,1.36420357,1.359430897,1.352436395,1.344326849,1.336612358,1.330025452
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892289217,0.916011305,0.94151095,0.966253513,0.989933535,1.016601067,1.045097889,1.074767437,1.104237093,1.134612307,1.166090133,1.202680147,1.241834711,1.280686204,1.318528016,1.352960481,1.383167585,1.411838583,1.437603109,1.462163342,1.482188184,1.498354196,1.514253962,1.529971667,1.543653233,1.553291486,1.561577983,1.564668216,1.569132442,1.570177174,1.571829517,1.574775234,1.576731589,1.577255609,1.578681977,1.577929612,1.580603362,1.57979345,1.578675515,1.578079353,1.57681423,1.574611576,1.57275605,1.569364484,1.568719474,1.566708667,1.563057698,1.560188043,1.557923,1.555100583,1.551532574,1.547117367,1.54187062,1.538324219,1.533739413,1.528809562,1.526431885,1.521882036,1.520267054,1.515841724,1.510201405,1.505572016,1.501298531,1.497920371,1.494479703,1.490976319,1.487408217,1.483833354,1.479298443,1.474009584,1.468966901,1.464689883,1.460085382,1.454814381,1.449408668,1.443877576,1.43745872,1.431769578,1.425168822,1.419039922,1.414974973,1.410562487,1.40606216,1.40031221,1.39453209,1.387507879,1.381064612,1.375081831,1.370020297,1.363390501,1.355777259
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892289216,0.916011344,0.941506028,0.966231292,0.989883169,1.016389951,1.044455037,1.073600229,1.102323397,1.131726841,1.163279232,1.199020699,1.238007181,1.276715466,1.314576989,1.348340531,1.377104591,1.404686778,1.429393418,1.452807048,1.474012059,1.492228447,1.507032343,1.52423367,1.540965235,1.557034893,1.570044626,1.583347094,1.597337873,1.610448198,1.622528479,1.63508719,1.645045572,1.65643238,1.666044205,1.675946689,1.686118993,1.694838023,1.703985636,1.709096236,1.715698244,1.719043415,1.721805678,1.726374892,1.730104112,1.734853546,1.739105342,1.74207792,1.74291794,1.746221013,1.749708708,1.74958134,1.750757961,1.75218595,1.753806063,1.756580793,1.758401013,1.758686616,1.757943111,1.75710697,1.756178838,1.75468116,1.752235435,1.751665877,1.752765974,1.752521825,1.752253732,1.751111392,1.750132118,1.750099592,1.749289305,1.748318485,1.745689372,1.746009332,1.746838641,1.746896065,1.745543365,1.743380927,1.741686943,1.739911243,1.739590623,1.739501394,1.739769641,1.738611843,1.737332443,1.735388007,1.732657269,1.72979288,1.726671355,1.72301392,1.718607486
"AIM/CGE 2.1","TERL_2D_NoTransportPolicy","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892289217,0.916011305,0.941515702,0.966272048,0.989970254,1.016662048,1.045203058,1.074931231,1.104465986,1.134919145,1.166539893,1.203416791,1.242802157,1.282382099,1.320580329,1.355194365,1.385129048,1.413184418,1.438289836,1.46293148,1.485596224,1.50218844,1.518065738,1.535397216,1.55310818,1.570285006,1.58543742,1.59866835,1.613186281,1.626053813,1.638885049,1.652271988,1.660704701,1.672300732,1.683105497,1.692793567,1.703487371,1.713093876,1.720936506,1.728867758,1.733931165,1.740175582,1.74320323,1.745833941,1.748606085,1.753281478,1.756925545,1.761983391,1.765500648,1.767522449,1.77082213,1.77417346,1.773823026,1.775087991,1.776395925,1.777850153,1.779634111,1.781705988,1.782220784,1.782979152,1.782552271,1.781125668,1.779953742,1.779370633,1.779674717,1.778065244,1.778323249,1.778757457,1.778614038,1.778573408,1.778614608,1.777255085,1.777316039,1.777605737,1.778093807,1.776620723,1.777156589,1.777385245,1.777005025,1.775299348,1.773645139,1.771875489,1.771399647,1.771267136,1.771008298,1.770018357,1.76831945,1.766857948,1.7645472,1.761864279,1.758687031
"AIM/CGE 2.1","TERL_Baseline_LowCarbonTransportPolicy","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892289206,0.916011328,0.941544387,0.966383201,0.990173372,1.016734705,1.044694244,1.073779522,1.102116923,1.131132866,1.160966008,1.189644531,1.218850791,1.248028347,1.277635211,1.305850053,1.334472057,1.363191232,1.392007481,1.421225614,1.451959168,1.483828269,1.516075115,1.549806991,1.584417744,1.617429179,1.649776406,1.682930977,1.715772463,1.748639763,1.782039125,1.815796466,1.851046962,1.887828636,1.925769792,1.962831847,1.997720465,2.031176188,2.064509131,2.097193303,2.128541779,2.157936812,2.18692827,2.216905666,2.245108109,2.273727599,2.30199676,2.331249539,2.356723705,2.382626454,2.410875831,2.43865063,2.466316741,2.494566758,2.523139164,2.550520304,2.577930339,2.606620037,2.635708021,2.663564507,2.692692827,2.719556698,2.747468384,2.773865184,2.801784711,2.83181866,2.860195026,2.888387272,2.915454486,2.945525951,2.97569563,3.006649993,3.040469365,3.073375324,3.104504415,3.137548951,3.173602451,3.210467538,3.247562108,3.283731332,3.320263205,3.355152311,3.389026366,3.424623994,3.458998052,3.494524582,3.529362818,3.564644221,3.605571255,3.639683288,3.676800891
"AIM/CGE 2.1","TERL_Baseline_NoTransportPolicy","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892289196,0.916011291,0.94156731,0.966476659,0.990361681,1.017095814,1.045329009,1.075177694,1.10400176,1.133825042,1.163539572,1.19348373,1.223551986,1.253938786,1.283348918,1.314014534,1.34497123,1.375682437,1.40776657,1.43899765,1.470204512,1.50304667,1.536940901,1.571573014,1.606571177,1.641951135,1.677039153,1.711782591,1.746260012,1.780724989,1.814573648,1.850252346,1.886742176,1.925191122,1.964229959,2.003805909,2.039997761,2.076316283,2.113810141,2.148892107,2.180993397,2.212446577,2.244284096,2.273833117,2.303471999,2.335018279,2.365160438,2.396025688,2.425238049,2.455118051,2.484313393,2.514987853,2.545270428,2.575214467,2.605893326,2.636082759,2.66289714,2.691918536,2.720851073,2.750678854,2.781876741,2.81361625,2.843351898,2.875176659,2.906687548,2.937439688,2.969809454,3.002331419,3.03385161,3.066165,3.099065787,3.134049052,3.168558328,3.204814179,3.238161048,3.271558725,3.307007455,3.343912651,3.381647259,3.422637463,3.467639935,3.508269466,3.543551526,3.579943116,3.61872117,3.660058627,3.704652292,3.741174917,3.777894444,3.812865252,3.852988574
"C-ROADS-5.005","Ratchet-1.5-allCDR","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892898369,0.918471675,0.946511492,0.973643761,0.999696071,1.026674374,1.054153391,1.081530277,1.109931349,1.138681748,1.167436051,1.197164103,1.226438143,1.254885707,1.28324952,1.312935355,1.341397118,1.369644697,1.395361454,1.421527434,1.448150467,1.47393412,1.499814852,1.523775392,1.546474602,1.568535147,1.588259902,1.604559952,1.620218605,1.635557788,1.651437301,1.665864436,1.673825676,1.682380954,1.686422363,1.690165201,1.695344759,1.697686541,1.699010175,1.698875041,1.697155099,1.696325456,1.694424326,1.691102065,1.687970966,1.684734569,1.679190387,1.672351527,1.665027776,1.654689042,1.648928033,1.641493549,1.632779208,1.625148814,1.618062449,1.610171732,1.600995927,1.59345036,1.585092999,1.574111804,1.563770994,1.552605296,1.54262428,1.53263947,1.522316284,1.512730909,1.503260483,1.494697715,1.485428193,1.476679307,1.466674347,1.457094751,1.447353732,1.437645411,1.427967997,1.418319513,1.407638297,1.39581298,1.38735954,1.378750967,1.371539821,1.363732473,1.354666816,1.34548262,1.336173058,1.327398271,1.319043474,1.309832413,1.301486075,1.293024935,1.285687649
"C-ROADS-5.005","Ratchet-1.5-limCDR","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892898369,0.918471675,0.946511492,0.973643761,0.999696071,1.026674374,1.054153391,1.081519332,1.109870851,1.138587353,1.167256342,1.196809609,1.22591541,1.254412274,1.282901685,1.312787888,1.341448202,1.369679434,1.394370098,1.419097408,1.442460999,1.465744305,1.486440211,1.505721097,1.52190228,1.536949421,1.552110042,1.566902919,1.58012996,1.592539843,1.602318776,1.610014862,1.615291473,1.620097683,1.62286612,1.624606562,1.62795089,1.62796074,1.627939117,1.627145293,1.627396297,1.625611193,1.621622002,1.619560972,1.611857668,1.604718024,1.598379397,1.591063968,1.585550771,1.578792782,1.572641834,1.567207781,1.560875346,1.553132657,1.545160796,1.539430935,1.532023904,1.521781567,1.513668452,1.506355569,1.498726012,1.490164867,1.481378343,1.473490093,1.466289495,1.458387812,1.450926975,1.443712451,1.436622253,1.428595555,1.421372947,1.414933584,1.407606743,1.401129924,1.394648983,1.387189587,1.3782298,1.370769809,1.36504433,1.360780417,1.355571359,1.350603821,1.345773425,1.340888881,1.336831772,1.332703477,1.328734173,1.324688663,1.321236863,1.317348591,1.313000833
"C-ROADS-5.005","Ratchet-1.5-limCDR-noOS","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892898369,0.918471675,0.946511492,0.973643761,0.999696071,1.026674374,1.054153391,1.081515376,1.109849344,1.138553033,1.167190587,1.196681632,1.225166354,1.252588247,1.279249144,1.304887257,1.328791939,1.350119913,1.371256482,1.390403328,1.405911253,1.42096789,1.43155569,1.443578375,1.453746113,1.462884529,1.466650743,1.472136207,1.476129401,1.478336503,1.481387533,1.480750079,1.478365026,1.475454032,1.471109662,1.465185595,1.460002872,1.452040435,1.444605558,1.436716265,1.431002763,1.419857297,1.410036057,1.400817351,1.391556744,1.382540225,1.371689851,1.3622222,1.353850818,1.34334656,1.334061618,1.324883908,1.314851339,1.305024015,1.295829426,1.286383585,1.277211707,1.267783598,1.258889266,1.250232668,1.242883853,1.233057938,1.224482842,1.216519209,1.208737857,1.201014395,1.193835731,1.186957394,1.180175578,1.173615576,1.1661869,1.159084759,1.152889973,1.147662675,1.142170714,1.137026927,1.132628852,1.128533652,1.124987929,1.120687436,1.115668905,1.110535373,1.105656918,1.101463479,1.097816484,1.094391926,1.091182827,1.088048589,1.084717611,1.082277994,1.079651954
"C-ROADS-5.005","Ratchet-1.5-noCDR","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892898369,0.918471675,0.946511492,0.973643761,0.999696071,1.026674374,1.054153391,1.081519891,1.109873877,1.138592212,1.167265681,1.196827728,1.225956448,1.254480807,1.283037425,1.313029603,1.341748344,1.369823429,1.393640904,1.417219246,1.43881656,1.459029389,1.476789793,1.490237556,1.501652697,1.515088951,1.526704358,1.537533894,1.545518581,1.552246747,1.556257696,1.560021797,1.562088615,1.561938447,1.560390785,1.558855887,1.55782241,1.557187427,1.553322837,1.551289127,1.548445845,1.541233838,1.533242691,1.525126686,1.520342071,1.514838397,1.50921885,1.502934291,1.497786429,1.492061058,1.485432515,1.479502761,1.472508088,1.464354357,1.458838496,1.452738919,1.447013288,1.440705556,1.43312744,1.428274235,1.423830127,1.418182281,1.412691804,1.407847423,1.403033026,1.398169849,1.392723607,1.387754082,1.382973595,1.377058792,1.371187335,1.365283342,1.360122731,1.354852437,1.349594003,1.344916587,1.340403546,1.337507893,1.334876452,1.331917045,1.329633032,1.327211339,1.324172259,1.321321463,1.318910021,1.316703908,1.315144602,1.312942824,1.3099715,1.307431948,1.305110995
"C-ROADS-5.005","Ratchet-1.5-noCDR-noOS","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892898369,0.918471675,0.946511492,0.973643761,0.999696071,1.026674374,1.054153391,1.081517929,1.109863166,1.138575233,1.167233251,1.196764414,1.225214808,1.252487234,1.278865292,1.303999591,1.327035601,1.348176453,1.36840593,1.386382119,1.401681097,1.414846193,1.425445666,1.436708588,1.446731293,1.451804917,1.457899065,1.463488244,1.46745877,1.470529475,1.473455587,1.474056649,1.472598863,1.470931174,1.468094865,1.464021011,1.461339431,1.455606387,1.45063718,1.445395578,1.44060764,1.435607326,1.429482085,1.421346585,1.41538362,1.410441639,1.404005854,1.397389118,1.391143734,1.384995893,1.379386371,1.373735733,1.36826953,1.362423648,1.355717299,1.349860804,1.345137138,1.339704202,1.334344085,1.328393683,1.323613748,1.31792823,1.312097753,1.305658602,1.2990303,1.293410211,1.289153756,1.284231319,1.27842933,1.273233118,1.268375543,1.263749576,1.260425276,1.257199233,1.253026083,1.248673799,1.244919998,1.241974787,1.238444321,1.235620178,1.233435412,1.230644187,1.228050837,1.225213069,1.223303641,1.221156471,1.218539254,1.21613669,1.214272929,1.211845719,1.20956377
"C-ROADS-5.005","Reference","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892944787,0.91872775,0.947404651,0.973858684,1.002072342,1.03013316,1.058256803,1.087103454,1.116706562,1.146432543,1.177309263,1.208152742,1.238725251,1.270047669,1.301571949,1.333399754,1.364323581,1.397572501,1.43000842,1.462995928,1.495611556,1.52865134,1.563087667,1.597014753,1.631688107,1.666333648,1.701434506,1.737325996,1.773882826,1.811963995,1.851446539,1.890348765,1.927033462,1.965879224,2.005448868,2.045240662,2.084866955,2.124261486,2.164122103,2.204466748,2.244903018,2.285893395,2.326938067,2.37012968,2.412335969,2.455205731,2.498448261,2.541325522,2.58592693,2.63449647,2.67893006,2.724788306,2.768301295,2.814818707,2.859487846,2.907614905,2.956064789,2.999556807,3.046418516,3.097103575,3.145771189,3.18996711,3.236469286,3.284030144,3.330375116,3.37548586,3.423035006,3.468115874,3.519230902,3.573997818,3.626277776,3.675029457,3.720351491,3.766522418,3.813053623,3.867296595,3.917479406,3.96882175,4.023433252,4.073474866,4.137292337,4.194779819,4.247208147,4.293510464,4.339774905,4.388422845,4.43947622,4.491164603,4.544024914,4.599863173,4.650840791
"GCAM 4.2","SSP1-19","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.89267509,0.917848322,0.944683149,0.970098658,0.9946072,1.019790126,1.043526136,1.06849482,1.093889928,1.119151038,1.144209807,1.17065162,1.197350744,1.221856258,1.246526361,1.271508509,1.295261582,1.317825477,1.338685995,1.358957854,1.377291714,1.393232957,1.408401174,1.421365639,1.434260319,1.446470479,1.457635392,1.467976788,1.477363459,1.484601011,1.492918237,1.500737846,1.50600475,1.512545198,1.519578866,1.524811935,1.5308095,1.534256515,1.538858854,1.542270626,1.547290922,1.548898769,1.549336314,1.54836198,1.546705671,1.546188815,1.545347271,1.543651425,1.541538567,1.540947828,1.539166469,1.537002918,1.535402351,1.532813544,1.529314661,1.526396605,1.523988947,1.521573545,1.517626622,1.514602115,1.510956712,1.506154331,1.500887353,1.496477757,1.49116995,1.486903619,1.482783273,1.476190494,1.471185257,1.465497711,1.458848334,1.453400212,1.447041666,1.439130444,1.432014342,1.42457392,1.416275386,1.409381321,1.402279761,1.394749212,1.385637987,1.377121806,1.370256471,1.361989706,1.353031508,1.343043339,1.334111071,1.324000735,1.315012114,1.307723128,1.30048863
"GCAM 4.2","SSP1-26","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892644594,0.917972466,0.944626995,0.969749684,0.993959098,1.018785862,1.042996774,1.066556248,1.090075475,1.114722415,1.138493475,1.162623318,1.186412465,1.210033431,1.232711955,1.255944007,1.278759454,1.300848252,1.320605529,1.340270111,1.359048896,1.377317775,1.396309788,1.414240396,1.430800663,1.445261393,1.460673233,1.475856786,1.490307921,1.504953108,1.5176774,1.530397945,1.543742058,1.556716755,1.569505412,1.582991356,1.595915287,1.607227349,1.618071588,1.627735854,1.636549544,1.645621954,1.655496862,1.663854787,1.673223925,1.680860045,1.688181226,1.696223043,1.703897487,1.710928464,1.717408012,1.721038486,1.725918418,1.731747581,1.736296598,1.73953714,1.742685665,1.745527727,1.74806969,1.749821916,1.750731414,1.75037264,1.750214136,1.751983756,1.75200571,1.752738789,1.75254163,1.752989049,1.752481496,1.750069316,1.747605405,1.7448886,1.74221811,1.73926293,1.735912364,1.734008306,1.730571687,1.72620583,1.722827759,1.719486377,1.715773381,1.711748968,1.709432958,1.70685831,1.702567817,1.697888943,1.691460164,1.683718641,1.675078467,1.666520435,1.659899741
"GCAM 4.2","SSP1-34","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892644594,0.917972466,0.944626995,0.969749684,0.993959098,1.018785862,1.042996774,1.066556248,1.090075475,1.114722415,1.138229883,1.161641929,1.184580714,1.207799362,1.230776009,1.253336084,1.276481272,1.29905668,1.321862428,1.343377459,1.363967717,1.384425254,1.404653542,1.42539808,1.446907525,1.467936171,1.488278338,1.507117531,1.525400423,1.544191906,1.563010222,1.582649159,1.599953111,1.616942635,1.634071097,1.651966791,1.668316451,1.684324519,1.700694466,1.717825631,1.73419303,1.749102193,1.762981885,1.777378811,1.792177445,1.805821615,1.818706571,1.831583504,1.844652176,1.858617422,1.871329354,1.883105336,1.894690671,1.906380765,1.918461668,1.931668548,1.943798426,1.955426596,1.965945064,1.977177481,1.988077411,1.999341403,2.010523678,2.018459362,2.026833305,2.035801989,2.041100805,2.048102645,2.053991253,2.060024261,2.065905865,2.070288253,2.073508165,2.077097733,2.08278379,2.086821207,2.089182397,2.092295586,2.094720989,2.096824872,2.09850019,2.096940108,2.097436195,2.097087195,2.096795079,2.096756694,2.096058351,2.095261421,2.094188034,2.092304806,2.090590782
"GCAM 4.2","SSP1-45","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892644594,0.917972466,0.944626995,0.969749684,0.993959098,1.018785862,1.042996774,1.066556248,1.090075475,1.114722415,1.138147948,1.161282915,1.183842185,1.207156478,1.230042403,1.252573895,1.276386898,1.299670588,1.322457123,1.346079552,1.368785856,1.390984736,1.413423988,1.436141451,1.458631562,1.481523066,1.503676092,1.526369434,1.548127836,1.569064944,1.590199643,1.611050435,1.632486989,1.654632539,1.675668094,1.696867839,1.718694913,1.739513833,1.759942779,1.779671584,1.799922743,1.818520126,1.837214218,1.854815747,1.872139587,1.891107245,1.908607575,1.926042809,1.942993069,1.959356546,1.977181243,1.994534494,2.011647163,2.027586729,2.044023674,2.060317934,2.076376173,2.092240428,2.107914712,2.125100854,2.139590235,2.153129098,2.169108858,2.183862592,2.198174181,2.21159488,2.224705021,2.238294407,2.253123025,2.267856641,2.28013678,2.291339374,2.303244135,2.31404279,2.323737038,2.332069499,2.34172727,2.350858474,2.358097868,2.364967082,2.370468052,2.376532772,2.384757055,2.391186862,2.396608047,2.403548458,2.410174769,2.414600783,2.41977678,2.425372524,2.430645777
"GCAM 4.2","SSP1-Baseline","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892552446,0.917593498,0.943837689,0.969151436,0.992846483,1.017674653,1.042218596,1.06607195,1.089814405,1.114585946,1.139025119,1.163558231,1.187480904,1.212001729,1.23685694,1.261820817,1.286261184,1.311189891,1.337113383,1.363598706,1.389317803,1.414956876,1.440165102,1.465568064,1.492438367,1.519409674,1.545885885,1.571749156,1.597719276,1.624043341,1.650962614,1.67902007,1.705540114,1.732336153,1.759133356,1.785737525,1.811830922,1.839261974,1.865699502,1.893809537,1.919960018,1.945473775,1.9708465,1.996194652,2.021460599,2.047060219,2.072866381,2.098892236,2.123728985,2.14878231,2.174042737,2.199197267,2.224730588,2.249177036,2.273867607,2.298618307,2.322591999,2.348002558,2.373850396,2.399651973,2.425466651,2.452667033,2.480215233,2.506050219,2.529413613,2.55077607,2.576576859,2.600298991,2.623026836,2.644902206,2.667555563,2.692475771,2.71467334,2.736901229,2.759250213,2.780906506,2.801558902,2.820807382,2.84247028,2.86484629,2.885240359,2.904221571,2.924292148,2.944745382,2.964644257,2.983322399,2.999915849,3.016837891,3.035378744,3.054378381,3.069504765
