"Model","Scenario","Region","Variable","Unit","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"REMIND 1.5","EMC_lowEI_100$","World","Forcing","W/m2","",1.811820984,1.986981034,"",2.527086973,"",2.858731985,"",2.890428066,"",2.728172064,"",2.513700008,"",2.33793807,"",2.193737984,"",2.055003881,"",1.936179042
"REMIND 1.5","EMC_lowEI_30$","World","Forcing","W/m2","",1.811820984,1.986981034,"",2.532999992,"",2.977389097,"",3.180731058,"",3.211463928,"",3.1526649,"",3.059367895,"",2.942841053,"",2.805593967,"",2.671266079
"REMIND 1.7","ADVANCE_2020_1.5C-2100","World","Forcing","W/m2","",2.0468,2.1606,2.3508,2.6049,2.879,2.9987,3.0112,2.946,2.8562,2.7559,2.6562,2.5637,"",2.3727,"",2.1955,"",2.0385,"",1.8816
"REMIND 1.7","ADVANCE_2020_Med2C","World","Forcing","W/m2","",2.0468,2.1598,2.3483,2.5966,2.8638,3.033,3.1496,3.2099,3.2268,3.2192,3.2094,3.1897,"",3.1207,"",3.0554,"",2.9844,"",2.8978
"REMIND 1.7","ADVANCE_2020_WB2C","World","Forcing","W/m2","",2.0468,2.1606,2.3508,2.6043,2.8866,3.0322,3.0897,3.0887,3.0481,2.9959,2.9455,2.8949,"",2.7764,"",2.6569,"",2.5389,"",2.4131
"REMIND 1.7","ADVANCE_2030_1.5C-2100","World","Forcing","W/m2","",2.0468,2.1606,2.3508,2.5893,2.7969,2.9955,3.1782,3.1726,3.0872,2.9517,2.8106,2.6832,"",2.4369,"",2.2164,"",2.0299,"",1.8558
"REMIND 1.7","ADVANCE_2030_Med2C","World","Forcing","W/m2","",2.0468,2.1598,2.3483,2.5849,2.79,2.9862,3.2106,3.3017,3.3259,3.3094,3.288,3.258,"",3.17,"",3.0816,"",2.9872,"",2.8793
"REMIND 1.7","ADVANCE_2030_WB2C","World","Forcing","W/m2","",2.0468,2.1606,2.3508,2.5893,2.7969,2.9962,3.2049,3.2489,3.2163,3.1396,3.0647,2.9934,"",2.8374,"",2.6804,"",2.5286,"",2.3786
"REMIND 1.7","ADVANCE_INDC","World","Forcing","W/m2","",2.0468,2.1598,2.3515,2.6127,2.8519,3.0464,3.2059,3.3582,3.5063,3.6584,3.8099,3.9735,"",4.2862,"",4.5819,"",4.8556,"",5.0828
"REMIND 1.7","ADVANCE_NoPolicy","World","Forcing","W/m2","",2.0474,2.164,2.3625,2.6137,2.8675,3.1308,3.3756,3.625,3.8817,4.1536,4.4338,4.7247,"",5.2652,"",5.7391,"",6.1565,"",6.5299
"REMIND 1.7","ADVANCE_Reference","World","Forcing","W/m2","",2.0468,2.1601,2.3482,2.589,2.845,3.0738,3.2829,3.4881,3.6938,3.9116,4.1244,4.35,"",4.7861,"",5.1949,"",5.5809,"",5.9222
"REMIND 1.7","CEMICS-1.5-CDR12","World","Forcing","W/m2","",1.8183,1.9999,2.2887,2.6315,2.926,3.053,3.0542,2.9726,2.8595,2.7542,2.6552,2.5722,"",2.4199,"",2.2753,"",2.1362,"",2.0027
"REMIND 1.7","CEMICS-1.5-CDR20","World","Forcing","W/m2","",1.8183,1.9999,2.2887,2.6313,2.9389,3.1064,3.151,3.1069,3.0341,2.9539,2.8604,2.7698,"",2.5756,"",2.3813,"",2.1757,"",1.9507
"REMIND 1.7","CEMICS-1.5-CDR8","World","Forcing","W/m2","",1.8183,1.9999,2.2887,2.6311,2.9073,3.0091,2.9753,2.8631,2.7429,2.639,2.5374,2.4619,"",2.3332,"",2.2332,"",2.1434,"",2.0514
"REMIND 1.7","CEMICS-2.0-CDR12","World","Forcing","W/m2","",1.8183,1.9999,2.2887,2.6308,2.937,3.1139,3.1865,3.1879,3.1524,3.1075,3.0523,3.0018,"",2.8913,"",2.7789,"",2.6587,"",2.5079
"REMIND 1.7","CEMICS-2.0-CDR20","World","Forcing","W/m2","",1.8183,1.9999,2.2887,2.6298,2.933,3.1252,3.2265,3.258,3.2482,3.2256,3.1888,3.1541,"",3.042,"",2.8791,"",2.6903,"",2.4732
"REMIND 1.7","CEMICS-2.0-CDR8","World","Forcing","W/m2","",1.8183,1.9999,2.2887,2.6313,2.9376,3.1019,3.1455,3.1083,3.0535,2.9979,2.9394,2.8968,"",2.8204,"",2.7414,"",2.6389,"",2.5212
"REMIND 1.7","CEMICS-Ref","World","Forcing","W/m2","",1.8183,1.9994,2.2826,2.5957,2.8744,3.1491,3.4102,3.6798,3.9535,4.2251,4.4696,4.7284,"",5.2147,"",5.6412,"",6.0252,"",6.3708
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_NDC","World","Forcing","W/m2","",1.8219,2.0118,2.2931,2.6049,2.8819,3.1274,3.3204,3.3581,3.2876,3.1487,2.987,2.8225,"",2.5289,"",2.2724,"",2.0509,"",1.8375
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_eff","World","Forcing","W/m2","",1.8219,2.0118,2.2948,2.6182,2.9065,3.0545,3.0857,3.0352,2.9526,2.8587,2.7503,2.645,"",2.4438,"",2.2452,"",2.0629,"",1.8748
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_goodpractice","World","Forcing","W/m2","",1.8219,2.0118,2.2937,2.6035,2.8662,3.0771,3.2313,3.2463,3.1755,3.0554,2.9111,2.7617,"",2.4872,"",2.2434,"",2.0286,"",1.8171
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_netzero","World","Forcing","W/m2","",1.8219,2.0118,2.2948,2.613,2.8826,3.0887,3.2182,3.2102,3.1345,3.023,2.8865,2.7503,"",2.4865,"",2.2501,"",2.0381,"",1.8261
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Forcing","W/m2","",1.8219,2.0118,2.2948,2.618,2.8751,2.9462,2.9073,2.7983,2.6722,2.5611,2.4532,2.3655,"",2.2253,"",2.1178,"",2.0254,"",1.9385
"REMIND-MAgPIE 1.7-3.0","PEP_2C_full_NDC","World","Forcing","W/m2","",1.8219,2.0118,2.2931,2.6049,2.8819,3.1277,3.3425,3.4283,3.4109,3.3265,3.2227,3.1219,"",2.9239,"",2.7344,"",2.5537,"",2.3742
"REMIND-MAgPIE 1.7-3.0","PEP_2C_full_eff","World","Forcing","W/m2","",1.8219,2.0118,2.2948,2.616,2.8962,3.0803,3.1618,3.1704,3.1393,3.0882,3.0179,2.9531,"",2.8199,"",2.6862,"",2.552,"",2.4085
"REMIND-MAgPIE 1.7-3.0","PEP_2C_full_goodpractice","World","Forcing","W/m2","",1.8219,2.0118,2.2937,2.6035,2.8662,3.0774,3.2523,3.313,3.2899,3.22,3.1298,3.0431,"",2.8686,"",2.6988,"",2.5309,"",2.3585
"REMIND-MAgPIE 1.7-3.0","PEP_2C_full_netzero","World","Forcing","W/m2","",1.8219,2.0118,2.2948,2.613,2.8826,3.0886,3.233,3.2663,3.2311,3.1627,3.0773,2.9962,"",2.8366,"",2.6833,"",2.5322,"",2.3756
"REMIND-MAgPIE 1.7-3.0","PEP_2C_red_NDC","World","Forcing","W/m2","",1.8219,2.0118,2.2931,2.6049,2.8819,3.1276,3.3161,3.3428,3.2749,3.1515,3.0185,2.9077,"",2.7304,"",2.6029,"",2.5058,"",2.4172
"REMIND-MAgPIE 1.7-3.0","PEP_2C_red_eff","World","Forcing","W/m2","",1.8219,2.0118,2.2948,2.6181,2.9056,3.0525,3.0856,3.0397,2.9723,2.8951,2.8203,2.7532,"",2.6411,"",2.5639,"",2.5088,"",2.4494
"REMIND-MAgPIE 1.7-3.0","PEP_2C_red_goodpractice","World","Forcing","W/m2","",1.8219,2.0118,2.2937,2.6035,2.8662,3.0771,3.2248,3.2296,3.1611,3.0565,2.9386,2.8385,"",2.6826,"",2.5709,"",2.4869,"",2.4013
"REMIND-MAgPIE 1.7-3.0","PEP_2C_red_netzero","World","Forcing","W/m2","",1.8219,2.0118,2.2948,2.613,2.8826,3.0885,3.2099,3.1927,3.1183,3.0263,2.916,2.8179,"",2.6713,"",2.5676,"",2.4913,"",2.4116
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Def","World","Forcing","W/m2","",2.0458,2.1607,2.3889,2.6878,2.8413,2.9061,2.9107,2.8723,2.8066,2.7281,2.6464,2.5607,"",2.3711,"",2.183,"",2.0067,"",1.8263
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Sust","World","Forcing","W/m2","",2.0458,2.1607,2.3939,2.7063,2.8064,2.7599,2.6942,2.5962,2.48,2.3645,2.2595,2.1734,"",2.0184,"",1.8824,"",1.7552,"",1.6222
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_early","World","Forcing","W/m2","",2.0458,2.1607,2.3955,2.7122,2.8075,2.7706,2.7388,2.6862,2.6216,2.5463,2.4713,2.4009,"",2.264,"",2.1454,"",2.0266,"",1.8962
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_lifesty","World","Forcing","W/m2","",2.0458,2.1607,2.3869,2.6688,2.8151,2.8711,2.8598,2.8032,2.713,2.6091,2.5062,2.4087,"",2.2085,"",2.0114,"",1.8238,"",1.6359
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_regul","World","Forcing","W/m2","",2.0458,2.1607,2.3895,2.6902,2.8318,2.8697,2.8348,2.7671,2.6799,2.5817,2.4806,2.3814,"",2.1912,"",2.0278,"",1.883,"",1.7446
"REMIND-MAgPIE 1.7-3.0","SMP_2C_Def","World","Forcing","W/m2","",2.0458,2.1607,2.3842,2.6625,2.8486,2.9803,3.0538,3.0773,3.0611,3.0199,2.9676,2.9143,"",2.7882,"",2.6507,"",2.5042,"",2.3463
"REMIND-MAgPIE 1.7-3.0","SMP_2C_Sust","World","Forcing","W/m2","",2.0458,2.1607,2.3889,2.6821,2.817,2.8508,2.8621,2.8296,2.7736,2.7005,2.6239,2.5572,"",2.4399,"",2.3431,"",2.2514,"",2.1524
"REMIND-MAgPIE 1.7-3.0","SMP_2C_early","World","Forcing","W/m2","",2.0458,2.1607,2.3925,2.7068,2.8428,2.8761,2.896,2.8902,2.8621,2.8224,2.7844,2.7478,"",2.6661,"",2.5899,"",2.5103,"",2.4142
"REMIND-MAgPIE 1.7-3.0","SMP_2C_lifesty","World","Forcing","W/m2","",2.0458,2.1607,2.3829,2.6473,2.8106,2.9171,2.9854,2.9986,2.9659,2.9036,2.8335,2.7613,"",2.6151,"",2.4683,"",2.3157,"",2.1552
"REMIND-MAgPIE 1.7-3.0","SMP_2C_regul","World","Forcing","W/m2","",2.0458,2.1607,2.3853,2.6703,2.8521,2.9608,3.0075,3.0089,2.9696,2.9028,2.8302,2.7615,"",2.6253,"",2.4985,"",2.3791,"",2.2617
"REMIND-MAgPIE 1.7-3.0","SMP_REF_Def","World","Forcing","W/m2","",2.0427,2.1594,2.3741,2.6372,2.8823,3.132,3.3665,3.6118,3.866,4.1228,4.3755,4.6389,"",5.1281,"",5.5587,"",5.9382,"",6.2778
"REMIND-MAgPIE 1.7-3.0","SMP_REF_Sust","World","Forcing","W/m2","",2.0534,2.1818,2.3812,2.6094,2.7997,2.9767,3.1341,3.313,3.5192,3.7413,3.9541,4.1753,"",4.564,"",4.9019,"",5.1645,"",5.3639
"WITCH-GLOBIOM 4.2","ADVANCE_2020_1.5C-2100","World","Forcing","W/m2","",2.144412,2.420148,3.157291,3.473235,3.614403,3.494708,3.354717,3.239431,3.129756,3.02319,2.965778,2.913796,2.854296,2.786365,2.70601,2.619506,2.525933,2.426276,2.325795,2.228657
"WITCH-GLOBIOM 4.2","ADVANCE_2020_Med2C","World","Forcing","W/m2","",2.144412,2.420148,3.157291,3.474644,3.685859,3.740675,3.720179,3.677552,3.607282,3.527158,3.531018,3.52903,3.521258,3.50826,3.490388,3.466462,3.429907,3.390412,3.34266,3.291734
"WITCH-GLOBIOM 4.2","ADVANCE_2020_WB2C","World","Forcing","W/m2","",2.144412,2.420148,3.157291,3.474525,3.65756,3.628565,3.551147,3.466675,3.373145,3.278399,3.250703,3.221553,3.190959,3.154246,3.109,3.056376,2.994766,2.925067,2.846215,2.763686
"WITCH-GLOBIOM 4.2","ADVANCE_2030_Med2C","World","Forcing","W/m2","",2.144412,2.420148,3.157291,3.471617,3.681672,3.846507,3.94122,3.832117,3.717548,3.608536,3.581975,3.568108,3.550346,3.52506,3.48565,3.450803,3.413034,3.37583,3.330695,3.282981
"WITCH-GLOBIOM 4.2","ADVANCE_2030_Price1.5C","World","Forcing","W/m2","",2.144412,2.420148,3.157291,3.471617,3.681672,3.843644,3.862646,3.684197,3.524738,3.383231,3.317061,3.262602,3.205689,3.142505,3.069212,2.991171,2.905641,2.813027,2.71449,2.617205
"WITCH-GLOBIOM 4.2","ADVANCE_2030_WB2C","World","Forcing","W/m2","",2.144412,2.420148,3.157291,3.471617,3.681672,3.8439,3.872065,3.706831,3.547147,3.410775,3.348545,3.300824,3.251996,3.199355,3.140892,3.077548,3.00495,2.923502,2.833751,2.743081
"WITCH-GLOBIOM 4.2","ADVANCE_INDC","World","Forcing","W/m2","",2.144412,2.421254,3.175912,3.489503,3.701701,3.866424,3.991861,4.039086,4.060863,4.078029,4.177923,4.271791,4.355482,4.446417,4.543447,4.64472,4.752207,4.861871,4.968433,5.070537
"WITCH-GLOBIOM 4.2","ADVANCE_NoPolicy","World","Forcing","W/m2","",2.144412,2.419694,3.165478,3.521076,3.899548,4.227515,4.439713,4.623379,4.7778,4.915138,5.134942,5.355355,5.56819,5.778516,5.994263,6.207502,6.419722,6.629128,6.821047,6.995348
"WITCH-GLOBIOM 4.2","ADVANCE_Reference","World","Forcing","W/m2","",2.144412,2.420534,3.164535,3.509794,3.763574,4.018323,4.173871,4.301314,4.392883,4.454041,4.57906,4.690044,4.797679,4.900822,5.006193,5.125077,5.248546,5.368622,5.485139,5.593723
"© IAMC 1.5°C Scenario Explorer hosted by IIASA https://data.ene.iiasa.ac.at/iamc-1.5c-explorer"
