"Scenario";"Region";"Carrier";"Indicator";"Year.x";"ymax";"ymin"
"Current Policies";"World";"Gas";"Industry";2009;98.5975811409985;98.4981721776932
"Current Policies";"World";"Gas";"Industry";2010;100;100
"Current Policies";"World";"Gas";"Industry";2011;101.501827822307;101.402418859002
"Current Policies";"World";"Gas";"Industry";2012;103.003655644614;102.804837718003
"Current Policies";"World";"Gas";"Industry";2013;105.162915777947;104.210870671511
"Current Policies";"World";"Gas";"Industry";2014;107.520993837891;105.614494228681
"Current Policies";"World";"Gas";"Industry";2015;109.879071897834;107.997783632616
"Current Policies";"World";"Gas";"Industry";2016;112.237149957778;110.381073036551
"Current Policies";"World";"Gas";"Industry";2017;114.595228017722;112.764362440486
"Current Policies";"World";"Gas";"Industry";2018;116.953306077665;115.147651844421
"Current Policies";"World";"Gas";"Industry";2019;119.311384137609;117.530941248356
"Current Policies";"World";"Gas";"Industry";2020;121.669462197553;119.739006570876
"Current Policies";"World";"Gas";"Industry";2021;124.174819013519;121.988995067491
"Current Policies";"World";"Gas";"Industry";2022;126.680175829485;124.238983564106
"Current Policies";"World";"Gas";"Industry";2023;129.185532645451;126.488972060722
"Current Policies";"World";"Gas";"Industry";2024;131.690889461417;128.738960557337
"Current Policies";"World";"Gas";"Industry";2025;134.196246277383;130.988949053952
"Current Policies";"World";"Gas";"Industry";2026;136.701603093349;133.238937550567
"Current Policies";"World";"Gas";"Industry";2027;139.241047872999;135.488926047183
"Current Policies";"World";"Gas";"Industry";2028;142.002021761672;137.738914543798
"Current Policies";"World";"Gas";"Industry";2029;144.762995650344;139.988903040413
"Current Policies";"World";"Gas";"Industry";2030;147.523969539017;142.238891537028
"Current Policies";"World";"Gas";"Industry";2031;150.310727400743;144.512703713883
"Current Policies";"World";"Gas";"Industry";2032;153.097485262469;146.786515890739
"Current Policies";"World";"Gas";"Industry";2033;155.884243124195;149.060328067594
"Current Policies";"World";"Gas";"Industry";2034;158.671000985921;151.334140244449
"Current Policies";"World";"Gas";"Industry";2035;161.457758847647;153.607952421304
"Current Policies";"World";"Gas";"Industry";2036;164.244516709373;155.881764598159
"Current Policies";"World";"Gas";"Industry";2037;167.031274571098;158.155576775014
"Current Policies";"World";"Gas";"Industry";2038;169.818032432824;160.429388951869
"Current Policies";"World";"Gas";"Industry";2039;172.60479029455;162.703201128724
"Current Policies";"World";"Gas";"Industry";2040;175.391548156276;164.977013305579
"Current Policies";"World";"Of which: Bunkers";"TFC";1990;60.5566772983022;59.6780051525178
"Current Policies";"World";"Of which: Bunkers";"TFC";1991;62.5288434333871;61.6941048948919
"Current Policies";"World";"Of which: Bunkers";"TFC";1992;64.501009568472;63.7102046372661
"Current Policies";"World";"Of which: Bunkers";"TFC";1993;66.4731757035569;65.7263043796402
"Current Policies";"World";"Of which: Bunkers";"TFC";1994;68.4453418386418;67.7424041220143
"Current Policies";"World";"Of which: Bunkers";"TFC";1995;70.4175079737267;69.7585038643884
"Current Policies";"World";"Of which: Bunkers";"TFC";1996;72.3896741088115;71.7746036067625
"Current Policies";"World";"Of which: Bunkers";"TFC";1997;74.3618402438965;73.7907033491366
"Current Policies";"World";"Of which: Bunkers";"TFC";1998;76.3340063789813;75.8068030915107
"Current Policies";"World";"Of which: Bunkers";"TFC";1999;78.3061725140662;77.8229028338848
"Current Policies";"World";"Of which: Bunkers";"TFC";2000;80.2783386491511;79.8390025762589
"Current Policies";"World";"Of which: Bunkers";"TFC";2001;82.250504784236;81.855102318633
"Current Policies";"World";"Of which: Bunkers";"TFC";2002;84.2226709193209;83.8712020610071
"Current Policies";"World";"Of which: Bunkers";"TFC";2003;86.1948370544058;85.8873018033812
"Current Policies";"World";"Of which: Bunkers";"TFC";2004;88.1670031894907;87.9034015457554
"Current Policies";"World";"Of which: Bunkers";"TFC";2005;90.1391693245755;89.9195012881295
"Current Policies";"World";"Of which: Bunkers";"TFC";2006;92.1113354596604;91.9356010305036
"Current Policies";"World";"Of which: Bunkers";"TFC";2007;94.0835015947453;93.9517007728777
"Current Policies";"World";"Of which: Bunkers";"TFC";2008;96.0556677298302;95.9678005152518
"Current Policies";"World";"Of which: Bunkers";"TFC";2009;98.0278338649151;97.9839002576259
"Current Policies";"World";"Of which: Bunkers";"TFC";2010;100;100
"Current Policies";"World";"Of which: Bunkers";"TFC";2011;102.016099742374;101.972166135085
"Current Policies";"World";"Of which: Bunkers";"TFC";2012;104.032199484748;103.94433227017
"Current Policies";"World";"Of which: Bunkers";"TFC";2013;105.971526676523;105.570309211064
"Current Policies";"World";"Of which: Bunkers";"TFC";2014;107.962035568697;107.108418937379
"Current Policies";"World";"Of which: Bunkers";"TFC";2015;110.90684472679;108.646528663694
"Current Policies";"World";"Of which: Bunkers";"TFC";2016;113.851653884883;110.18463839001
"Current Policies";"World";"Of which: Bunkers";"TFC";2017;116.796463042976;111.722748116325
"Current Policies";"World";"Of which: Bunkers";"TFC";2018;119.741272201068;113.26085784264
"Current Policies";"World";"Of which: Bunkers";"TFC";2019;122.686081359161;114.798967568956
"Current Policies";"World";"Of which: Bunkers";"TFC";2020;125.630890517254;116.337077295271
"Current Policies";"World";"Of which: Bunkers";"TFC";2021;128.8092343054;118.191669847206
"Current Policies";"World";"Of which: Bunkers";"TFC";2022;131.987578093547;120.046262399141
"Current Policies";"World";"Of which: Bunkers";"TFC";2023;135.165921881694;121.900854951076
"Current Policies";"World";"Of which: Bunkers";"TFC";2024;138.34426566984;123.755447503012
"Current Policies";"World";"Of which: Bunkers";"TFC";2025;141.522609457987;125.610040054947
"Current Policies";"World";"Of which: Bunkers";"TFC";2026;144.700953246133;127.464632606882
"Current Policies";"World";"Of which: Bunkers";"TFC";2027;147.87929703428;129.319225158817
"Current Policies";"World";"Of which: Bunkers";"TFC";2028;151.057640822427;131.173817710752
"Current Policies";"World";"Of which: Bunkers";"TFC";2029;154.235984610573;133.028410262687
"Current Policies";"World";"Of which: Bunkers";"TFC";2030;157.41432839872;134.883002814622
"Current Policies";"World";"Of which: Bunkers";"TFC";2031;160.474393510918;137.034493058839
"Current Policies";"World";"Of which: Bunkers";"TFC";2032;163.534458623116;139.185983303055
"Current Policies";"World";"Of which: Bunkers";"TFC";2033;166.594523735314;141.337473547271
"Current Policies";"World";"Of which: Bunkers";"TFC";2034;169.654588847513;143.488963791487
"Current Policies";"World";"Of which: Bunkers";"TFC";2035;172.714653959711;145.640454035704
"Current Policies";"World";"Of which: Bunkers";"TFC";2036;175.774719071909;147.79194427992
"Current Policies";"World";"Of which: Bunkers";"TFC";2037;178.834784184107;149.943434524136
"Current Policies";"World";"Of which: Bunkers";"TFC";2038;181.894849296305;152.094924768353
"Current Policies";"World";"Of which: Bunkers";"TFC";2039;184.954914408503;154.246415012569
"Current Policies";"World";"Of which: Bunkers";"TFC";2040;188.014979520701;156.397905256785
"Current Policies";"World";"Oil";"TFC";1990;75.3968896602731;74.632193100094
"Current Policies";"World";"Oil";"TFC";1991;76.6270451772595;75.9005834450893
"Current Policies";"World";"Oil";"TFC";1992;77.8572006942458;77.1689737900846
"Current Policies";"World";"Oil";"TFC";1993;79.0873562112321;78.4373641350799
"Current Policies";"World";"Oil";"TFC";1994;80.3175117282185;79.7057544800752
"Current Policies";"World";"Oil";"TFC";1995;81.5476672452048;80.9741448250705
"Current Policies";"World";"Oil";"TFC";1996;82.7778227621912;82.2425351700658
"Current Policies";"World";"Oil";"TFC";1997;84.0079782791775;83.5109255150611
"Current Policies";"World";"Oil";"TFC";1998;85.2381337961639;84.7793158600564
"Current Policies";"World";"Oil";"TFC";1999;86.4682893131502;86.0477062050517
"Current Policies";"World";"Oil";"TFC";2000;87.6984448301366;87.0386482664687
"Current Policies";"World";"Oil";"TFC";2001;88.9286003471229;88.3347834398218
"Current Policies";"World";"Oil";"TFC";2002;90.1587558641092;89.630918613175
"Current Policies";"World";"Oil";"TFC";2003;91.3889113810956;90.9270537865281
"Current Policies";"World";"Oil";"TFC";2004;92.619066898082;92.2231889598812
"Current Policies";"World";"Oil";"TFC";2005;93.8492224150683;93.5193241332343
"Current Policies";"World";"Oil";"TFC";2006;95.0793779320546;94.8154593065875
"Current Policies";"World";"Oil";"TFC";2007;96.309533449041;96.1115944799406
"Current Policies";"World";"Oil";"TFC";2008;97.5396889660273;97.4077296532937
"Current Policies";"World";"Oil";"TFC";2009;98.7698444830137;98.7038648266469
"Current Policies";"World";"Oil";"TFC";2010;100;100
"Current Policies";"World";"Oil";"TFC";2011;101.296135173353;101.230155516986
"Current Policies";"World";"Oil";"TFC";2012;102.592270346706;102.460311033973
"Current Policies";"World";"Oil";"TFC";2013;103.905454635009;103.690466550959
"Current Policies";"World";"Oil";"TFC";2014;105.293847494965;104.995419937791
"Current Policies";"World";"Oil";"TFC";2015;106.68224035492;106.300373324623
"Current Policies";"World";"Oil";"TFC";2016;108.070633214876;107.605326711455
"Current Policies";"World";"Oil";"TFC";2017;109.459026074832;108.910280098287
"Current Policies";"World";"Oil";"TFC";2018;110.847418934788;110.175463888414
"Current Policies";"World";"Oil";"TFC";2019;112.235811794744;111.407059895629
"Current Policies";"World";"Oil";"TFC";2020;113.6242046547;112.638655902845
"Current Policies";"World";"Oil";"TFC";2021;115.131264912145;113.870251910061
"Current Policies";"World";"Oil";"TFC";2022;116.63832516959;115.101847917277
"Current Policies";"World";"Oil";"TFC";2023;118.145385427035;116.333443924493
"Current Policies";"World";"Oil";"TFC";2024;119.65244568448;117.565039931709
"Current Policies";"World";"Oil";"TFC";2025;121.159505941925;118.796635938925
"Current Policies";"World";"Oil";"TFC";2026;122.66656619937;120.168686916064
"Current Policies";"World";"Oil";"TFC";2027;124.173626456816;121.540737893203
"Current Policies";"World";"Oil";"TFC";2028;125.680686714261;122.912788870341
"Current Policies";"World";"Oil";"TFC";2029;127.187746971706;124.28483984748
"Current Policies";"World";"Oil";"TFC";2030;128.694807229151;125.656890824619
"Current Policies";"World";"Oil";"TFC";2031;129.756879278824;126.996028261876
"Current Policies";"World";"Oil";"TFC";2032;130.818951328497;128.335165699134
"Current Policies";"World";"Oil";"TFC";2033;131.88102337817;129.674303136392
"Current Policies";"World";"Oil";"TFC";2034;132.943095427843;131.013440573649
"Current Policies";"World";"Oil";"TFC";2035;134.005167477516;132.352578010907
"Current Policies";"World";"Oil";"TFC";2036;135.06723952719;133.691715448165
"Current Policies";"World";"Oil";"TFC";2037;136.466391339544;135.030852885422
"Current Policies";"World";"Oil";"TFC";2038;137.869187602047;136.36999032268
"Current Policies";"World";"Oil";"TFC";2039;139.27198386455;137.709127759938
"Current Policies";"World";"Oil";"TFC";2040;140.674780127053;139.048265197195
"Current Policies";"World";"Total";"TFC";1990;75.9688506804416;73.5822844966278
"Current Policies";"World";"Total";"TFC";1991;77.1704081464195;74.9031702717964
"Current Policies";"World";"Total";"TFC";1992;78.3719656123974;76.224056046965
"Current Policies";"World";"Total";"TFC";1993;79.5735230783753;77.5449418221337
"Current Policies";"World";"Total";"TFC";1994;80.7750805443532;78.8658275973023
"Current Policies";"World";"Total";"TFC";1995;81.9766380103312;80.1867133724709
"Current Policies";"World";"Total";"TFC";1996;83.1781954763091;81.5075991476395
"Current Policies";"World";"Total";"TFC";1997;84.379752942287;82.8284849228081
"Current Policies";"World";"Total";"TFC";1998;85.5813104082649;84.1493706979767
"Current Policies";"World";"Total";"TFC";1999;86.7828678742429;85.4702564731453
"Current Policies";"World";"Total";"TFC";2000;87.9844253402208;81.0428707667452
"Current Policies";"World";"Total";"TFC";2001;89.1859828061987;82.9385836900707
"Current Policies";"World";"Total";"TFC";2002;90.3875402721766;84.8342966133962
"Current Policies";"World";"Total";"TFC";2003;91.5890977381545;86.7300095367217
"Current Policies";"World";"Total";"TFC";2004;92.7906552041325;88.6257224600471
"Current Policies";"World";"Total";"TFC";2005;93.9922126701104;90.5214353833726
"Current Policies";"World";"Total";"TFC";2006;95.1937701360883;92.4171483066981
"Current Policies";"World";"Total";"TFC";2007;96.3953276020662;94.3128612300236
"Current Policies";"World";"Total";"TFC";2008;97.5968850680442;96.208574153349
"Current Policies";"World";"Total";"TFC";2009;98.7984425340221;98.1042870766745
"Current Policies";"World";"Total";"TFC";2010;100;100
"Current Policies";"World";"Total";"TFC";2011;101.895712923325;101.201557465978
"Current Policies";"World";"Total";"TFC";2012;103.791425846651;102.403114931956
"Current Policies";"World";"Total";"TFC";2013;105.687138769976;103.698930166835
"Current Policies";"World";"Total";"TFC";2014;107.582851693302;104.98538031939
"Current Policies";"World";"Total";"TFC";2015;109.478564616627;106.271830471945
"Current Policies";"World";"Total";"TFC";2016;111.036340670028;107.5582806245
"Current Policies";"World";"Total";"TFC";2017;112.676819051806;108.844730777054
"Current Policies";"World";"Total";"TFC";2018;114.317297433585;110.131180929609
"Current Policies";"World";"Total";"TFC";2019;115.957775815364;111.417631082164
"Current Policies";"World";"Total";"TFC";2020;117.598254197143;112.703281725788
"Current Policies";"World";"Total";"TFC";2021;119.238732578922;114.0330551271
"Current Policies";"World";"Total";"TFC";2022;120.879210960701;115.362029019482
"Current Policies";"World";"Total";"TFC";2023;122.51968934248;116.691002911863
"Current Policies";"World";"Total";"TFC";2024;124.160167724259;118.019976804245
"Current Policies";"World";"Total";"TFC";2025;125.800646106037;119.348950696627
"Current Policies";"World";"Total";"TFC";2026;127.297644731106;120.677924589008
"Current Policies";"World";"Total";"TFC";2027;128.794643356174;122.00689848139
"Current Policies";"World";"Total";"TFC";2028;130.291641981243;123.335872373772
"Current Policies";"World";"Total";"TFC";2029;131.788640606311;124.664846266153
"Current Policies";"World";"Total";"TFC";2030;133.28563923138;125.993820158535
"Current Policies";"World";"Total";"TFC";2031;134.720933612046;127.231350143201
"Current Policies";"World";"Total";"TFC";2032;136.156227992712;128.468880127868
"Current Policies";"World";"Total";"TFC";2033;137.591522373378;129.706410112534
"Current Policies";"World";"Total";"TFC";2034;139.026816754044;130.9439400972
"Current Policies";"World";"Total";"TFC";2035;140.46211113471;132.181470081866
"Current Policies";"World";"Total";"TFC";2036;142.019919739769;133.419000066533
"Current Policies";"World";"Total";"TFC";2037;143.577728344828;134.656530051199
"Current Policies";"World";"Total";"TFC";2038;145.135536949888;135.894060035865
"Current Policies";"World";"Total";"TFC";2039;146.693345554947;137.131590020531
"Current Policies";"World";"Total";"TFC";2040;148.251154160006;138.369120005198
"Current Policies";"World";"Transport";"TFC";1990;65.6423829587784;64.8045257959296
"Current Policies";"World";"Transport";"TFC";1991;67.3602638108395;66.5642995061332
"Current Policies";"World";"Transport";"TFC";1992;69.0781446629006;68.3240732163367
"Current Policies";"World";"Transport";"TFC";1993;70.7960255149616;70.0838469265402
"Current Policies";"World";"Transport";"TFC";1994;72.5139063670227;71.8436206367437
"Current Policies";"World";"Transport";"TFC";1995;74.2317872190838;73.6033943469472
"Current Policies";"World";"Transport";"TFC";1996;75.9496680711449;75.3631680571507
"Current Policies";"World";"Transport";"TFC";1997;77.667548923206;77.1229417673543
"Current Policies";"World";"Transport";"TFC";1998;79.385429775267;78.8827154775578
"Current Policies";"World";"Transport";"TFC";1999;81.1033106273281;80.6424891877613
"Current Policies";"World";"Transport";"TFC";2000;82.8211914793892;81.8988075273674
"Current Policies";"World";"Transport";"TFC";2001;84.5390723314503;83.7089267746306
"Current Policies";"World";"Transport";"TFC";2002;86.2569531835114;85.5190460218939
"Current Policies";"World";"Transport";"TFC";2003;87.9748340355724;87.3291652691572
"Current Policies";"World";"Transport";"TFC";2004;89.6927148876335;89.1392845164204
"Current Policies";"World";"Transport";"TFC";2005;91.4105957396946;90.9494037636837
"Current Policies";"World";"Transport";"TFC";2006;93.1284765917557;92.759523010947
"Current Policies";"World";"Transport";"TFC";2007;94.8463574438168;94.5696422582102
"Current Policies";"World";"Transport";"TFC";2008;96.5642382958778;96.3797615054735
"Current Policies";"World";"Transport";"TFC";2009;98.2821191479389;98.1898807527367
"Current Policies";"World";"Transport";"TFC";2010;100;100
"Current Policies";"World";"Transport";"TFC";2011;101.810119247263;101.717880852061
"Current Policies";"World";"Transport";"TFC";2012;103.620238494527;103.435761704122
"Current Policies";"World";"Transport";"TFC";2013;105.43035774179;105.127564726635
"Current Policies";"World";"Transport";"TFC";2014;107.240476989053;106.736444139798
"Current Policies";"World";"Transport";"TFC";2015;109.050596236316;108.319245723413
"Current Policies";"World";"Transport";"TFC";2016;110.579070125844;109.902047307028
"Current Policies";"World";"Transport";"TFC";2017;112.107544015371;111.484848890643
"Current Policies";"World";"Transport";"TFC";2018;113.636017904898;113.067650474258
"Current Policies";"World";"Transport";"TFC";2019;115.164491794425;114.650452057873
"Current Policies";"World";"Transport";"TFC";2020;116.761048455132;116.185003783479
"Current Policies";"World";"Transport";"TFC";2021;118.790397629856;117.860493235692
"Current Policies";"World";"Transport";"TFC";2022;120.819746804579;119.535982687906
"Current Policies";"World";"Transport";"TFC";2023;122.849095979302;121.21147214012
"Current Policies";"World";"Transport";"TFC";2024;124.878445154025;122.806861242061
"Current Policies";"World";"Transport";"TFC";2025;126.907794328749;124.335335131589
"Current Policies";"World";"Transport";"TFC";2026;128.937143503472;126.103466280114
"Current Policies";"World";"Transport";"TFC";2027;130.966492678195;127.871597428639
"Current Policies";"World";"Transport";"TFC";2028;132.995841852918;129.588919401189
"Current Policies";"World";"Transport";"TFC";2029;135.025191027642;131.264408853402
"Current Policies";"World";"Transport";"TFC";2030;137.054540202365;132.939898305616
"Current Policies";"World";"Transport";"TFC";2031;138.54982022847;134.761795778456
"Current Policies";"World";"Transport";"TFC";2032;140.045100254575;136.583693251297
"Current Policies";"World";"Transport";"TFC";2033;141.54038028068;138.405590724137
"Current Policies";"World";"Transport";"TFC";2034;143.035660306785;140.217651698318
"Current Policies";"World";"Transport";"TFC";2035;144.53094033289;141.978066904344
"Current Policies";"World";"Transport";"TFC";2036;146.026220358995;143.738482110371
"Current Policies";"World";"Transport";"TFC";2037;147.5215003851;145.498897316397
"Current Policies";"World";"Transport";"TFC";2038;149.016780411205;147.259312522423
"Current Policies";"World";"Transport";"TFC";2039;150.512060437309;149.019727728449
"Current Policies";"World";"Transport";"TFC";2040;152.007340463414;150.780142934476
"Current Policies";"World";"Gas";"TFC";2000;86.1465029378337;85.773642850691
"Current Policies";"World";"Gas";"TFC";2001;87.5318526440503;87.1962785656219
"Current Policies";"World";"Gas";"TFC";2002;88.917202350267;88.6189142805528
"Current Policies";"World";"Gas";"TFC";2003;90.3025520564836;90.0415499954837
"Current Policies";"World";"Gas";"TFC";2004;91.6879017627002;91.4641857104146
"Current Policies";"World";"Gas";"TFC";2005;93.0732514689169;92.8868214253455
"Current Policies";"World";"Gas";"TFC";2006;94.4586011751335;94.3094571402764
"Current Policies";"World";"Gas";"TFC";2007;95.8439508813501;95.7320928552073
"Current Policies";"World";"Gas";"TFC";2008;97.2293005875667;97.1547285701382
"Current Policies";"World";"Gas";"TFC";2009;98.6146502937834;98.5773642850691
"Current Policies";"World";"Gas";"TFC";2010;100;100
"Current Policies";"World";"Gas";"TFC";2011;101.422635714931;101.385349706217
"Current Policies";"World";"Gas";"TFC";2012;102.845271429862;102.770699412433
"Current Policies";"World";"Gas";"TFC";2013;104.267907144793;104.15604911865
"Current Policies";"World";"Gas";"TFC";2014;105.690542859724;105.541398824867
"Current Policies";"World";"Gas";"TFC";2015;107.113178574654;106.926748531083
"Current Policies";"World";"Gas";"TFC";2016;109.636620683332;108.535814289585
"Current Policies";"World";"Gas";"TFC";2017;112.346492835581;111.703248727908
"Current Policies";"World";"Gas";"TFC";2018;115.05636498783;114.87068316623
"Current Policies";"World";"Gas";"TFC";2019;118.038117604552;117.766237140079
"Current Policies";"World";"Gas";"TFC";2020;121.205552042875;120.476109292328
"Current Policies";"World";"Gas";"TFC";2021;124.372986481197;123.185981444576
"Current Policies";"World";"Gas";"TFC";2022;127.540420919519;125.895853596825
"Current Policies";"World";"Gas";"TFC";2023;130.707855357842;128.605725749074
"Current Policies";"World";"Gas";"TFC";2024;133.875289796164;131.315597901323
"Current Policies";"World";"Gas";"TFC";2025;137.042724234486;134.025470053572
"Current Policies";"World";"Gas";"TFC";2026;140.048776081655;136.912510312817
"Current Policies";"World";"Gas";"TFC";2027;143.054827928823;139.799550572063
"Current Policies";"World";"Gas";"TFC";2028;146.060879775991;142.686590831308
"Current Policies";"World";"Gas";"TFC";2029;149.06693162316;145.573631090554
"Current Policies";"World";"Gas";"TFC";2030;152.072983470328;148.460671349799
"Current Policies";"World";"Gas";"TFC";2031;155.129617920694;151.32142116826
"Current Policies";"World";"Gas";"TFC";2032;158.18625237106;154.18217098672
"Current Policies";"World";"Gas";"TFC";2033;161.242886821425;157.04292080518
"Current Policies";"World";"Gas";"TFC";2034;164.299521271791;159.903670623641
"Current Policies";"World";"Gas";"TFC";2035;167.356155722157;162.764420442101
"Current Policies";"World";"Gas";"TFC";2036;170.181555415048;165.625170260561
"Current Policies";"World";"Gas";"TFC";2037;173.00695510794;168.485920079022
"Current Policies";"World";"Gas";"TFC";2038;175.832354800831;171.346669897482
"Current Policies";"World";"Gas";"TFC";2039;178.657754493722;174.207419715943
"Current Policies";"World";"Gas";"TFC";2040;181.483154186614;177.068169534403
"Current Policies";"World";"Total";"Industry";2000;73.408492866282;73.408492866282
"Current Policies";"World";"Total";"Industry";2001;76.0676435796538;76.0676435796538
"Current Policies";"World";"Total";"Industry";2002;78.7267942930256;78.7267942930256
"Current Policies";"World";"Total";"Industry";2003;81.3859450063974;81.3859450063974
"Current Policies";"World";"Total";"Industry";2004;84.0450957197692;84.0450957197692
"Current Policies";"World";"Total";"Industry";2005;86.704246433141;86.704246433141
"Current Policies";"World";"Total";"Industry";2006;89.3633971465128;89.3633971465128
"Current Policies";"World";"Total";"Industry";2007;92.0225478598846;92.0225478598846
"Current Policies";"World";"Total";"Industry";2008;94.6816985732564;94.6816985732564
"Current Policies";"World";"Total";"Industry";2009;97.3408492866282;97.3408492866282
"Current Policies";"World";"Total";"Industry";2010;100;100
"Current Policies";"World";"Total";"Industry";2011;102.659150713372;102.659150713372
"Current Policies";"World";"Total";"Industry";2012;105.318301426744;105.318301426744
"Current Policies";"World";"Total";"Industry";2013;107.977452140115;107.977452140115
"Current Policies";"World";"Total";"Industry";2014;110.636602853487;110.636602853487
"Current Policies";"World";"Total";"Industry";2015;113.295753566859;113.295753566859
"Current Policies";"World";"Total";"Industry";2016;115.954904280231;115.954904280231
"Current Policies";"World";"Total";"Industry";2017;117.426979643623;117.426979643623
"Current Policies";"World";"Total";"Industry";2018;118.899055007014;118.899055007014
"Current Policies";"World";"Total";"Industry";2019;120.371130370406;120.371130370406
"Current Policies";"World";"Total";"Industry";2020;121.843205733798;121.843205733798
"Current Policies";"World";"Total";"Industry";2021;123.31528109719;123.31528109719
"Current Policies";"World";"Total";"Industry";2022;124.787356460581;124.787356460581
"Current Policies";"World";"Total";"Industry";2023;126.259431823973;126.259431823973
"Current Policies";"World";"Total";"Industry";2024;127.731507187365;127.731507187365
"Current Policies";"World";"Total";"Industry";2025;129.203582550757;129.203582550757
"Current Policies";"World";"Total";"Industry";2026;130.56707626198;130.56707626198
"Current Policies";"World";"Total";"Industry";2027;131.930569973203;131.930569973203
"Current Policies";"World";"Total";"Industry";2028;133.294063684427;133.294063684427
"Current Policies";"World";"Total";"Industry";2029;134.65755739565;134.65755739565
"Current Policies";"World";"Total";"Industry";2030;136.021051106873;136.021051106873
"Current Policies";"World";"Total";"Industry";2031;137.35364411076;137.35364411076
"Current Policies";"World";"Total";"Industry";2032;138.686237114646;138.686237114646
"Current Policies";"World";"Total";"Industry";2033;140.018830118533;140.018830118533
"Current Policies";"World";"Total";"Industry";2034;141.35142312242;141.35142312242
"Current Policies";"World";"Total";"Industry";2035;142.684016126307;142.684016126307
"Current Policies";"World";"Total";"Industry";2036;144.001158776525;144.001158776525
"Current Policies";"World";"Total";"Industry";2037;145.318301426744;145.318301426744
"Current Policies";"World";"Total";"Industry";2038;146.635444076962;146.635444076962
"Current Policies";"World";"Total";"Industry";2039;147.952586727181;147.952586727181
"Current Policies";"World";"Total";"Industry";2040;149.269729377399;149.269729377399
"New Policies Scenarios";"CHINA";"Coal";"TFC";1990;52.9655159262822;41.7766570068504
"New Policies Scenarios";"CHINA";"Coal";"TFC";1991;55.3172401299681;44.6878241565079
"New Policies Scenarios";"CHINA";"Coal";"TFC";1992;57.668964333654;47.5989913061654
"New Policies Scenarios";"CHINA";"Coal";"TFC";1993;60.0206885373399;50.5101584558228
"New Policies Scenarios";"CHINA";"Coal";"TFC";1994;62.3724127410258;53.4213256054803
"New Policies Scenarios";"CHINA";"Coal";"TFC";1995;64.7241369447117;56.3324927551378
"New Policies Scenarios";"CHINA";"Coal";"TFC";1996;67.0758611483976;59.2436599047953
"New Policies Scenarios";"CHINA";"Coal";"TFC";1997;69.4275853520835;62.1548270544528
"New Policies Scenarios";"CHINA";"Coal";"TFC";1998;71.7793095557693;65.0659942041102
"New Policies Scenarios";"CHINA";"Coal";"TFC";1999;74.1310337594552;67.9771613537677
"New Policies Scenarios";"CHINA";"Coal";"TFC";2000;76.4827579631411;46.4387925867866
"New Policies Scenarios";"CHINA";"Coal";"TFC";2001;78.834482166827;51.794913328108
"New Policies Scenarios";"CHINA";"Coal";"TFC";2002;81.1862063705129;57.1510340694293
"New Policies Scenarios";"CHINA";"Coal";"TFC";2003;83.5379305741988;62.5071548107507
"New Policies Scenarios";"CHINA";"Coal";"TFC";2004;85.8896547778847;67.863275552072
"New Policies Scenarios";"CHINA";"Coal";"TFC";2005;88.2413789815706;73.2193962933933
"New Policies Scenarios";"CHINA";"Coal";"TFC";2006;90.5931031852565;78.5755170347147
"New Policies Scenarios";"CHINA";"Coal";"TFC";2007;92.9448273889424;83.931637776036
"New Policies Scenarios";"CHINA";"Coal";"TFC";2008;95.2965515926282;89.2877585173573
"New Policies Scenarios";"CHINA";"Coal";"TFC";2009;97.6482757963141;94.6438792586787
"New Policies Scenarios";"CHINA";"Coal";"TFC";2010;100;100
"New Policies Scenarios";"CHINA";"Coal";"TFC";2011;105.356120741321;102.351724203686
"New Policies Scenarios";"CHINA";"Coal";"TFC";2012;110.712241482643;104.703448407372
"New Policies Scenarios";"CHINA";"Coal";"TFC";2013;116.068362223964;105.658182278053
"New Policies Scenarios";"CHINA";"Coal";"TFC";2014;121.424482965285;106.5566038808
"New Policies Scenarios";"CHINA";"Coal";"TFC";2015;126.780603706607;105.518249069717
"New Policies Scenarios";"CHINA";"Coal";"TFC";2016;123.585533993854;104.479894258634
"New Policies Scenarios";"CHINA";"Coal";"TFC";2017;122.012778472652;103.44153944755
"New Policies Scenarios";"CHINA";"Coal";"TFC";2018;120.44002295145;102.403184636467
"New Policies Scenarios";"CHINA";"Coal";"TFC";2019;118.867267430248;101.364829825383
"New Policies Scenarios";"CHINA";"Coal";"TFC";2020;117.294511909047;100.3264750143
"New Policies Scenarios";"CHINA";"Coal";"TFC";2021;115.721756387845;99.0032023187709
"New Policies Scenarios";"CHINA";"Coal";"TFC";2022;114.149000866643;97.6799296232419
"New Policies Scenarios";"CHINA";"Coal";"TFC";2023;112.576245345441;96.3566569277129
"New Policies Scenarios";"CHINA";"Coal";"TFC";2024;111.003489824239;95.033384232184
"New Policies Scenarios";"CHINA";"Coal";"TFC";2025;109.430734303038;93.710111536655
"New Policies Scenarios";"CHINA";"Coal";"TFC";2026;107.540812929802;92.07910025109
"New Policies Scenarios";"CHINA";"Coal";"TFC";2027;105.650891556566;90.4480889655251
"New Policies Scenarios";"CHINA";"Coal";"TFC";2028;103.760970183331;88.8170776799601
"New Policies Scenarios";"CHINA";"Coal";"TFC";2029;101.871048810095;87.1860663943952
"New Policies Scenarios";"CHINA";"Coal";"TFC";2030;99.9811274368597;85.5550551088303
