"Scenario";"Region";"Carrier";"Indicator";"Year.x";"ymax";"ymin"
"2DS";"World";"Of which: Bunkers";"TFC";1999;78.3061725140662;77.8229028338848
"2DS";"World";"Of which: Bunkers";"TFC";2000;80.2783386491511;79.8390025762589
"2DS";"World";"Of which: Bunkers";"TFC";2001;82.250504784236;81.855102318633
"2DS";"World";"Of which: Bunkers";"TFC";2002;84.2226709193209;83.8712020610071
"2DS";"World";"Of which: Bunkers";"TFC";2003;86.1948370544058;85.8873018033812
"2DS";"World";"Of which: Bunkers";"TFC";2004;88.1670031894907;87.9034015457554
"2DS";"World";"Of which: Bunkers";"TFC";2005;90.1391693245755;89.9195012881295
"2DS";"World";"Of which: Bunkers";"TFC";2006;92.1113354596604;91.9356010305036
"2DS";"World";"Of which: Bunkers";"TFC";2007;94.0835015947453;93.9517007728777
"2DS";"World";"Of which: Bunkers";"TFC";2008;96.0556677298302;95.9678005152518
"2DS";"World";"Of which: Bunkers";"TFC";2009;98.0278338649151;97.9839002576259
"2DS";"World";"Of which: Bunkers";"TFC";2010;100;100
"2DS";"World";"Of which: Bunkers";"TFC";2011;102.016099742374;101.972166135085
"2DS";"World";"Of which: Bunkers";"TFC";2012;104.032199484748;103.94433227017
"2DS";"World";"Of which: Bunkers";"TFC";2013;105.971526676523;104.75386677149
"2DS";"World";"Of which: Bunkers";"TFC";2014;107.962035568697;105.475534058231
"2DS";"World";"Of which: Bunkers";"TFC";2015;107.791424488787;106.197201344973
"2DS";"World";"Of which: Bunkers";"TFC";2016;107.669730302262;106.918868631714
"2DS";"World";"Of which: Bunkers";"TFC";2017;108.254140934598;107.450202328967
"2DS";"World";"Of which: Bunkers";"TFC";2018;108.838551566934;107.279591249056
"2DS";"World";"Of which: Bunkers";"TFC";2019;109.42296219927;107.108980169146
"2DS";"World";"Of which: Bunkers";"TFC";2020;110.007372831605;106.938369089236
"2DS";"World";"Of which: Bunkers";"TFC";2021;109.684631927095;106.659082961586
"2DS";"World";"Of which: Bunkers";"TFC";2022;109.361891022585;106.379796833935
"2DS";"World";"Of which: Bunkers";"TFC";2023;109.039150118075;106.100510706285
"2DS";"World";"Of which: Bunkers";"TFC";2024;108.716409213564;105.821224578635
"2DS";"World";"Of which: Bunkers";"TFC";2025;108.393668309054;105.541938450984
"2DS";"World";"Of which: Bunkers";"TFC";2026;108.070927404544;105.262652323334
"2DS";"World";"Of which: Bunkers";"TFC";2027;107.748186500033;104.983366195684
"2DS";"World";"Of which: Bunkers";"TFC";2028;107.425445595523;104.514767781199
"2DS";"World";"Of which: Bunkers";"TFC";2029;107.102704691013;103.853421531513
"2DS";"World";"Of which: Bunkers";"TFC";2030;106.779963786503;103.192075281828
"2DS";"World";"Of which: Bunkers";"TFC";2031;106.560748408101;102.741511396255
"2DS";"World";"Of which: Bunkers";"TFC";2032;106.341533029699;101.952711737248
"2DS";"World";"Of which: Bunkers";"TFC";2033;106.122317651297;100.856313699505
"2DS";"World";"Of which: Bunkers";"TFC";2034;105.903102272895;99.7599156617629
"2DS";"World";"Of which: Bunkers";"TFC";2035;105.683886894493;98.6635176240203
"2DS";"World";"Of which: Bunkers";"TFC";2036;105.464671516091;97.5671195862777
"2DS";"World";"Of which: Bunkers";"TFC";2037;105.245456137689;96.4707215485352
"2DS";"World";"Of which: Bunkers";"TFC";2038;105.026240759287;95.3743235107926
"2DS";"World";"Of which: Bunkers";"TFC";2039;104.807025380885;94.27792547305
"2DS";"World";"Of which: Bunkers";"TFC";2040;104.587810002483;93.1815274353074
"2DS";"World";"Oil";"TFC";1990;75.3968896602731;74.632193100094
"2DS";"World";"Oil";"TFC";1991;76.6270451772595;75.9005834450893
"2DS";"World";"Oil";"TFC";1992;77.8572006942458;77.1689737900846
"2DS";"World";"Oil";"TFC";1993;79.0873562112321;78.4373641350799
"2DS";"World";"Oil";"TFC";1994;80.3175117282185;79.7057544800752
"2DS";"World";"Oil";"TFC";1995;81.5476672452048;80.9741448250705
"2DS";"World";"Oil";"TFC";1996;82.7778227621912;82.2425351700658
"2DS";"World";"Oil";"TFC";1997;84.0079782791775;83.5109255150611
"2DS";"World";"Oil";"TFC";1998;85.2381337961639;84.7793158600564
"2DS";"World";"Oil";"TFC";1999;86.4682893131502;86.0477062050517
"2DS";"World";"Oil";"TFC";2000;87.6984448301366;87.0386482664687
"2DS";"World";"Oil";"TFC";2001;88.9286003471229;88.3347834398218
"2DS";"World";"Oil";"TFC";2002;90.1587558641092;89.630918613175
"2DS";"World";"Oil";"TFC";2003;91.3889113810956;90.9270537865281
"2DS";"World";"Oil";"TFC";2004;92.619066898082;92.2231889598812
"2DS";"World";"Oil";"TFC";2005;93.8492224150683;93.5193241332343
"2DS";"World";"Oil";"TFC";2006;95.0793779320546;94.8154593065875
"2DS";"World";"Oil";"TFC";2007;96.309533449041;96.1115944799406
"2DS";"World";"Oil";"TFC";2008;97.5396889660273;97.4077296532937
"2DS";"World";"Oil";"TFC";2009;98.7698444830137;98.7038648266469
"2DS";"World";"Oil";"TFC";2010;100;100
"2DS";"World";"Oil";"TFC";2011;101.296135173353;101.230155516986
"2DS";"World";"Oil";"TFC";2012;102.592270346706;102.460311033973
"2DS";"World";"Oil";"TFC";2013;103.888405520059;103.170164524283
"2DS";"World";"Oil";"TFC";2014;105.184540693413;103.823267273514
"2DS";"World";"Oil";"TFC";2015;106.480675866766;104.476370022744
"2DS";"World";"Oil";"TFC";2016;107.63552543117;105.129472771974
"2DS";"World";"Oil";"TFC";2017;107.37208951333;105.699354937594
"2DS";"World";"Oil";"TFC";2018;107.108653595489;105.308694473008
"2DS";"World";"Oil";"TFC";2019;107.256400265818;104.918034008422
"2DS";"World";"Oil";"TFC";2020;107.850722551628;104.527373543837
"2DS";"World";"Oil";"TFC";2021;106.770028029196;104.136713079251
"2DS";"World";"Oil";"TFC";2022;106.054909924125;103.746052614665
"2DS";"World";"Oil";"TFC";2023;105.791474006284;103.035747805116
"2DS";"World";"Oil";"TFC";2024;105.528038088443;101.735956047758
"2DS";"World";"Oil";"TFC";2025;105.264602170602;100.436164290399
"2DS";"World";"Oil";"TFC";2026;103.233950303912;99.1363725330402
"2DS";"World";"Oil";"TFC";2027;101.203298437221;97.8365807756816
"2DS";"World";"Oil";"TFC";2028;99.9670378512996;96.536789018323
"2DS";"World";"Oil";"TFC";2029;98.9951821116;95.2369972609643
"2DS";"World";"Oil";"TFC";2030;98.0233263719005;93.9372055036057
"2DS";"World";"Oil";"TFC";2031;95.9008320978648;92.1377578210406
"2DS";"World";"Oil";"TFC";2032;93.7783378238291;89.4957671885076
"2DS";"World";"Oil";"TFC";2033;91.6558435497935;86.6879793641864
"2DS";"World";"Oil";"TFC";2034;89.5333492757578;83.8801915398653
"2DS";"World";"Oil";"TFC";2035;87.4108550017222;81.0724037155441
"2DS";"World";"Oil";"TFC";2036;85.2883607276865;78.8134407200582
"2DS";"World";"Oil";"TFC";2037;83.1989792708059;76.5544777245723
"2DS";"World";"Oil";"TFC";2038;81.3543251944467;74.2955147290863
"2DS";"World";"Oil";"TFC";2039;79.5096711180875;72.0365517336004
"2DS";"World";"Oil";"TFC";2040;77.6650170417283;69.7775887381145
"2DS";"World";"Total";"TFC";1990;75.9688506804416;73.5822844966278
"2DS";"World";"Total";"TFC";1991;77.1704081464195;74.9031702717964
"2DS";"World";"Total";"TFC";1992;78.3719656123974;76.224056046965
"2DS";"World";"Total";"TFC";1993;79.5735230783753;77.5449418221337
"2DS";"World";"Total";"TFC";1994;80.7750805443532;78.8658275973023
"2DS";"World";"Total";"TFC";1995;81.9766380103312;80.1867133724709
"2DS";"World";"Total";"TFC";1996;83.1781954763091;81.5075991476395
"2DS";"World";"Total";"TFC";1997;84.379752942287;82.8284849228081
"2DS";"World";"Total";"TFC";1998;85.5813104082649;84.1493706979767
"2DS";"World";"Total";"TFC";1999;86.7828678742429;85.4702564731453
"2DS";"World";"Total";"TFC";2000;87.9844253402208;81.0428707667452
"2DS";"World";"Total";"TFC";2001;89.1859828061987;82.9385836900707
"2DS";"World";"Total";"TFC";2002;90.3875402721766;84.8342966133962
"2DS";"World";"Total";"TFC";2003;91.5890977381545;86.7300095367217
"2DS";"World";"Total";"TFC";2004;92.7906552041325;88.6257224600471
"2DS";"World";"Total";"TFC";2005;93.9922126701104;90.5214353833726
"2DS";"World";"Total";"TFC";2006;95.1937701360883;92.4171483066981
"2DS";"World";"Total";"TFC";2007;96.3953276020662;94.3128612300236
"2DS";"World";"Total";"TFC";2008;97.5968850680442;96.208574153349
"2DS";"World";"Total";"TFC";2009;98.7984425340221;98.1042870766745
"2DS";"World";"Total";"TFC";2010;100;100
"2DS";"World";"Total";"TFC";2011;101.895712923325;101.201557465978
"2DS";"World";"Total";"TFC";2012;103.791425846651;102.403114931956
"2DS";"World";"Total";"TFC";2013;105.687138769976;103.334394118379
"2DS";"World";"Total";"TFC";2014;107.582851693302;104.265673304802
"2DS";"World";"Total";"TFC";2015;109.478564616627;104.960116735146
"2DS";"World";"Total";"TFC";2016;111.036340670028;105.590710019301
"2DS";"World";"Total";"TFC";2017;110.99758921219;106.221303303456
"2DS";"World";"Total";"TFC";2018;110.958837754353;106.851896587611
"2DS";"World";"Total";"TFC";2019;110.920086296516;107.482489871767
"2DS";"World";"Total";"TFC";2020;110.881334838678;108.00089848523
"2DS";"World";"Total";"TFC";2021;110.842583380841;107.090226110772
"2DS";"World";"Total";"TFC";2022;110.803831923004;106.179553736313
"2DS";"World";"Total";"TFC";2023;110.765080465167;105.268881361855
"2DS";"World";"Total";"TFC";2024;110.726329007329;104.358208987397
"2DS";"World";"Total";"TFC";2025;110.687577549492;103.447536612939
"2DS";"World";"Total";"TFC";2026;109.002783397981;102.53686423848
"2DS";"World";"Total";"TFC";2027;107.31798924647;101.626191864022
"2DS";"World";"Total";"TFC";2028;105.63319509496;100.715519489564
"2DS";"World";"Total";"TFC";2029;104.236957821697;99.8048471151056
"2DS";"World";"Total";"TFC";2030;103.050364127676;98.8941747406473
"2DS";"World";"Total";"TFC";2031;101.436108630412;97.5187052382596
"2DS";"World";"Total";"TFC";2032;99.8218531331478;96.1432357358718
"2DS";"World";"Total";"TFC";2033;98.2075976358835;94.767766233484
"2DS";"World";"Total";"TFC";2034;96.5933421386193;92.480354128707
"2DS";"World";"Total";"TFC";2035;94.9790866413551;90.0345409628992
"2DS";"World";"Total";"TFC";2036;93.3648311440909;87.9983008976179
"2DS";"World";"Total";"TFC";2037;91.7505756468266;85.9620608323366
"2DS";"World";"Total";"TFC";2038;90.1363201495624;83.9258207670553
"2DS";"World";"Total";"TFC";2039;88.5220646522982;81.889580701774
"2DS";"World";"Total";"TFC";2040;86.907809155034;79.8533406364927
"2DS";"World";"Transport";"TFC";1990;65.6423829587784;64.8045257959296
"2DS";"World";"Transport";"TFC";1991;67.3602638108395;66.5642995061332
"2DS";"World";"Transport";"TFC";1992;69.0781446629006;68.3240732163367
"2DS";"World";"Transport";"TFC";1993;70.7960255149616;70.0838469265402
"2DS";"World";"Transport";"TFC";1994;72.5139063670227;71.8436206367437
"2DS";"World";"Transport";"TFC";1995;74.2317872190838;73.6033943469472
"2DS";"World";"Transport";"TFC";1996;75.9496680711449;75.3631680571507
"2DS";"World";"Transport";"TFC";1997;77.667548923206;77.1229417673543
"2DS";"World";"Transport";"TFC";1998;79.385429775267;78.8827154775578
"2DS";"World";"Transport";"TFC";1999;81.1033106273281;80.6424891877613
"2DS";"World";"Transport";"TFC";2000;82.8211914793892;81.8988075273674
"2DS";"World";"Transport";"TFC";2001;84.5390723314503;83.7089267746306
"2DS";"World";"Transport";"TFC";2002;86.2569531835114;85.5190460218939
"2DS";"World";"Transport";"TFC";2003;87.9748340355724;87.3291652691572
"2DS";"World";"Transport";"TFC";2004;89.6927148876335;89.1392845164204
"2DS";"World";"Transport";"TFC";2005;91.4105957396946;90.9494037636837
"2DS";"World";"Transport";"TFC";2006;93.1284765917557;92.759523010947
"2DS";"World";"Transport";"TFC";2007;94.8463574438168;94.5696422582102
"2DS";"World";"Transport";"TFC";2008;96.5642382958778;96.3797615054735
"2DS";"World";"Transport";"TFC";2009;98.2821191479389;98.1898807527367
"2DS";"World";"Transport";"TFC";2010;100;100
"2DS";"World";"Transport";"TFC";2011;101.810119247263;101.717880852061
"2DS";"World";"Transport";"TFC";2012;103.620238494527;103.435761704122
"2DS";"World";"Transport";"TFC";2013;105.43035774179;104.360471117223
"2DS";"World";"Transport";"TFC";2014;107.240476989053;105.255303754739
"2DS";"World";"Transport";"TFC";2015;109.050596236316;106.150136392255
"2DS";"World";"Transport";"TFC";2016;108.716076858878;107.044969029771
"2DS";"World";"Transport";"TFC";2017;108.645580510391;107.939801667288
"2DS";"World";"Transport";"TFC";2018;109.518564998944;108.047038104001
"2DS";"World";"Transport";"TFC";2019;110.391549487496;107.712518726562
"2DS";"World";"Transport";"TFC";2020;111.264533976048;107.377999349124
"2DS";"World";"Transport";"TFC";2021;110.167763564789;107.043479971685
"2DS";"World";"Transport";"TFC";2022;109.07099315353;106.708960594247
"2DS";"World";"Transport";"TFC";2023;107.974222742271;105.857109682115
"2DS";"World";"Transport";"TFC";2024;106.877452331012;104.599032660438
"2DS";"World";"Transport";"TFC";2025;105.780681919753;103.340955638761
"2DS";"World";"Transport";"TFC";2026;104.683911508494;102.082878617084
"2DS";"World";"Transport";"TFC";2027;103.587141097235;100.824801595407
"2DS";"World";"Transport";"TFC";2028;102.532217655582;99.5667245737296
"2DS";"World";"Transport";"TFC";2029;101.52070741505;98.2987529548937
"2DS";"World";"Transport";"TFC";2030;100.509197174518;96.4470905781343
"2DS";"World";"Transport";"TFC";2031;98.1997970820331;94.142553062167
"2DS";"World";"Transport";"TFC";2032;96.1027643006075;91.8380155461996
"2DS";"World";"Transport";"TFC";2033;94.0057315191819;89.5334780302322
"2DS";"World";"Transport";"TFC";2034;91.9086987377564;87.2289405142649
"2DS";"World";"Transport";"TFC";2035;89.8116659563308;84.9244029982975
"2DS";"World";"Transport";"TFC";2036;87.7146331749053;82.6198654823301
"2DS";"World";"Transport";"TFC";2037;85.6176003934797;80.3153279663628
"2DS";"World";"Transport";"TFC";2038;83.5205676120542;78.0107904503954
"2DS";"World";"Transport";"TFC";2039;81.4235348306286;75.7062529344281
"2DS";"World";"Transport";"TFC";2040;79.326502049203;73.4017154184607
"2DS";"World";"Gas";"TFC";2000;86.1465029378337;85.773642850691
"2DS";"World";"Gas";"TFC";2001;87.5318526440503;87.1962785656219
"2DS";"World";"Gas";"TFC";2002;88.917202350267;88.6189142805528
"2DS";"World";"Gas";"TFC";2003;90.3025520564836;90.0415499954837
"2DS";"World";"Gas";"TFC";2004;91.6879017627002;91.4641857104146
"2DS";"World";"Gas";"TFC";2005;93.0732514689169;92.8868214253455
"2DS";"World";"Gas";"TFC";2006;94.4586011751335;94.3094571402764
"2DS";"World";"Gas";"TFC";2007;95.8439508813501;95.7320928552073
"2DS";"World";"Gas";"TFC";2008;97.2293005875667;97.1547285701382
"2DS";"World";"Gas";"TFC";2009;98.6146502937834;98.5773642850691
"2DS";"World";"Gas";"TFC";2010;100;100
"2DS";"World";"Gas";"TFC";2011;101.422635714931;101.385349706217
"2DS";"World";"Gas";"TFC";2012;102.845271429862;102.770699412433
"2DS";"World";"Gas";"TFC";2013;104.267907144793;104.15604911865
"2DS";"World";"Gas";"TFC";2014;105.690542859724;105.541398824867
"2DS";"World";"Gas";"TFC";2015;107.113178574654;106.926748531083
"2DS";"World";"Gas";"TFC";2016;109.192136576936;108.535814289585
"2DS";"World";"Gas";"TFC";2017;111.457524622788;111.02479952629
"2DS";"World";"Gas";"TFC";2018;113.72291266864;113.513784762994
"2DS";"World";"Gas";"TFC";2019;116.002769999699;115.988300714493
"2DS";"World";"Gas";"TFC";2020;118.491755236403;118.253688760345
"2DS";"World";"Gas";"TFC";2021;120.980740473108;120.519076806198
"2DS";"World";"Gas";"TFC";2022;123.469725709812;122.78446485205
"2DS";"World";"Gas";"TFC";2023;125.958710946517;125.049852897902
"2DS";"World";"Gas";"TFC";2024;128.447696183221;127.315240943755
"2DS";"World";"Gas";"TFC";2025;130.936681419926;129.580628989607
"2DS";"World";"Gas";"TFC";2026;132.77210730738;131.361013352594
"2DS";"World";"Gas";"TFC";2027;134.607533194833;133.141397715581
"2DS";"World";"Gas";"TFC";2028;136.442959082287;134.921782078567
"2DS";"World";"Gas";"TFC";2029;138.278384969741;136.702166441554
"2DS";"World";"Gas";"TFC";2030;140.113810857194;138.482550804541
"2DS";"World";"Gas";"TFC";2031;141.22662812754;139.595802471579
"2DS";"World";"Gas";"TFC";2032;142.339445397886;140.709054138617
"2DS";"World";"Gas";"TFC";2033;143.452262668232;141.822305805655
"2DS";"World";"Gas";"TFC";2034;144.565079938578;142.935557472693
"2DS";"World";"Gas";"TFC";2035;145.677897208924;144.048809139732
"2DS";"World";"Gas";"TFC";2036;146.082558034505;145.16206080677
"2DS";"World";"Gas";"TFC";2037;146.487218860085;146.275312473808
"2DS";"World";"Gas";"TFC";2038;147.388564140846;146.891879685665
"2DS";"World";"Gas";"TFC";2039;148.501815807885;147.296540511246
"2DS";"World";"Gas";"TFC";2040;149.615067474923;147.701201336826
"2DS";"World";"Total";"Industry";2000;73.408492866282;73.408492866282
"2DS";"World";"Total";"Industry";2001;76.0676435796538;76.0676435796538
"2DS";"World";"Total";"Industry";2002;78.7267942930256;78.7267942930256
"2DS";"World";"Total";"Industry";2003;81.3859450063974;81.3859450063974
"2DS";"World";"Total";"Industry";2004;84.0450957197692;84.0450957197692
"2DS";"World";"Total";"Industry";2005;86.704246433141;86.704246433141
"2DS";"World";"Total";"Industry";2006;89.3633971465128;89.3633971465128
"2DS";"World";"Total";"Industry";2007;92.0225478598846;92.0225478598846
"2DS";"World";"Total";"Industry";2008;94.6816985732564;94.6816985732564
"2DS";"World";"Total";"Industry";2009;97.3408492866282;97.3408492866282
"2DS";"World";"Total";"Industry";2010;100;100
"2DS";"World";"Total";"Industry";2011;102.659150713372;102.659150713372
"2DS";"World";"Total";"Industry";2012;105.318301426744;105.318301426744
"2DS";"World";"Total";"Industry";2013;107.977452140115;107.977452140115
"2DS";"World";"Total";"Industry";2014;110.636602853487;110.636602853487
"2DS";"World";"Total";"Industry";2015;113.295753566859;113.295753566859
"2DS";"World";"Total";"Industry";2016;115.954904280231;115.954904280231
"2DS";"World";"Total";"Industry";2017;116.180221937893;116.180221937893
"2DS";"World";"Total";"Industry";2018;116.405539595555;116.405539595555
"2DS";"World";"Total";"Industry";2019;116.630857253217;116.630857253217
"2DS";"World";"Total";"Industry";2020;116.856174910879;116.856174910879
"2DS";"World";"Total";"Industry";2021;117.081492568541;117.081492568541
"2DS";"World";"Total";"Industry";2022;117.306810226203;117.306810226203
"2DS";"World";"Total";"Industry";2023;117.532127883865;117.532127883865
"2DS";"World";"Total";"Industry";2024;117.757445541527;117.757445541527
"2DS";"World";"Total";"Industry";2025;117.982763199189;117.982763199189
"2DS";"World";"Total";"Industry";2026;116.785360789899;116.785360789899
"2DS";"World";"Total";"Industry";2027;115.58795838061;115.58795838061
"2DS";"World";"Total";"Industry";2028;114.39055597132;114.39055597132
"2DS";"World";"Total";"Industry";2029;113.193153562031;113.193153562031
"2DS";"World";"Total";"Industry";2030;111.995751152741;111.995751152741
"2DS";"World";"Total";"Industry";2031;110.334838133404;110.334838133404
"2DS";"World";"Total";"Industry";2032;108.673925114067;108.673925114067
"2DS";"World";"Total";"Industry";2033;107.01301209473;107.01301209473
"2DS";"World";"Total";"Industry";2034;105.352099075393;105.352099075393
"2DS";"World";"Total";"Industry";2035;103.691186056056;103.691186056056
"2DS";"World";"Total";"Industry";2036;102.215677280738;102.215677280738
"2DS";"World";"Total";"Industry";2037;100.74016850542;100.74016850542
"2DS";"World";"Total";"Industry";2038;99.2646597301016;99.2646597301016
"2DS";"World";"Total";"Industry";2039;97.7891509547836;97.7891509547836
"2DS";"World";"Total";"Industry";2040;96.3136421794655;96.3136421794655
"Current Policies";"CHINA";"Coal";"TFC";1990;52.9655159262822;41.7766570068504
"Current Policies";"CHINA";"Coal";"TFC";1991;55.3172401299681;44.6878241565079
"Current Policies";"CHINA";"Coal";"TFC";1992;57.668964333654;47.5989913061654
"Current Policies";"CHINA";"Coal";"TFC";1993;60.0206885373399;50.5101584558228
"Current Policies";"CHINA";"Coal";"TFC";1994;62.3724127410258;53.4213256054803
"Current Policies";"CHINA";"Coal";"TFC";1995;64.7241369447117;56.3324927551378
"Current Policies";"CHINA";"Coal";"TFC";1996;67.0758611483976;59.2436599047953
"Current Policies";"CHINA";"Coal";"TFC";1997;69.4275853520835;62.1548270544528
"Current Policies";"CHINA";"Coal";"TFC";1998;71.7793095557693;65.0659942041102
"Current Policies";"CHINA";"Coal";"TFC";1999;74.1310337594552;67.9771613537677
"Current Policies";"CHINA";"Coal";"TFC";2000;76.4827579631411;46.4387925867866
"Current Policies";"CHINA";"Coal";"TFC";2001;78.834482166827;51.794913328108
"Current Policies";"CHINA";"Coal";"TFC";2002;81.1862063705129;57.1510340694293
"Current Policies";"CHINA";"Coal";"TFC";2003;83.5379305741988;62.5071548107507
"Current Policies";"CHINA";"Coal";"TFC";2004;85.8896547778847;67.863275552072
"Current Policies";"CHINA";"Coal";"TFC";2005;88.2413789815706;73.2193962933933
"Current Policies";"CHINA";"Coal";"TFC";2006;90.5931031852565;78.5755170347147
"Current Policies";"CHINA";"Coal";"TFC";2007;92.9448273889424;83.931637776036
"Current Policies";"CHINA";"Coal";"TFC";2008;95.2965515926282;89.2877585173573
"Current Policies";"CHINA";"Coal";"TFC";2009;97.6482757963141;94.6438792586787
"Current Policies";"CHINA";"Coal";"TFC";2010;100;100
"Current Policies";"CHINA";"Coal";"TFC";2011;105.356120741321;102.351724203686
"Current Policies";"CHINA";"Coal";"TFC";2012;110.712241482643;104.703448407372
"Current Policies";"CHINA";"Coal";"TFC";2013;116.068362223964;106.118842180113
"Current Policies";"CHINA";"Coal";"TFC";2014;121.424482965285;106.841151971437
"Current Policies";"CHINA";"Coal";"TFC";2015;126.780603706607;106.08734525099
"Current Policies";"CHINA";"Coal";"TFC";2016;125.621683756765;105.333538530544
"Current Policies";"CHINA";"Coal";"TFC";2017;124.462763806923;104.579731810097
"Current Policies";"CHINA";"Coal";"TFC";2018;123.303843857081;103.82592508965
"Current Policies";"CHINA";"Coal";"TFC";2019;122.144923907239;103.072118369204
"Current Policies";"CHINA";"Coal";"TFC";2020;120.986003957398;102.318311648757
"Current Policies";"CHINA";"Coal";"TFC";2021;119.827084007556;101.327754268744
"Current Policies";"CHINA";"Coal";"TFC";2022;118.668164057714;100.337196888732
"Current Policies";"CHINA";"Coal";"TFC";2023;117.509244107872;99.346639508719
"Current Policies";"CHINA";"Coal";"TFC";2024;116.35032415803;98.3560821287063
"Current Policies";"CHINA";"Coal";"TFC";2025;115.191404208188;97.3655247486936
"Current Policies";"CHINA";"Coal";"TFC";2026;114.071916262724;96.3749673686809
"Current Policies";"CHINA";"Coal";"TFC";2027;112.952428317259;95.3844099886682
"Current Policies";"CHINA";"Coal";"TFC";2028;111.832940371794;94.3938526086555
"Current Policies";"CHINA";"Coal";"TFC";2029;110.713452426329;93.4032952286428
"Current Policies";"CHINA";"Coal";"TFC";2030;109.593964480865;92.4127378486301
"Current Policies";"CHINA";"Coal";"TFC";2031;108.303701814081;90.6620421869181
"Current Policies";"CHINA";"Coal";"TFC";2032;107.013439147297;88.9113465252062
"Current Policies";"CHINA";"Coal";"TFC";2033;105.723176480513;87.1606508634942
"Current Policies";"CHINA";"Coal";"TFC";2034;104.432913813729;85.4099552017823
"Current Policies";"CHINA";"Coal";"TFC";2035;103.142651146945;83.6592595400703
"Current Policies";"CHINA";"Coal";"TFC";2036;101.852388480161;81.9085638783583
"Current Policies";"CHINA";"Coal";"TFC";2037;100.562125813377;80.1578682166463
"Current Policies";"CHINA";"Coal";"TFC";2038;99.2718631465929;78.4071725549344
"Current Policies";"CHINA";"Coal";"TFC";2039;97.981600479809;76.6564768932224
"Current Policies";"CHINA";"Coal";"TFC";2040;96.691337813025;74.9057812315104
"Current Policies";"CHINA";"Gas";"TFC";1990;10.8866460514185;5.7871726783041
"Current Policies";"CHINA";"Gas";"TFC";1991;15.3423137488475;10.4978140443889
"Current Policies";"CHINA";"Gas";"TFC";1992;19.7979814462766;15.2084554104737
"Current Policies";"CHINA";"Gas";"TFC";1993;24.2536491437057;19.9190967765585
"Current Policies";"CHINA";"Gas";"TFC";1994;28.7093168411348;24.6297381426433
"Current Policies";"CHINA";"Gas";"TFC";1995;33.1649845385638;29.3403795087281
"Current Policies";"CHINA";"Gas";"TFC";1996;37.6206522359929;34.0510208748129
"Current Policies";"CHINA";"Gas";"TFC";1997;42.076319933422;38.7616622408977
"Current Policies";"CHINA";"Gas";"TFC";1998;46.5319876308511;43.4723036069825
"Current Policies";"CHINA";"Gas";"TFC";1999;50.9876553282801;48.1829449730673
"Current Policies";"CHINA";"Gas";"TFC";2000;55.4433230257092;12.1872910950574
"Current Policies";"CHINA";"Gas";"TFC";2001;59.8989907231383;20.9685619855517
"Current Policies";"CHINA";"Gas";"TFC";2002;64.3546584205674;29.7498328760459
"Current Policies";"CHINA";"Gas";"TFC";2003;68.8103261179965;38.5311037665402
"Current Policies";"CHINA";"Gas";"TFC";2004;73.2659938154255;47.3123746570344
"Current Policies";"CHINA";"Gas";"TFC";2005;77.7216615128546;56.0936455475287
"Current Policies";"CHINA";"Gas";"TFC";2006;82.1773292102837;64.874916438023
"Current Policies";"CHINA";"Gas";"TFC";2007;86.6329969077128;73.6561873285172
"Current Policies";"CHINA";"Gas";"TFC";2008;91.0886646051419;82.4374582190115
"Current Policies";"CHINA";"Gas";"TFC";2009;95.5443323025709;91.2187291095057
"Current Policies";"CHINA";"Gas";"TFC";2010;100;100
"Current Policies";"CHINA";"Gas";"TFC";2011;108.781270890494;104.455667697429
"Current Policies";"CHINA";"Gas";"TFC";2012;117.562541780989;108.911335394858
"Current Policies";"CHINA";"Gas";"TFC";2013;126.343812671483;114.031498548935
"Current Policies";"CHINA";"Gas";"TFC";2014;135.125083561977;118.842565464339
"Current Policies";"CHINA";"Gas";"TFC";2015;147.525048342485;128.966176187186
"Current Policies";"CHINA";"Gas";"TFC";2016;160.396285991694;139.089786910033
"Current Policies";"CHINA";"Gas";"TFC";2017;173.267523640903;149.213397632879
"Current Policies";"CHINA";"Gas";"TFC";2018;186.138761290112;159.337008355726
"Current Policies";"CHINA";"Gas";"TFC";2019;199.009998939321;169.460619078573
"Current Policies";"CHINA";"Gas";"TFC";2020;211.88123658853;179.58422980142
"Current Policies";"CHINA";"Gas";"TFC";2021;223.961700973146;192.061553036538
"Current Policies";"CHINA";"Gas";"TFC";2022;237.304258726592;204.538876271656
"Current Policies";"CHINA";"Gas";"TFC";2023;250.646816480038;217.016199506774
"Current Policies";"CHINA";"Gas";"TFC";2024;263.989374233484;229.493522741892
"Current Policies";"CHINA";"Gas";"TFC";2025;277.331931986929;241.970845977011
"Current Policies";"CHINA";"Gas";"TFC";2026;290.867237241171;254.448169212129
"Current Policies";"CHINA";"Gas";"TFC";2027;304.402542495412;266.925492447247
"Current Policies";"CHINA";"Gas";"TFC";2028;317.937847749653;279.402815682365
"Current Policies";"CHINA";"Gas";"TFC";2029;331.473153003894;291.880138917483
"Current Policies";"CHINA";"Gas";"TFC";2030;345.008458258135;304.357462152602
"Current Policies";"CHINA";"Gas";"TFC";2031;357.054701838959;314.304701695221
"Current Policies";"CHINA";"Gas";"TFC";2032;369.100945419783;324.25194123784
"Current Policies";"CHINA";"Gas";"TFC";2033;381.147189000607;334.19918078046
"Current Policies";"CHINA";"Gas";"TFC";2034;393.193432581432;344.146420323079
